ID,PRECIO_MENSUAL,PRECIO_SEMESTRE,PERSONA_NATURAL
33174,941440,608135,15653
33175,810531,869792,7365
33176,204664,223421,3231
33177,464962,1187059,3748
33178,833999,1094798,13070
33179,84827,160493,6150
33180,539094,514412,6479
33181,845481,1473316,17883
33182,642779,1223060,2987
33183,142007,466829,14171
33184,905931,1225181,14123
33185,935975,1220125,3541
33186,594833,1010457,5367
33187,209466,43757,15797
33188,138731,1207917,10826
33189,180364,1140455,6991
33190,755530,1198398,8314
33191,136721,1177373,67
33192,953242,1201426,6430
33193,832160,277564,12263
33194,175280,439262,18318
33195,81088,366248,8802
33196,85958,283790,5377
33197,432492,105456,293
33198,856608,899039,15633
33199,128915,751808,11669
33200,228208,1045285,19825
33201,574020,185755,4816
33202,401734,500905,11162
33203,79680,307323,3290
33204,983079,523204,14835
33205,943951,460262,19337
33206,641966,996135,2786
33207,768118,1265458,6930
33208,316377,562051,2883
33209,533811,489534,12452
33210,757289,1043590,8399
33211,319803,179294,6790
33212,588464,1164938,10173
33213,865391,662782,12528
33214,569055,535114,6245
33215,553608,790719,13863
33216,557545,480135,7380
33217,888884,976422,11108
33218,75264,623398,12778
33219,36507,1222243,7511
33220,727953,1090094,12879
33221,245671,705099,18808
33222,130157,96073,11876
33223,889490,623108,19521
33224,562219,940401,7641
33225,916697,1020263,14882
33226,571176,1264910,3395
33227,688149,271401,10489
33228,327734,1479632,7029
33229,242602,1346856,2162
33230,374275,1319620,12828
33231,104280,1387124,562
33232,445908,1091460,13338
33233,489009,1253799,235
33234,468491,512113,9217
33235,640786,636508,1802
33236,44132,598985,13167
33237,326727,1314143,1832
33238,266072,2680,13133
33239,10218,255847,2400
33240,645578,399666,11932
33241,49074,1052898,19489
33242,645426,704960,6213
33243,29957,1407117,18462
33244,817495,1452721,16724
33245,430817,474192,15250
33246,28308,1248108,10278
33247,278759,787360,16870
33248,492300,1033609,2394
33249,127662,748463,18140
33250,339965,737419,8420
33251,210607,467085,16332
33252,130512,109400,9168
33253,164927,789408,7504
33254,110098,107206,12606
33255,442202,1092190,4394
33256,556402,729903,16649
33257,866246,772950,5388
33258,593104,621468,4790
33259,523289,746911,8235
33260,717478,1273384,12904
33261,967390,421374,19391
33262,759176,204962,3794
33263,109097,1098526,2564
33264,112793,214793,10309
33265,340029,901546,9751
33266,155391,351047,13
33267,957557,1084789,4658
33268,51857,1194175,3714
33269,630862,553465,8280
33270,580899,1430483,19325
33271,14423,412908,5412
33272,861921,931471,7173
33273,621394,1310486,1444
33274,498036,941104,4198
33275,442672,262401,1251
33276,685510,797315,14037
33277,83162,278327,7543
33278,963314,771458,18789
33279,74928,405742,18110
33280,781133,1383910,14470
33281,26824,20302,17513
33282,438056,1450835,10588
33283,376387,1467777,16426
33284,150311,1411991,1601
33285,567183,1130342,15905
33286,551050,224404,1782
33287,10317,867723,6204
33288,289062,175345,7774
33289,648958,247955,2446
33290,196338,91786,16704
33291,500004,1108176,15393
33292,241105,1389503,14141
33293,764544,957341,13546
33294,537314,224476,9271
33295,435738,1190576,4737
33296,197832,815026,3941
33297,822203,744319,17548
33298,459012,701051,8569
33299,130732,18933,4229
33300,570512,1485867,11901
33301,461625,387730,17182
33302,279575,514026,3914
33303,175574,6188,11727
33304,280444,662774,4189
33305,773538,24448,18759
33306,226328,1417655,9294
33307,17795,1248625,11906
33308,140581,1268804,13297
33309,922519,681104,8725
33310,286668,1392035,9170
33311,495340,1393241,3689
33312,722951,523916,4514
33313,127330,720625,8816
33314,661527,367681,368
33315,434745,1486418,18627
33316,608348,758611,15631
33317,626527,820843,13113
33318,556472,1390529,7509
33319,520398,262436,18394
33320,403932,136402,1775
33321,172923,1085868,4430
33322,215150,854904,7847
33323,177391,89744,11636
33324,544518,1011738,8790
33325,50474,323797,8492
33326,872504,445527,10386
33327,823829,299879,17837
33328,726249,1419867,9734
33329,121900,191885,2754
33330,999658,418703,17289
33331,321824,1498878,293
33332,976008,1307682,1774
33333,720396,969857,11803
33334,104687,725328,10931
33335,944957,1201005,13376
33336,453755,1252316,7923
33337,186396,399774,17552
33338,776346,882723,893
33339,705823,1306056,12444
33340,916760,57683,17742
33341,924001,1553,6299
33342,760817,362846,16444
33343,938796,870359,8535
33344,778045,620335,69
33345,350292,948817,1776
33346,271748,228376,7804
33347,835267,856295,15825
33348,165511,825025,2556
33349,416806,1068996,10089
33350,985499,1064703,9441
33351,859654,6312,1368
33352,477826,555733,3258
33353,495331,251525,15732
33354,308770,1296151,748
33355,725979,1322886,19325
33356,745869,953242,9944
33357,497400,1325882,12902
33358,61901,1388339,6919
33359,63772,194370,633
33360,821806,1160410,17993
33361,508462,9505,14394
33362,152336,538887,11107
33363,958353,364198,10041
33364,423837,523778,18027
33365,140862,54148,11626
33366,922513,688066,11766
33367,258483,412678,13030
33368,864941,61401,8852
33369,365167,784639,4952
33370,876045,100611,5784
33371,784824,1323024,17472
33372,868452,363011,2995
33373,683129,936058,12470
33374,238099,126719,12360
33375,75081,831552,12789
33376,559575,1453608,1051
33377,956909,366694,18768
33378,90776,727629,18184
33379,601387,375579,1441
33380,757866,1043296,10570
33381,133053,3798,4104
33382,546067,220788,16504
33383,338825,44077,13138
33384,723152,936234,7013
33385,877473,576134,17281
33386,360566,25540,5039
33387,300620,113786,1653
33388,839151,1394494,1532
33389,344589,508329,17211
33390,560765,1065586,827
33391,513145,6919,628
33392,907620,262935,10824
33393,330070,1451226,4885
33394,420162,1397228,16034
33395,384741,641325,10653
33396,900786,92896,16072
33397,676943,1243762,10466
33398,700912,615502,7498
33399,299391,902606,12067
33400,894267,942041,11297
33401,478235,892347,1077
33402,588926,394129,19405
33403,409997,597347,16733
33404,61658,404768,8740
33405,85453,629264,9200
33406,143284,1246706,17873
33407,798627,1325080,10647
33408,291418,401859,3705
33409,768039,570897,4659
33410,185954,63714,17479
33411,599275,981971,15357
33412,37225,1146708,3369
33413,319948,218552,6651
33414,611622,1022858,12289
33415,201744,12298,2261
33416,914780,861308,16592
33417,84939,1379217,8646
33418,803760,1239916,15102
33419,485455,348023,10476
33420,817431,202034,1450
33421,869648,1300433,687
33422,725130,1383256,2760
33423,36865,271657,8746
33424,117434,558216,11421
33425,925305,479090,6322
33426,825581,1088517,12824
33427,270109,336886,1616
33428,314614,955432,11910
33429,217689,969637,13500
33430,325552,1296593,5068
33431,689105,309182,16690
33432,322394,213965,12188
33433,672100,1391634,14188
33434,423466,1398817,19306
33435,460576,113186,3739
33436,898348,932022,11869
33437,940267,1498189,14093
33438,94255,663761,10488
33439,967083,1014504,4582
33440,127228,655958,7757
33441,669150,419851,14096
33442,218768,692981,9336
33443,677514,1488721,16221
33444,508384,138615,549
33445,519909,34415,9479
33446,883105,1097057,12367
33447,15620,1497066,19422
33448,209208,94678,15851
33449,572079,57518,10751
33450,22232,966379,1511
33451,270174,240794,8777
33452,631865,664262,8377
33453,264540,466482,17236
33454,91215,563963,18436
33455,580962,945113,11135
33456,238590,949757,6123
33457,454905,61216,5947
33458,300680,867988,9053
33459,612534,721953,8673
33460,919433,47813,14673
33461,910453,1012109,15902
33462,807681,1139792,4345
33463,452017,139465,13555
33464,748913,1079418,1613
33465,938516,827779,10114
33466,296404,828945,8221
33467,384465,1108154,1772
33468,716056,5200,14633
33469,992414,967811,7468
33470,952844,441601,10553
33471,605637,1065043,4481
33472,117044,1281038,1276
33473,4225,1372675,13532
33474,698151,949004,2892
33475,647279,978313,2852
33476,522312,1406964,495
33477,418939,837222,6393
33478,527925,32411,16636
33479,242791,570347,214
33480,5866,1447086,14156
33481,120950,1001287,1454
33482,986102,1405746,1420
33483,28029,742550,13920
33484,800813,869570,3501
33485,711813,896657,10379
33486,445407,1106519,979
33487,678728,1336165,10768
33488,626169,723640,15282
33489,822293,561788,18277
33490,689605,257965,16414
33491,308025,423212,7931
33492,843409,1359437,16476
33493,769889,1279360,10565
33494,103186,1371080,19476
33495,501084,848434,18555
33496,734920,210216,4376
33497,964572,99051,4604
33498,12726,527332,2868
33499,851042,1068947,14449
33500,757500,1338218,18833
33501,327065,374365,14944
33502,815081,1369565,17125
33503,565389,1325235,12748
33504,263787,307672,16499
33505,993890,1148799,4630
33506,994454,565737,15726
33507,952603,29297,9278
33508,401766,333161,18163
33509,463504,105622,11119
33510,119294,1263046,1016
33511,727148,1268772,19652
33512,176723,645972,17952
33513,763657,1290522,17616
33514,260768,105593,12001
33515,706477,1415604,13112
33516,688720,585254,6022
33517,350177,472771,8709
33518,845996,638214,16118
33519,170291,176561,14088
33520,444247,365663,18064
33521,128263,1408521,10518
33522,978754,1392553,12175
33523,539147,393253,6316
33524,161839,1402005,7544
33525,742748,594510,2468
33526,300996,1049375,18488
33527,990696,513868,16202
33528,320811,155112,11659
33529,801688,330644,16318
33530,503853,16745,7230
33531,337385,1104661,10870
33532,722591,828130,507
33533,129250,731638,16344
33534,316744,101581,4485
33535,807360,701547,2831
33536,749640,164724,5740
33537,105021,1324676,19338
33538,197761,684832,3122
33539,557866,1474538,8143
33540,260265,32874,14823
33541,879702,1075708,15884
33542,411530,1266365,6407
33543,206167,1203773,15272
33544,418938,1310476,7109
33545,33622,565225,12210
33546,527230,1149066,9000
33547,854749,65630,16865
33548,542831,558132,8808
33549,3061,22015,12081
33550,494148,1401383,17399
33551,660619,180237,19090
33552,370267,602096,4620
33553,814619,1485476,8652
33554,265751,482740,17796
33555,755226,1080824,17751
33556,829209,1466604,15047
33557,124683,935856,3945
33558,142738,370763,19138
33559,826992,477508,14879
33560,682076,337420,13875
33561,221554,371032,8130
33562,370527,345739,13630
33563,834305,1330401,17977
33564,830555,1203436,10219
33565,320157,1227564,16357
33566,561271,1429045,8625
33567,991776,1062326,4846
33568,652920,942745,6937
33569,827486,548838,9114
33570,157440,1171093,6889
33571,714809,15909,12097
33572,377236,1495844,2119
33573,823424,1208730,65
33574,290338,766655,6097
33575,347167,1378777,5174
33576,584862,87126,2171
33577,846271,106053,5813
33578,616539,190594,4276
33579,683729,476044,6679
33580,572114,412151,779
33581,628405,1433703,1104
33582,39749,1367788,7738
33583,799471,1082051,10764
33584,928022,1406950,18227
33585,495281,930737,6384
33586,348851,1345771,9782
33587,756937,504392,12626
33588,224385,613466,16048
33589,378905,517736,14476
33590,286094,520029,14147
33591,307748,163175,13662
33592,739766,1017740,6428
33593,594654,589297,18778
33594,686681,99752,3671
33595,246169,1069587,14839
33596,597115,638108,16041
33597,538681,311361,4458
33598,510291,1337510,18384
33599,129684,1382174,2783
33600,672269,1197368,227
33601,92700,566678,1276
33602,720280,601794,19210
33603,34831,578349,2956
33604,191555,401548,13299
33605,27470,198165,4611
33606,125747,447293,8169
33607,397238,1476798,12587
33608,232998,1016963,4021
33609,88816,68168,7971
33610,886710,233388,1734
33611,63564,500947,11528
33612,396492,1171122,13750
33613,173010,1272288,15551
33614,845226,1314308,5779
33615,385028,953510,14049
33616,583942,820076,1598
33617,452825,293160,6998
33618,140226,1408713,8176
33619,470843,5024,1171
33620,762281,256978,14497
33621,156040,161304,11581
33622,225070,830733,17186
33623,288990,1187100,6685
33624,741665,327767,15646
33625,214045,651216,15579
33626,768450,905594,1861
33627,303033,11369,12064
33628,880773,495988,4558
33629,492110,937373,17428
33630,555396,1153390,8113
33631,653955,728639,12954
33632,719428,819924,9969
33633,441373,170572,1129
33634,137922,864291,11891
33635,173426,386963,11562
33636,119274,1127328,9919
33637,626589,1298877,8476
33638,406134,1054866,13805
33639,949984,833166,7609
33640,846533,1303179,9868
33641,546027,573806,17898
33642,8368,1178552,19263
33643,368084,284256,13861
33644,460188,482712,1453
33645,97873,288222,15773
33646,367128,819295,16317
33647,615746,1426177,3935
33648,395748,1124544,15324
33649,410916,385220,13579
33650,115547,1023229,522
33651,715360,713090,12463
33652,190617,972459,10598
33653,665070,1446687,8994
33654,611342,390909,9914
33655,816468,228422,19814
33656,721339,779162,6114
33657,601015,998479,16757
33658,176412,1006488,15418
33659,416673,614826,13835
33660,379895,893561,11903
33661,430633,5659,19338
33662,114842,774868,19924
33663,731103,14337,10666
33664,705809,664530,5939
33665,302596,772073,15447
33666,363045,578877,7573
33667,26124,964950,15962
33668,603577,377285,10048
33669,428355,961891,11570
33670,315266,643392,3087
33671,946967,939396,5023
33672,414211,607150,17339
33673,225922,44350,4765
33674,560688,1320318,3898
33675,859308,1209876,17788
33676,85546,793956,736
33677,187876,1342912,4114
33678,836014,742574,9724
33679,747410,118931,4207
33680,740333,1240248,3062
33681,917697,934545,13737
33682,384043,807856,5080
33683,718275,658505,9704
33684,65166,1406416,12532
33685,658597,757787,17284
33686,235137,1112169,2092
33687,336207,1183098,17591
33688,559825,17486,9361
33689,620457,787291,18032
33690,523600,155591,14170
33691,807996,1249439,2063
33692,575044,497088,7320
33693,528762,1226460,15084
33694,709309,89933,13781
33695,462613,324514,6217
33696,698581,819275,12810
33697,965039,308408,12264
33698,406318,247703,5152
33699,934116,287078,6042
33700,268549,1468408,1643
33701,263970,998488,2866
33702,72405,13942,16192
33703,770493,1352474,7980
33704,410634,1151349,12036
33705,537171,141433,8820
33706,720679,199098,5416
33707,594879,99516,14760
33708,6045,1337849,17790
33709,155167,828740,2659
33710,611262,963362,4984
33711,580076,195944,14242
33712,499358,1072605,1782
33713,991251,32822,11837
33714,96387,968535,9548
33715,333560,1320347,1188
33716,804079,1381294,2226
33717,659746,1472468,5571
33718,2653,790572,14370
33719,918624,533671,15534
33720,171849,515292,7210
33721,323215,886260,3119
33722,930722,99407,754
33723,299161,1245368,16876
33724,168423,765243,5180
33725,338130,555901,5187
33726,109771,507150,9722
33727,407613,1286050,5275
33728,283105,229504,10558
33729,909650,125178,12984
33730,368385,435617,8384
33731,330069,752751,17392
33732,537875,529995,4288
33733,855266,1495154,11903
33734,272408,924468,237
33735,506495,574781,3342
33736,241322,952260,3379
33737,866500,719759,14141
33738,637614,1399775,18577
33739,671579,681985,12472
33740,8956,1242598,15793
33741,607754,447404,762
33742,281881,407206,10377
33743,680499,1322250,5889
33744,746336,325335,4800
33745,786909,1206063,9682
33746,903375,492816,15899
33747,236663,298680,2383
33748,283572,697604,15182
33749,150631,873095,8124
33750,147648,483516,8273
33751,926287,411258,19663
33752,511702,1312739,7178
33753,339555,476802,2683
33754,451810,1388470,824
33755,907363,335775,12511
33756,152177,373811,13911
33757,157940,704621,8362
33758,828241,1272811,15194
33759,674741,1311208,19056
33760,959399,702812,17408
33761,852818,1256818,6239
33762,417284,999449,14669
33763,388327,638294,2517
33764,202931,272451,17725
33765,719978,671936,145
33766,147793,1067055,8255
33767,616751,80264,18967
33768,332116,24822,17433
33769,788409,1455693,6061
33770,657905,1034522,8406
33771,74124,404177,1343
33772,924010,580997,16362
33773,90362,1340435,19695
33774,913349,245929,15636
33775,211707,326101,1146
33776,918940,126085,1558
33777,46091,130386,14493
33778,220342,1239026,3212
33779,940818,1432806,19084
33780,594914,1105531,14967
33781,96651,831914,4154
33782,151196,822444,13988
33783,760749,712152,10533
33784,992894,782022,16070
33785,12036,545720,8966
33786,41339,1321697,10850
33787,860939,318979,17080
33788,481164,977446,15338
33789,709001,642709,10606
33790,867813,132944,17419
33791,512570,1278074,8590
33792,14821,1230815,14514
33793,121949,1330131,9634
33794,311837,1355086,15652
33795,524973,371156,9116
33796,226611,1461844,16954
33797,630498,104102,17121
33798,844403,152588,12392
33799,316099,196794,18856
33800,941641,354086,9272
33801,219618,306286,19302
33802,825165,631947,15151
33803,836681,288618,3287
33804,436370,1118754,5499
33805,683062,385135,2982
33806,99700,1038728,2860
33807,271177,1102904,13878
33808,54425,1055538,7765
33809,645260,808995,6761
33810,121127,1138187,6992
33811,49365,644832,10628
33812,689498,568757,15390
33813,582706,1165338,2466
33814,989945,662677,3036
33815,735362,712943,11242
33816,178432,116947,3906
33817,500784,306378,1013
33818,191477,1176780,16786
33819,581658,1107666,13651
33820,338342,1108,14727
33821,26386,254638,2996
33822,703019,615769,9479
33823,261443,1255203,3623
33824,137462,817027,19567
33825,792032,1371732,17005
33826,219161,809793,12123
33827,725244,346214,16217
33828,666811,780579,10800
33829,993963,14863,9749
33830,197977,980437,15265
33831,122310,444531,15869
33832,522885,1436029,6967
33833,783406,146826,3140
33834,289322,835866,1155
33835,863704,1019530,13272
33836,914460,180849,14206
33837,159481,1333701,7933
33838,550637,923597,228
33839,562838,1037946,17623
33840,302748,783434,12919
33841,792169,787499,12571
33842,346337,640563,8639
33843,670519,1174848,9223
33844,740209,380245,8049
33845,235802,1118485,9985
33846,724956,1085082,3072
33847,764879,500723,14526
33848,582859,145959,17461
33849,945602,1224668,9498
33850,931548,1411420,12490
33851,835220,367480,15082
33852,26597,951551,2262
33853,733499,202392,1824
33854,409361,718200,12972
33855,240282,1388264,1900
33856,336244,83494,1853
33857,699646,108313,13790
33858,253921,960293,15029
33859,907504,112266,783
33860,460883,1422136,15731
33861,820312,498585,19444
33862,348318,335022,9821
33863,981111,675872,15599
33864,385543,986070,7317
33865,86144,1284010,4866
33866,28349,514377,8011
33867,18930,1420059,12133
33868,939305,480884,8827
33869,224521,1212539,14962
33870,442219,738501,310
33871,199609,372376,8906
33872,707900,696589,9003
33873,753629,691209,13702
33874,814188,235542,5951
33875,938043,454104,7723
33876,925015,472359,9711
33877,56537,1250347,11271
33878,212675,917787,17203
33879,136024,455896,18527
33880,120442,1180198,16705
33881,33791,138132,12601
33882,584371,1446094,7457
33883,403241,545008,2319
33884,671481,139534,19605
33885,122499,372680,7258
33886,790939,232201,14016
33887,599523,399638,10019
33888,390970,1437762,13055
33889,635703,466262,3099
33890,192568,866591,4837
33891,724485,195790,9369
33892,880846,874349,13870
33893,204047,1202730,9435
33894,722855,15190,4574
33895,357575,421681,10224
33896,320097,964105,9426
33897,165341,200551,1508
33898,478610,132084,15158
33899,178084,86371,3107
33900,849603,585057,17519
33901,945744,1065563,14156
33902,438936,217713,10080
33903,492560,1381332,8399
33904,704025,1152920,16598
33905,396986,1188087,16647
33906,589748,1431760,12509
33907,57177,1497941,13909
33908,273223,1229408,13284
33909,583459,859216,417
33910,284121,301807,13062
33911,911705,324546,13278
33912,847216,403970,4796
33913,745765,1432024,688
33914,693857,891951,5012
33915,337122,1060955,604
33916,199187,1181246,1616
33917,268302,1377770,17027
33918,718801,614742,13263
33919,173910,1290930,14937
33920,167132,982831,1505
33921,893942,835609,7918
33922,714937,775001,18786
33923,50190,986223,14377
33924,246780,295706,653
33925,609662,982333,13907
33926,822721,886444,14381
33927,944923,8434,16568
33928,755970,1010761,15149
33929,741203,1470174,11047
33930,153000,914453,16221
33931,316234,1162384,6929
33932,250717,902333,11883
33933,667717,586404,19893
33934,68926,1002943,13953
33935,70909,1224927,16625
33936,506682,1142087,18220
33937,236623,870539,16340
33938,488357,862552,10005
33939,581844,750165,18725
33940,113081,591477,10077
33941,51650,369996,17724
33942,854020,455988,2698
33943,139831,839190,12570
33944,123274,670517,8381
33945,577243,1455250,11515
33946,873406,660866,15931
33947,227211,937180,1788
33948,616723,492085,10869
33949,271467,610849,8626
33950,518039,971285,11709
33951,520226,1269434,7761
33952,839366,1383320,1926
33953,248002,1493977,2463
33954,792234,810869,16906
33955,660725,394159,18252
33956,176815,1399234,1360
33957,702350,643751,4821
33958,893375,737061,354
33959,868509,865880,1741
33960,152961,1232108,1204
33961,879098,28332,8771
33962,787737,1467814,4945
33963,53374,493074,14835
33964,672261,9094,3288
33965,550104,966355,3848
33966,955469,1433639,16783
33967,186511,1069001,9518
33968,385518,860398,19854
33969,436760,520395,5295
33970,741473,629685,3583
33971,494807,944788,16952
33972,554762,1264925,9882
33973,403853,131945,8350
33974,657411,1128822,476
33975,145585,647166,19516
33976,620356,51828,18594
33977,954143,272455,6185
33978,883480,207248,16724
33979,587359,570689,3766
33980,991095,333891,11938
33981,249686,1296049,13514
33982,512544,910049,4580
33983,539673,1336944,18600
33984,543500,1258852,10533
33985,7689,1157133,12869
33986,594892,231171,3879
33987,82483,518876,14718
33988,548029,158723,14562
33989,696967,591335,4699
33990,747804,992763,8331
33991,338750,1069891,1629
33992,221215,79219,6158
33993,660974,259322,15654
33994,803402,599892,14710
33995,128101,1198798,19628
33996,253591,881670,14744
33997,818369,504742,4239
33998,114538,1407771,15042
33999,357947,1018529,189
34000,977947,1195722,7834
34001,104001,367590,3126
34002,512816,1345908,5915
34003,435282,408390,65
34004,987249,683657,2914
34005,657195,377911,256
34006,927330,1016830,9642
34007,512046,515048,7366
34008,519485,964567,10982
34009,163177,1250224,7184
34010,859866,1269650,16878
34011,204267,198898,11762
34012,485266,276948,19556
34013,308988,33679,15255
34014,510658,1296288,13110
34015,185220,1085155,17939
34016,596389,748485,6089
34017,498643,775516,12130
34018,100312,810812,9547
34019,216857,664570,6143
34020,505527,191461,18283
34021,627938,312085,9777
34022,996958,872405,14230
34023,147904,1309407,13091
34024,885127,1439345,9146
34025,676614,1056529,1964
34026,959942,1316227,7207
34027,927396,784016,8127
34028,345145,148272,13142
34029,124384,691948,1691
34030,376629,1386919,14057
34031,62006,562525,2984
34032,764015,172754,3599
34033,229260,226371,18924
34034,709877,1016520,13042
34035,970673,64807,15868
34036,370247,685248,11069
34037,439850,533389,13609
34038,984288,498986,9679
34039,538363,954392,13430
34040,415631,893961,8692
34041,829682,715362,18355
34042,931340,692141,19102
34043,928986,224208,9233
34044,945214,1213604,14068
34045,598337,83694,16069
34046,7068,754477,11227
34047,18254,431961,7086
34048,957035,636708,920
34049,664470,544049,2903
34050,689646,1112021,6478
34051,726892,902256,4177
34052,187949,741204,17211
34053,159919,958243,17035
34054,854092,205676,2951
34055,314601,956466,18888
34056,57968,718442,6112
34057,379493,802258,12403
34058,672231,392431,806
34059,739927,1087595,9622
34060,391467,211427,3896
34061,592144,1246681,976
34062,715798,1143904,14514
34063,338149,302551,19413
34064,296545,30387,18444
34065,426396,564191,15349
34066,313979,629336,2341
34067,100109,318824,13921
34068,9558,555951,5894
34069,834953,66278,15192
34070,558536,1351302,15804
34071,590767,324729,10726
34072,804606,772411,19294
34073,916697,252190,19408
34074,949105,1433308,9267
34075,811509,1185533,3023
34076,830745,831465,15758
34077,397345,376352,13718
34078,581517,524530,756
34079,372260,277022,3927
34080,307476,294715,1434
34081,445132,774927,12829
34082,502023,797006,19352
34083,368983,785165,16535
34084,689486,311384,13209
34085,77000,313612,18533
34086,487125,26816,19514
34087,725532,762631,7700
34088,817471,1431706,802
34089,667613,405418,9102
34090,128132,1163804,17049
34091,414286,297630,15879
34092,480046,852493,4498
34093,509132,1083597,19156
34094,399332,689786,6003
34095,922513,1305772,15179
34096,716807,1132255,6399
34097,921888,606236,11920
34098,591753,243705,5862
34099,685234,192600,6701
34100,10472,321008,6824
34101,368802,783059,5115
34102,95692,145747,3855
34103,97146,1284453,4169
34104,97095,1161116,11700
34105,414844,316294,11182
34106,976809,1354721,17076
34107,257220,1420148,15938
34108,746498,958921,3000
34109,208045,767175,1335
34110,59244,607554,19648
34111,569549,555227,13811
34112,733734,103180,19024
34113,928566,1417522,6419
34114,533252,427515,16098
34115,997266,1386194,14808
34116,4093,1355004,15756
34117,108141,1342428,16157
34118,570083,1063833,13589
34119,429920,296804,6035
34120,746246,475955,8079
34121,687068,702389,5523
34122,863768,110248,12208
34123,455452,603504,2074
34124,613975,1121374,8521
34125,827215,1307681,19087
34126,739668,922663,12266
34127,386321,657175,17945
34128,843798,1359270,14105
34129,483572,517777,4956
34130,721,256549,13652
34131,609446,964111,18982
34132,724043,679822,1906
34133,226411,418912,16311
34134,345582,753155,3599
34135,972109,1462363,5556
34136,997149,1123846,571
34137,488177,134330,9817
34138,271156,563002,10833
34139,166630,494668,8638
34140,776213,345644,13018
34141,273784,953731,11326
34142,176170,458475,10212
34143,358969,1276063,1181
34144,767242,1110389,15395
34145,995598,957125,18891
34146,758477,622366,12787
34147,447892,120444,3932
34148,935646,652517,8914
34149,726948,289634,16534
34150,14773,613921,14138
34151,80901,495710,5252
34152,375740,1344744,12792
34153,640783,1118770,7167
34154,817370,1195054,15887
34155,864370,1003907,14675
34156,779818,1496985,8324
34157,171839,183189,5210
34158,292565,682840,9669
34159,644370,175028,13800
34160,741377,751397,16895
34161,117250,368155,14482
34162,826959,1104026,13288
34163,426085,437050,9811
34164,134353,306630,4169
34165,601280,1421930,19966
34166,985376,355032,101
34167,735111,84512,3767
34168,861248,1290783,16570
34169,409589,103471,16826
34170,219208,169957,16677
34171,746923,973980,2663
34172,277860,939404,15416
34173,563581,481566,4577
34174,307964,330783,9677
34175,935407,752494,8593
34176,82915,953698,3024
34177,534180,735018,7946
34178,204833,1308490,68
34179,99495,1086933,4440
34180,362826,1457523,5916
34181,641233,1154265,9808
34182,534819,1296377,2950
34183,867572,1291523,5690
34184,921352,372649,7563
34185,996639,1453631,10515
34186,498935,920568,11964
34187,712509,885510,13394
34188,559856,889049,2148
34189,848249,548736,4524
34190,133078,1350224,14689
34191,427385,450409,15600
34192,256831,757580,5196
34193,265873,284287,7254
34194,766903,950404,8123
34195,544290,700567,18992
34196,370104,1052383,10210
34197,35464,239867,11253
34198,4200,1271946,2544
34199,851948,1238178,4333
34200,132142,676940,10482
34201,665663,330711,10453
34202,83640,191520,13932
34203,632180,1410805,8636
34204,673578,803542,8383
34205,236387,575326,3842
34206,383798,1029522,10478
34207,223870,1190813,530
34208,161657,721423,14410
34209,812616,1022314,14421
34210,337065,470826,1600
34211,659158,750126,18471
34212,167516,798825,17456
34213,281573,342058,8360
34214,531055,127820,10025
34215,618796,632560,15446
34216,273717,716800,17928
34217,101419,428196,9442
34218,683362,98757,2024
34219,749974,571484,3810
34220,772193,916976,1591
34221,373855,1493046,1959
34222,962512,236162,13755
34223,888353,1091254,2450
34224,524470,813711,5288
34225,659227,694170,5562
34226,116770,70203,8922
34227,38733,116105,2991
34228,924611,1434611,11144
34229,949828,578211,9429
34230,63663,56368,402
34231,980338,588126,13689
34232,147964,754083,624
34233,194311,1478345,12857
34234,382773,305432,11659
34235,696239,70906,9440
34236,824015,43819,16608
34237,60602,1312123,15169
34238,550172,1305751,8169
34239,277460,1130075,8787
34240,643672,1126288,11089
34241,155863,283434,3755
34242,135851,1434876,4237
34243,623282,723474,9292
34244,331744,224417,5513
34245,445872,488709,11142
34246,935036,1275414,12551
34247,893719,1122609,669
34248,203672,381440,5477
34249,267879,153139,9382
34250,435248,1468659,19439
34251,229008,1437384,12499
34252,701865,1114610,19835
34253,479271,1107148,3830
34254,36723,187466,15141
34255,519335,163095,14151
34256,493750,1113067,19669
34257,197408,15718,14093
34258,707826,1008946,6202
34259,306486,32163,11476
34260,310579,436874,3023
34261,585477,860840,4431
34262,328845,968304,8014
34263,816657,90010,5093
34264,460077,60837,5540
34265,493870,739014,10563
34266,640490,110248,83
34267,80365,128232,9572
34268,878835,1495363,9368
34269,677541,842694,15396
34270,719466,1219592,17276
34271,415204,6473,14570
34272,210535,516948,4534
34273,220138,535091,7784
34274,937923,1071573,1491
34275,806260,546266,18456
34276,305016,426704,4363
34277,599869,1028708,582
34278,843394,324850,5967
34279,987534,445793,4252
34280,988114,1308459,17359
34281,245833,84771,13252
34282,800550,850252,15584
34283,224724,160555,10010
34284,441044,786317,6242
34285,311235,331227,1404
34286,606428,781134,18615
34287,129065,932249,5480
34288,247959,1019517,1520
34289,914449,423849,6080
34290,119773,950978,3079
34291,426383,1499075,11311
34292,932175,1445633,10933
34293,870299,274279,12646
34294,940824,1298531,16096
34295,626304,78775,8448
34296,263492,195821,19992
34297,796051,1160472,16996
34298,274616,629446,17659
34299,932822,882634,6011
34300,309972,1487431,13320
34301,111219,1068635,11228
34302,710101,23944,3525
34303,820197,499693,8214
34304,423599,1089143,13855
34305,832391,908649,18022
34306,941708,234752,8468
34307,34767,1265670,7487
34308,575275,226018,6276
34309,979398,1212684,6674
