ID,COSTO_NOCHE,COSTO_MENSUAL,COSTO_SEMESTRE,MENSAJE,CAPACIDAD,VIVIENDA
351526,69547,682013,3114541,null,3,4116
351527,17951,759038,5697127,null,4,11155
351528,16953,201434,2181964,null,4,9263
351529,3480,762301,6693633,null,1,658
351530,2193,863206,5441857,null,1,16933
351531,71921,967155,6077332,null,4,2428
351532,11758,471072,3613329,null,5,14819
351533,34615,928501,4357797,null,1,1368
351534,34020,47986,7793859,null,1,1084
351535,61544,66677,4971689,null,4,18918
351536,33100,115781,779843,null,3,9172
351537,17981,720923,422084,null,1,18953
351538,77932,713732,1877618,null,1,5432
351539,42157,268706,4265045,null,2,2269
351540,36143,268720,1097963,null,3,13372
351541,22491,732111,3343366,null,3,14022
351542,45848,531103,1413618,null,1,5380
351543,20812,393152,5686243,null,4,19714
351544,28389,454674,1995873,null,3,5257
351545,79043,467836,2219354,null,5,3007
351546,18246,638113,6439305,null,1,4266
351547,7559,283132,3261950,null,3,13381
351548,39104,567250,1263890,null,4,10372
351549,71248,154015,2152740,null,3,13428
351550,59365,492202,584172,null,2,4595
351551,42380,587145,5720672,null,5,19972
351552,34157,300420,214021,null,3,4498
351553,58169,605128,109567,null,1,3979
351554,7465,641206,3844582,null,2,104
351555,6927,939125,1994998,null,3,19754
351556,27102,663437,1819123,null,2,3930
351557,3241,725932,280586,null,1,14169
351558,25175,949195,1961417,null,3,13321
351559,24215,533395,566740,null,3,8878
351560,11889,143323,4518140,null,3,277
351561,18567,54879,1175039,null,2,18308
351562,40862,416127,745052,null,5,18352
351563,74247,490772,7561866,null,5,12467
351564,36312,751302,5838759,null,1,3553
351565,12934,393906,421107,null,5,14799
351566,38143,187982,3222177,null,5,2474
351567,67604,506128,5288742,null,2,10581
351568,44428,204364,3317726,null,3,13289
351569,67620,376679,203021,null,5,4416
351570,44498,368590,6737836,null,4,6624
351571,79878,907549,4327822,null,3,4059
351572,75339,436105,6592716,null,1,14253
351573,44863,755392,5258518,null,4,16786
351574,74177,937223,7400074,null,4,17322
351575,28167,104048,5086342,null,3,15626
351576,46884,178478,4234838,null,4,7117
351577,18498,560821,7840428,null,5,12469
351578,63611,612027,3608344,null,2,5901
351579,44627,250720,5846007,null,2,15674
351580,18493,240485,1583289,null,2,8963
351581,49686,468165,1204417,null,1,11709
351582,74926,654825,3351790,null,5,8123
351583,36905,99330,1993219,null,1,15244
351584,7140,386356,7692093,null,4,14799
351585,77286,288045,7482544,null,2,1125
351586,58485,196415,1484224,null,1,8223
351587,43036,512787,260594,null,4,6989
351588,75331,613246,7647720,null,4,9247
351589,65001,590857,2764192,null,5,11115
351590,66523,807898,1744367,null,4,564
351591,68920,260933,7249231,null,1,2931
351592,12623,282917,6109950,null,1,6989
351593,58097,109593,1722201,null,5,1821
351594,23899,941378,3756181,null,1,7647
351595,4232,953358,5902592,null,5,16851
351596,51764,450183,1664881,null,1,3160
351597,69843,367298,1802011,null,4,14122
351598,40224,113383,7013616,null,3,416
351599,972,119282,1383945,null,3,11288
351600,72028,881355,195597,null,1,12149
351601,25183,203309,398217,null,2,11137
351602,2282,329275,3906636,null,3,12358
351603,69053,400784,7991350,null,5,11359
351604,13817,166842,3413798,null,5,16435
351605,39841,355382,4295035,null,2,2024
351606,67939,94999,1774942,null,1,13529
351607,13666,395096,333915,null,2,1637
351608,5858,509118,6640472,null,4,12875
351609,65656,293521,4572851,null,3,19252
351610,44997,140066,4532767,null,3,14783
351611,42227,793439,2853540,null,2,14819
351612,12898,857310,1677521,null,3,7942
351613,65980,988108,711636,null,5,19589
351614,27126,927817,1175372,null,1,6870
351615,14951,938048,7656026,null,3,6111
351616,3218,249270,5692126,null,1,13357
351617,47824,577375,483372,null,5,14490
351618,59186,739616,1709166,null,1,394
351619,79462,616657,1430177,null,4,6574
351620,57568,449496,4831736,null,2,19007
351621,61148,410953,414725,null,1,11129
351622,54370,547816,693248,null,4,7421
351623,14701,115807,3769956,null,4,8595
351624,18156,919176,267618,null,5,10336
351625,75660,930178,6701114,null,5,1106
351626,20262,252649,6402792,null,1,9772
351627,23225,732874,5111438,null,1,1459
351628,65499,810846,4629867,null,2,14137
351629,20463,565334,1792828,null,3,18249
351630,2182,924037,3270074,null,2,18349
351631,57009,916740,7842431,null,5,8111
351632,62929,188563,3488173,null,3,1893
351633,38299,435177,4535246,null,3,16859
351634,56975,16092,7626666,null,4,14187
351635,6090,168911,6210385,null,1,10726
351636,58486,74238,2446687,null,2,8423
351637,1495,267905,4083695,null,3,17637
351638,78058,60528,301683,null,1,16016
351639,79701,854293,1750457,null,1,6552
351640,11650,935542,691402,null,3,1847
351641,5676,681927,5856908,null,4,17158
351642,10267,293032,72088,null,3,9215
351643,8330,368282,7757036,null,3,12197
351644,73070,908155,310714,null,3,8019
351645,64774,283756,7840074,null,2,17358
351646,20222,125311,6776042,null,2,180
351647,8738,187811,1889145,null,2,6246
351648,12426,944346,5814839,null,5,18737
351649,46099,551006,1750833,null,3,5420
351650,68663,363340,81895,null,2,1771
351651,19743,567303,7112526,null,3,6274
351652,39976,247586,1105175,null,4,11838
351653,50800,125278,2570202,null,2,2683
351654,18659,96412,2996364,null,5,13134
351655,17803,377806,7534258,null,2,16973
351656,57171,140066,1752075,null,4,3072
351657,43754,832799,3196215,null,2,9314
351658,47826,897392,7454703,null,5,7229
351659,34660,841460,1479980,null,3,1418
351660,56863,401245,2981379,null,4,19822
351661,44492,200006,847347,null,2,10095
351662,36780,127195,2606619,null,5,1486
351663,6117,895804,6488649,null,3,4793
351664,40948,753263,7045283,null,2,16756
351665,45552,843581,7236321,null,3,16938
351666,30609,209075,1259335,null,4,6661
351667,66053,750499,7099620,null,2,11984
351668,48511,618957,6033064,null,5,4607
351669,48265,730235,2197361,null,1,17931
351670,42276,226565,1703877,null,1,1701
351671,5507,798734,2477330,null,1,11166
351672,41855,59299,5721729,null,4,16934
351673,7624,321129,6662319,null,3,7693
351674,35023,347360,7949762,null,2,1919
351675,17542,811020,3053853,null,4,4217
351676,27975,667510,3521677,null,4,8520
351677,34782,247362,6088211,null,4,18790
351678,41670,347864,1796578,null,1,7
351679,16335,253979,3921902,null,1,9186
351680,69193,426077,2108064,null,3,15661
351681,58135,503132,4394307,null,4,3539
351682,77936,660966,4570858,null,4,13576
351683,62176,110460,5453433,null,5,6005
351684,45262,634258,7193767,null,5,16499
351685,69640,498115,6026341,null,4,8858
351686,37003,274339,6036885,null,4,4143
351687,33314,254542,323875,null,1,4997
351688,65073,635196,2880880,null,4,8716
351689,16107,897478,6947506,null,4,15916
351690,45868,433417,578893,null,3,11939
351691,47272,159939,7951766,null,1,5459
351692,59829,454895,3015329,null,5,18315
351693,30490,875554,1415695,null,1,15900
351694,70606,524977,6353227,null,3,12356
351695,64782,684709,2757688,null,3,7280
351696,39691,268563,6645096,null,4,10286
351697,16811,753812,4932237,null,4,9073
351698,50305,964821,724358,null,5,19670
351699,76437,309924,3429448,null,3,14033
351700,55599,953761,2100859,null,4,5002
351701,9574,819647,1324236,null,5,9717
351702,23874,685610,3603344,null,1,9098
351703,66572,361335,1620745,null,1,13792
351704,43855,809800,1228646,null,1,3988
351705,31614,800623,3050863,null,2,12643
351706,76927,552480,7260782,null,3,6028
351707,53324,346219,5495974,null,3,2885
351708,19233,502800,4509457,null,5,6001
351709,17129,273490,860017,null,1,12363
351710,21715,705852,1555882,null,4,979
351711,24126,671879,5400295,null,1,11813
351712,41550,995823,3954284,null,4,15601
351713,9800,251464,2093044,null,5,8529
351714,55298,801914,4333149,null,1,865
351715,73714,139794,4297202,null,3,8915
351716,46587,48486,7472343,null,1,5946
351717,32352,418117,3091040,null,3,13805
351718,27164,168527,5463751,null,5,5682
351719,61041,121232,7410628,null,1,3007
351720,39039,741536,4613133,null,3,3163
351721,25604,59540,3163403,null,3,19535
351722,262,483125,1322403,null,5,13101
351723,4852,671631,6999924,null,2,17268
351724,58554,129584,1268761,null,1,1662
351725,64431,498908,4187598,null,4,18150
351726,75611,438457,760714,null,3,16542
351727,43892,771003,4936792,null,5,13817
351728,32562,881320,1880963,null,1,8192
351729,15860,322196,2909717,null,1,12613
351730,61126,724709,6091761,null,3,3397
351731,20509,540255,3741995,null,4,9710
351732,79262,787103,1176561,null,4,1142
351733,3119,825148,5036071,null,2,2493
351734,18229,635258,2676305,null,5,6727
351735,13175,708120,186134,null,5,442
351736,67928,184223,5335259,null,2,7584
351737,72889,792349,4752563,null,4,17208
351738,21214,87637,3444140,null,5,18981
351739,61630,380050,6910525,null,3,14484
351740,38310,322890,4164226,null,3,19025
351741,14897,582494,7682409,null,1,2925
351742,78717,954138,5807199,null,1,235
351743,79293,237715,6821678,null,2,3189
351744,40482,324622,7320934,null,5,8976
351745,69684,768138,5802273,null,4,3927
351746,4494,884968,556146,null,3,6581
351747,66038,801371,4845257,null,1,10111
351748,60401,273462,7306817,null,5,3928
351749,11897,936552,7066281,null,3,13005
351750,57520,256155,1353420,null,4,15715
351751,33374,991498,3190190,null,2,2746
351752,45934,844925,3653736,null,3,17411
351753,2170,648839,1869973,null,5,5381
351754,57419,476818,5585961,null,3,12988
351755,69849,550090,33766,null,1,8904
351756,21150,639676,7120384,null,1,16407
351757,76186,974766,4943745,null,1,15821
351758,15001,265397,5707797,null,5,9825
351759,55886,980795,3283925,null,3,17308
351760,54637,23450,4385457,null,4,8007
351761,78450,742353,5721645,null,1,19036
351762,39713,294378,7336835,null,3,17308
351763,23320,778024,1312920,null,3,17386
351764,2124,325844,5755360,null,4,1882
351765,43372,603269,7127590,null,5,11617
351766,47151,145602,3128198,null,3,10474
351767,79791,899042,1797414,null,2,9722
351768,9570,35717,1412340,null,3,1436
351769,17257,879601,6688576,null,3,6843
351770,6440,563628,4922277,null,4,17152
351771,6266,944201,4180639,null,2,18525
351772,23908,718883,3552232,null,4,12967
351773,74899,591077,4236151,null,1,9869
351774,71508,130978,307618,null,4,9522
351775,7651,354150,6584297,null,1,6662
351776,17734,401593,3661563,null,1,12003
351777,58491,310599,2183324,null,5,11817
351778,46904,431536,3244040,null,4,14588
351779,7288,866980,4717926,null,3,2336
351780,17569,498569,1989638,null,1,16827
351781,54248,521854,1573474,null,2,1108
351782,11705,244301,5187723,null,3,3017
351783,37853,856333,527281,null,4,13644
351784,16111,192790,697899,null,4,18060
351785,25374,343363,4400720,null,5,650
351786,38859,421565,6173576,null,4,15678
351787,9186,882635,5846397,null,3,7091
351788,70344,208142,6810677,null,3,18563
351789,42413,174326,6873759,null,1,16875
351790,49429,498501,5871354,null,2,5662
351791,70421,630630,3481274,null,3,8738
351792,68488,104113,3436717,null,4,6015
351793,61658,580581,6208780,null,5,9688
351794,33729,12242,2568157,null,5,899
351795,38554,759001,3721202,null,5,9655
351796,19463,479325,2566814,null,2,12975
351797,39642,377422,5592490,null,1,11387
351798,26037,64356,4137023,null,3,8932
351799,75316,196580,4116075,null,3,3539
351800,62709,610460,521992,null,4,9945
351801,15083,572751,1706149,null,3,3042
351802,51776,697905,2110792,null,4,4158
351803,58967,333446,3285800,null,3,17940
351804,69649,726116,1259977,null,2,8047
351805,66656,589176,7722828,null,2,16077
351806,79119,408914,3844937,null,3,11554
351807,43032,619985,2882563,null,1,14754
351808,9129,406649,4009352,null,3,5891
351809,45371,179881,7935987,null,1,14119
351810,41351,652468,4817750,null,5,5015
351811,28488,411174,7189918,null,4,879
351812,45528,459083,6672325,null,3,3082
351813,9220,46485,3542078,null,2,15041
351814,463,145434,4605470,null,4,11053
351815,42483,584753,2929284,null,1,6031
351816,49172,439946,569984,null,3,18051
351817,52979,896984,3199236,null,5,18165
351818,3060,535923,1912875,null,2,16945
351819,45123,734685,414268,null,3,12104
351820,3563,440230,2488491,null,4,13072
351821,72204,167493,7323737,null,5,4208
351822,39943,288305,6281357,null,4,6416
351823,61800,606054,1098939,null,4,12129
351824,41601,161521,6626783,null,1,271
351825,25170,38338,4422064,null,1,8220
351826,41890,965907,7470435,null,1,8059
351827,23757,710084,5974562,null,2,8575
351828,52035,584691,6653034,null,1,15148
351829,8238,538154,785527,null,3,8539
351830,10454,794563,6395804,null,3,4392
351831,64444,663624,891356,null,3,5480
351832,1406,484182,7063953,null,4,15791
351833,37956,713013,130170,null,1,9615
351834,66509,136896,3311277,null,3,2469
351835,48019,325431,6807805,null,1,16664
351836,57340,355609,5955544,null,3,14375
351837,49870,971277,7696587,null,1,1931
351838,58160,572649,4944984,null,5,3792
351839,65249,751109,4446394,null,5,8773
351840,1164,458303,6429355,null,4,18795
351841,22121,207164,2621434,null,5,1201
351842,22731,671797,695296,null,2,6752
351843,60340,866570,2159990,null,5,15604
351844,72535,466815,1908296,null,3,10275
351845,3275,39299,6368341,null,1,17397
351846,50340,210857,6589731,null,1,11405
351847,66050,318769,1391160,null,3,5409
351848,40888,315603,5026430,null,4,15776
351849,44297,446611,3148196,null,4,5902
351850,57963,991545,6161753,null,4,10669
351851,28469,847526,3334439,null,1,10577
351852,58838,945097,2712383,null,1,10970
351853,38655,41423,6316041,null,3,8429
351854,13469,280321,3700154,null,2,15589
351855,937,590812,1304623,null,3,5876
351856,47357,858300,2081662,null,5,10219
351857,79127,774236,6078145,null,1,8058
351858,32831,85712,2835683,null,3,11584
351859,65678,735110,5913506,null,1,5727
351860,66668,889382,1777991,null,3,8767
351861,25076,485609,6823245,null,5,16596
351862,30161,325727,1048176,null,2,5500
351863,74680,27499,72570,null,1,4661
351864,62788,584394,5989127,null,3,9081
351865,34062,979738,7162874,null,5,4162
351866,48776,144854,6563586,null,4,3884
351867,34030,690681,2924679,null,2,3643
351868,61589,137797,1172175,null,2,653
351869,16462,58709,1650999,null,3,4855
351870,7369,659766,5287743,null,4,18445
351871,62663,929544,2252957,null,5,5263
351872,5466,699712,1919217,null,4,18993
351873,77089,418,989622,null,5,6716
351874,74005,821038,3830250,null,2,8156
351875,34417,274369,2293546,null,5,2844
351876,66640,630398,4768388,null,3,4829
351877,37170,795173,735,null,4,16325
351878,50288,525567,631485,null,4,11
351879,842,803981,5461975,null,5,19415
351880,42994,108946,5367254,null,4,3949
351881,40455,946620,2695142,null,4,2673
351882,21051,741015,1444499,null,4,4265
351883,43400,710865,5735730,null,5,8583
351884,22931,706289,6786030,null,3,6453
351885,11033,49342,5999579,null,3,11293
351886,78883,785795,1256393,null,5,5841
351887,75729,244843,5370408,null,4,5417
351888,62781,937494,2968288,null,2,15272
351889,20260,947580,5214205,null,3,8921
351890,16036,49971,1553241,null,2,5933
351891,27372,310332,2528904,null,4,9324
351892,10517,522229,1758716,null,1,466
351893,23498,550004,7799253,null,4,10460
351894,23614,380854,4831622,null,3,19908
351895,23407,732342,6316540,null,1,4179
351896,21791,662925,6377117,null,4,15702
351897,48177,228299,4374708,null,5,5112
351898,52791,343299,6415851,null,1,11029
351899,28109,517587,7592189,null,1,4317
351900,68794,365286,2784328,null,1,14722
351901,18004,774068,5641538,null,5,6280
351902,5191,462103,2306474,null,2,14249
351903,56274,186152,3625986,null,2,19778
351904,52430,311302,7674770,null,2,6803
351905,61872,968684,7490262,null,1,4723
351906,59922,762700,651035,null,4,1813
351907,18606,803821,3715464,null,3,5173
351908,70754,965765,5839421,null,1,19732
351909,20039,684787,681165,null,4,5879
351910,24117,23299,4026648,null,5,2286
351911,8605,39840,3486651,null,4,2962
351912,56357,77198,2379411,null,4,18565
351913,25274,109427,5897664,null,3,6504
351914,48132,88412,2159564,null,4,6169
351915,1736,829472,639679,null,2,3241
351916,72851,590259,1844337,null,2,17346
351917,40321,203596,3224899,null,1,19723
351918,26036,527305,7391248,null,2,7683
351919,59353,753648,6450371,null,1,9521
351920,45621,86835,4949199,null,5,6502
351921,42442,430207,6516890,null,3,5905
351922,34853,803347,619979,null,2,12081
351923,7512,51325,4349934,null,3,3446
351924,47766,929429,5408162,null,5,5992
351925,21830,632944,4664359,null,1,16623
351926,44694,239803,3645519,null,2,7419
351927,26727,971499,114784,null,2,11864
351928,63959,172998,882183,null,1,16759
351929,6500,70816,4635791,null,3,2302
351930,20829,311367,5150989,null,4,6221
351931,20432,661251,4891811,null,4,11848
351932,3870,321013,6763243,null,2,12293
351933,59749,271461,5242608,null,5,17058
351934,33419,723249,2625320,null,2,10738
351935,18609,693136,4485412,null,3,13297
351936,67650,745009,3744287,null,2,3985
351937,39678,25216,4666761,null,3,696
351938,15875,217392,7630054,null,3,13370
351939,43586,968203,1980536,null,2,5172
351940,19236,452510,1339148,null,5,7691
351941,44452,202105,7117886,null,2,16481
351942,77664,800925,2345416,null,4,14638
351943,76001,84909,7472871,null,4,18507
351944,26462,721973,5867858,null,5,13395
351945,548,241779,7797229,null,1,15002
351946,64577,314844,4493211,null,2,15483
351947,71984,604883,316244,null,3,13195
351948,5681,356170,3825753,null,1,3410
351949,43038,252241,445558,null,5,649
351950,61418,177491,1800557,null,5,17135
351951,14533,625857,1884774,null,5,12604
351952,58718,861688,5912440,null,1,366
351953,17891,372011,5266956,null,2,11594
351954,1791,645087,5622959,null,5,5135
351955,71064,240497,1167336,null,2,14909
351956,37233,165496,2086570,null,2,9292
351957,47035,86770,1765150,null,2,12095
351958,962,550893,2067292,null,5,4349
351959,17349,454770,787452,null,1,7931
351960,66154,293661,7430741,null,5,15278
351961,71705,546171,3865940,null,5,17672
351962,75798,663441,4259829,null,3,10972
351963,2814,75779,398478,null,1,14326
351964,4157,795849,7555920,null,2,19007
351965,19219,784490,3538204,null,3,10349
351966,68953,538899,7809927,null,5,18903
351967,23916,881378,570861,null,2,7982
351968,47324,52733,4805165,null,1,9685
351969,38021,227510,3636186,null,4,14249
351970,38910,482654,7380519,null,2,486
351971,19599,146299,493860,null,5,15119
351972,16149,3197,6637668,null,2,16513
351973,69140,224196,190954,null,2,1897
351974,24582,248533,5418751,null,2,11188
351975,40179,974483,6720117,null,4,9612
351976,61427,591400,1825020,null,1,10701
351977,43310,339677,5888346,null,2,9702
351978,48737,859895,4623293,null,2,15423
351979,26132,618051,6141934,null,3,3946
351980,71426,830404,4863995,null,2,4928
351981,51777,606270,2772091,null,4,3345
351982,41226,932011,5853048,null,4,10304
351983,70307,552048,884538,null,5,7752
351984,18377,762624,1417069,null,4,16311
351985,50139,219191,2157397,null,2,12708
351986,36832,201319,1676703,null,5,12274
351987,46879,269278,6064026,null,3,4811
351988,17665,219005,7013316,null,5,8737
351989,68442,280768,4263489,null,3,9689
351990,16483,278474,1503830,null,1,19560
351991,57993,223687,77620,null,3,13560
351992,64955,635719,7306358,null,1,8695
351993,34503,956411,1458773,null,1,19403
351994,64202,822448,3478092,null,1,2597
351995,60803,171113,7303878,null,5,1934
351996,47748,239657,6367469,null,3,3944
351997,4096,170618,5163733,null,1,14934
351998,50905,302357,5902577,null,3,7030
351999,2958,888085,4283623,null,2,888
352000,31638,734606,1169815,null,1,8417
352001,66290,231164,5721653,null,5,13157
352002,17888,942089,82857,null,2,14485
352003,45718,27507,6857449,null,3,302
352004,71307,136395,6824243,null,5,10242
352005,13008,262514,4996236,null,1,18141
352006,39614,345136,7209656,null,3,18203
352007,14421,298715,2631527,null,5,15624
352008,42733,727384,3992994,null,3,9110
352009,57864,468372,2915135,null,5,3155
352010,66869,653434,4849735,null,5,6463
352011,43968,434806,1683160,null,5,10819
352012,4071,667746,4844189,null,1,8261
352013,14883,169525,2688753,null,4,4955
352014,46912,205671,283606,null,3,19824
352015,71582,771893,2109882,null,4,1843
352016,71110,782296,1280273,null,5,3506
352017,34834,26035,7564335,null,2,10445
352018,51611,546569,5845693,null,4,12711
352019,7546,446524,1538550,null,1,5383
352020,6649,481575,2690783,null,5,18286
352021,75882,626360,1226023,null,4,15507
352022,9277,54679,4174841,null,4,18757
352023,58126,616634,7325471,null,2,17380
352024,22229,585506,1470390,null,1,12821
352025,32062,588364,1141588,null,4,15367
352026,37516,745526,3730933,null,3,19976
352027,49361,842609,4060937,null,1,4866
352028,25198,593687,6639780,null,5,18884
352029,38855,213193,1537068,null,4,9624
352030,77498,450310,5599621,null,4,3306
352031,15660,301453,6190565,null,5,11722
352032,33771,622161,6396019,null,3,12
352033,16020,939064,3384987,null,1,2206
352034,79445,917041,7025543,null,1,246
352035,79282,490044,5784966,null,4,1912
352036,28651,123280,4218547,null,4,16784
352037,43833,149618,6751717,null,2,8090
352038,48450,301058,1678784,null,1,11380
352039,62026,22329,5370870,null,1,8712
352040,5026,122361,2697389,null,2,4938
352041,14348,296342,4008495,null,3,5898
352042,842,510467,3102606,null,3,16098
352043,58009,430393,2021046,null,3,13115
352044,30321,575261,4755144,null,5,2724
352045,25333,755665,2384304,null,3,16
352046,38525,931631,2072767,null,3,19309
352047,48536,567413,3988429,null,2,19446
352048,32793,998194,256345,null,1,14461
352049,7089,549120,6423439,null,1,8621
352050,49884,448049,2702571,null,5,17317
352051,63031,582168,4030031,null,1,2371
352052,9343,481539,6958373,null,4,5212
352053,43872,274126,1970080,null,3,8490
352054,2184,484560,7293110,null,2,15775
352055,14804,283381,7117675,null,2,2442
352056,78548,461207,4525050,null,3,10861
352057,2211,933793,622236,null,3,13258
352058,27195,270601,1515856,null,5,17231
352059,20141,659882,4861133,null,5,12593
352060,835,427955,4954180,null,4,11011
352061,12139,537346,5592981,null,3,10511
352062,69905,444178,3794892,null,5,5392
352063,39923,594182,7408385,null,2,481
352064,36167,851215,3172756,null,4,4706
352065,26182,341234,1906285,null,2,19225
352066,59898,390910,5490310,null,2,6322
352067,78790,836230,2739398,null,4,1489
352068,37947,219749,4422180,null,3,13505
352069,18769,834813,2091174,null,5,3809
352070,30889,946586,3765239,null,4,7550
352071,22875,254528,3377847,null,1,14972
352072,7395,226938,3761889,null,5,17689
352073,34914,902101,5734341,null,1,9584
352074,49882,979643,1107932,null,2,13276
352075,14097,513855,4178801,null,3,426
352076,67416,688558,4578843,null,2,11758
352077,9549,304781,3144392,null,5,4135
352078,19641,188130,2605279,null,2,10751
352079,29689,712217,600815,null,1,18234
352080,6835,937047,1932313,null,2,12663
352081,24948,616708,7048455,null,1,882
352082,76585,810380,4024857,null,5,16750
352083,70953,867221,2655221,null,5,18270
352084,71037,205563,1387768,null,4,12545
352085,11848,242515,1378694,null,1,1964
352086,77353,461061,7149540,null,1,18805
352087,35448,181923,4649973,null,2,11884
352088,78941,696130,1535357,null,5,1117
352089,49281,378704,7065972,null,5,4774
352090,63903,456157,1247054,null,4,18662
352091,74142,138349,5006026,null,4,211
352092,46049,528116,3292864,null,1,11430
352093,50587,559138,7109826,null,3,7367
352094,71759,244520,5287307,null,2,17756
352095,41341,621004,1361099,null,5,13474
352096,65923,191764,5997290,null,1,1926
352097,15130,483507,2780712,null,2,13850
352098,17608,317762,1809066,null,5,1499
352099,57882,910953,711876,null,1,17849
352100,66541,168112,2492483,null,5,4328
352101,22390,526260,2288748,null,1,6086
352102,49432,8810,4444697,null,4,18051
352103,3167,943497,3930105,null,1,11398
352104,61591,7073,2846646,null,2,7851
352105,6449,238057,1658330,null,4,16908
352106,7820,487407,6241200,null,2,3593
352107,13156,18842,5325707,null,5,834
352108,26803,157057,1572191,null,2,6308
352109,66976,630338,7421433,null,1,4358
352110,30685,604723,3962268,null,3,6531
352111,37740,180031,668476,null,4,14414
352112,26588,491046,4940064,null,1,10561
352113,45389,318634,4200990,null,5,9556
352114,45531,813038,659462,null,2,14233
352115,79275,618222,4697767,null,2,7911
352116,2573,829089,649762,null,4,15031
352117,17056,442994,942639,null,1,13900
352118,1272,481916,6887071,null,1,18988
352119,1031,67380,7264017,null,1,7154
352120,66448,956569,7724939,null,4,17565
352121,36808,324559,4446731,null,3,4636
352122,77794,932465,5771597,null,5,7970
352123,68103,982413,4615268,null,5,8999
352124,70299,535673,5676065,null,2,13120
352125,59604,58316,3448992,null,2,1957
352126,9418,205459,7110064,null,5,19157
352127,3953,810462,4270575,null,2,419
352128,28584,626862,447273,null,4,2746
352129,34540,412330,3565219,null,3,463
352130,28146,326186,4406477,null,4,14376
352131,31476,669101,1305180,null,3,3760
352132,39774,246875,4951337,null,3,16324
352133,15963,744391,4386010,null,4,15675
352134,23958,457773,7403964,null,4,724
352135,11932,453200,4596268,null,1,1730
352136,41593,911984,6886334,null,5,2418
352137,52996,531184,7149344,null,5,6601
352138,37913,280594,3362453,null,5,2689
352139,25474,322602,2548614,null,4,12793
352140,4279,859083,4877645,null,4,17945
352141,61487,755372,7266067,null,5,15950
352142,67760,711256,5723633,null,2,17371
352143,60177,747095,4600754,null,3,9984
352144,35968,348725,4747889,null,5,8401
352145,69518,434610,3980443,null,1,5676
352146,2338,159139,2445102,null,1,777
352147,62418,441871,2502491,null,1,2791
352148,43400,433995,5750589,null,2,10426
352149,77697,489139,4887003,null,2,16347
352150,69834,715990,4459522,null,2,1826
352151,5225,173975,4952696,null,1,10377
352152,64957,930505,475801,null,4,19351
352153,50563,247389,7100847,null,4,7008
352154,57350,122024,6224955,null,3,19217
352155,28240,232927,2825012,null,5,5614
352156,7214,268271,507925,null,4,6127
352157,24197,457462,7446253,null,1,8866
352158,64592,51035,405422,null,1,15655
352159,18127,512002,3990890,null,2,2131
352160,37703,525575,6877909,null,5,6994
352161,30440,591181,6450800,null,4,1629
352162,36679,562520,1392810,null,5,4047
352163,13824,262692,5946602,null,3,19476
352164,72708,74689,4071343,null,4,14142
352165,6604,699222,593710,null,2,7059
352166,13396,456890,4638263,null,3,8791
352167,57220,950261,5045366,null,2,12133
352168,50328,2189,5661399,null,2,589
352169,54389,184197,3695418,null,2,1412
352170,7368,925906,6464975,null,3,14090
352171,57062,473152,1488835,null,5,9154
352172,28182,937322,3059310,null,4,11668
352173,4538,663952,1340388,null,2,12237
352174,48023,879812,5101399,null,5,19052
352175,76043,278718,4950812,null,4,8772
352176,75556,532629,4871814,null,4,5540
352177,18502,120516,2717901,null,3,11757
352178,7726,74870,1065068,null,3,8143
352179,52059,259290,2461672,null,2,18924
352180,18728,502891,6042045,null,2,3081
352181,49990,558356,1525931,null,1,19195
352182,8422,696785,64303,null,3,11205
352183,65924,366307,649216,null,3,17638
352184,11211,503309,4360792,null,2,13432
352185,23183,405815,377869,null,4,12310
352186,38445,280784,466774,null,1,4879
352187,13716,741995,5831096,null,3,10351
352188,55836,805104,1229248,null,3,825
352189,64854,39864,4931265,null,2,683
352190,2139,157569,5661373,null,5,5473
352191,20347,523182,4441304,null,3,16102
352192,36602,950947,5329648,null,3,13163
352193,9191,157168,4061425,null,4,8524
352194,67454,426909,7018795,null,3,11945
352195,69249,133904,3161259,null,5,3690
352196,16259,558053,1234235,null,2,18226
352197,68499,56741,2015472,null,2,10006
352198,45703,554296,1411791,null,3,16522
352199,6730,74289,4965309,null,4,7418
352200,32174,786632,2476629,null,3,16751
352201,64446,418397,1857571,null,2,7711
352202,34059,605161,5761991,null,5,19749
352203,64522,362196,1256865,null,5,15544
352204,4428,437073,845370,null,4,4193
352205,26946,494525,6780895,null,2,10378
352206,39364,383553,5322203,null,5,17804
352207,2542,521487,2666291,null,3,8676
352208,76560,507367,3667984,null,4,13160
352209,70888,741817,696575,null,4,12549
352210,33963,866940,7607259,null,1,16841
352211,57753,422812,3136660,null,3,13557
352212,27334,315301,3290518,null,3,9756
352213,40335,183435,1657585,null,1,14391
352214,69386,589080,7655467,null,1,13940
352215,3845,433546,854204,null,3,3629
352216,59247,467500,49996,null,4,15252
352217,53700,328826,2501559,null,4,19950
352218,61513,973913,2812464,null,2,9117
352219,45126,991935,4941078,null,4,4986
352220,62670,19698,6735160,null,1,15460
352221,45945,71040,2750600,null,5,19188
352222,22173,915626,773310,null,3,731
352223,70670,920189,3604631,null,1,9982
352224,58113,469516,1532207,null,4,3281
352225,10488,190267,1290321,null,4,8669
352226,36532,509692,1456348,null,1,5900
352227,16479,652854,2363166,null,3,11315
352228,20881,473626,2959988,null,2,15356
