ID,COSTO_SERVICIOS,PERSONA
8780,507702,28906
8781,763621,126989
8782,981970,129830
8783,37673,117813
8784,25229,90173
8785,57953,96029
8786,240311,88522
8787,495485,133221
8788,682407,33577
8789,996037,96006
8790,709984,95857
8791,534472,82689
8792,482998,39792
8793,945283,30126
8794,421151,91582
8795,39844,53759
8796,156975,112292
8797,406383,96118
8798,708513,116566
8799,921733,145065
8800,21039,101914
8801,618620,4070
8802,211913,66282
8803,10720,37321
8804,349571,3606
8805,308005,141639
8806,538240,148625
8807,11372,96410
8808,559348,47172
8809,729408,44955
8810,960573,117107
8811,820760,71869
8812,205824,47854
8813,748758,96988
8814,8829,126409
8815,540354,51753
8816,840374,115635
8817,683779,34566
8818,980348,1594
8819,233015,54305
8820,811757,115959
8821,525152,5804
8822,12068,5037
8823,653459,77031
8824,235824,115604
8825,255563,117684
8826,862610,84171
8827,458777,63456
8828,265183,9727
8829,662247,20116
8830,939031,46968
8831,898280,71190
8832,724093,107697
8833,333779,53330
8834,616234,50219
8835,378666,98846
8836,449152,38394
8837,17959,140293
8838,144456,80180
8839,618161,133546
8840,326887,52782
8841,86370,19672
8842,404071,122370
8843,656672,46143
8844,770247,119842
8845,245124,66397
8846,832697,83660
8847,93817,3811
8848,769583,28840
8849,188611,63332
8850,591454,87562
8851,830301,90029
8852,960249,100942
8853,129725,35713
8854,802079,19313
8855,745640,126724
8856,387476,87319
8857,805096,95585
8858,956500,32575
8859,66895,7249
8860,159333,43280
8861,186380,49447
8862,602250,17598
8863,679145,149875
8864,604559,5891
8865,121658,3626
8866,585650,61309
8867,367716,120548
8868,850682,83611
8869,516587,129309
8870,669926,98960
8871,239700,104224
8872,749218,4307
8873,231290,52844
8874,672113,13535
8875,582799,82223
8876,518533,60284
8877,726790,65732
8878,906718,61567
8879,337670,52581
8880,42563,43144
8881,84545,140624
8882,893512,108056
8883,520001,50246
8884,219060,35226
8885,697781,2959
8886,11584,32601
8887,582529,130112
8888,408850,149682
8889,323001,25562
8890,213922,149679
8891,33549,31274
8892,54628,64515
8893,58159,78354
8894,856113,52083
8895,152330,144189
8896,87328,17226
8897,51343,97019
8898,526509,117819
8899,342505,32587
8900,510140,53751
8901,183792,68910
8902,38336,144434
8903,121160,87550
8904,644222,112302
8905,310821,149030
8906,745160,90773
8907,978458,4019
8908,878032,44716
8909,537615,102398
8910,843308,36841
8911,502094,54566
8912,679988,28539
8913,55059,139963
8914,261212,55859
8915,240359,84365
8916,371325,123116
8917,323545,66701
8918,35572,87971
8919,882043,11969
8920,815582,127066
8921,826687,131781
8922,726123,70636
8923,348484,57752
8924,861151,146901
8925,189255,47562
8926,356219,53068
8927,9951,35309
8928,364498,99320
8929,154785,46117
8930,153810,49506
8931,1268,123219
8932,616318,37671
8933,231810,129980
8934,812418,142794
8935,764446,105972
8936,63975,138025
8937,265778,43647
8938,970762,100733
8939,770313,64217
8940,916951,179
8941,663300,49204
8942,439285,99636
8943,693429,41
8944,235197,74339
8945,731092,78698
8946,409654,24819
8947,166443,79909
8948,653476,82575
8949,723097,71323
8950,883446,66256
8951,479950,24514
8952,684289,73910
8953,924167,60618
8954,992118,32349
8955,979870,95478
8956,952193,145539
8957,735547,44495
8958,483670,27901
8959,464344,17299
8960,391649,98734
8961,177779,65055
8962,393078,58808
8963,113197,6500
8964,524421,41268
8965,902693,36863
8966,722267,95886
8967,245244,133422
8968,177746,80648
8969,686871,19767
8970,350797,135120
8971,150019,114542
8972,110025,89270
8973,4553,142371
8974,181928,82524
8975,336717,11164
8976,267376,33056
8977,738880,268
8978,394552,143986
8979,455104,67861
8980,510776,125271
8981,7422,29244
8982,357756,48392
8983,862019,43574
8984,207104,96756
8985,846468,114754
8986,743108,101594
8987,195097,9252
8988,11882,112074
8989,504250,145833
8990,68608,36689
8991,202047,95576
8992,484132,5158
8993,871122,50637
8994,117718,1034
8995,624028,10030
8996,615223,137801
8997,883047,109977
8998,756331,57023
8999,816017,76268
9000,461020,95068
9001,186510,146561
9002,660183,45063
9003,67544,87257
9004,32731,120357
9005,3181,30273
9006,343094,123580
9007,790229,38663
9008,282437,32189
9009,955873,48071
9010,401449,14302
9011,858972,47596
9012,72432,8973
9013,501793,78514
9014,130386,115989
9015,502915,137863
9016,852830,66858
9017,766585,131254
9018,512443,21674
9019,808995,77384
9020,325367,9112
9021,261841,79769
9022,573573,60290
9023,601749,20431
9024,329113,113879
9025,593936,68221
9026,250387,120264
9027,295002,4013
9028,282957,141547
9029,656648,13128
9030,687270,100921
9031,825738,98649
9032,736400,73278
9033,683836,76433
9034,582583,126321
9035,507096,67120
9036,491098,84497
9037,289366,82020
9038,112345,41622
9039,258989,27025
9040,515360,90188
9041,481055,56112
9042,558688,135710
9043,290779,115002
9044,550621,140617
9045,215606,148560
9046,749418,69358
9047,876394,114709
9048,167158,7971
9049,668631,28215
9050,424802,129221
9051,892965,18184
9052,216202,78553
9053,412528,108673
9054,614346,2219
9055,879531,55576
9056,93071,26389
9057,632084,83412
9058,674563,11570
9059,284591,3179
9060,926877,49050
9061,250543,109085
9062,682106,141937
9063,389488,81727
9064,608571,43629
9065,122070,127746
9066,454918,121560
9067,981973,110288
9068,427389,68868
9069,238899,117986
9070,316952,27424
9071,47744,59201
9072,54110,107214
9073,301118,147306
9074,461709,60304
9075,832661,33414
9076,34434,22551
9077,498062,78994
9078,396957,16879
9079,480465,93269
9080,895549,30472
9081,51272,36368
9082,846834,29478
9083,638586,137293
9084,145266,31218
9085,265045,111394
9086,605825,145740
9087,35550,36476
9088,6362,27792
9089,327261,39957
9090,922567,124346
9091,919285,72587
9092,970910,125874
9093,313271,70155
9094,749024,37995
9095,441465,8319
9096,690743,126686
9097,531467,146446
9098,339241,7583
9099,782536,29718
9100,963607,42410
9101,941512,85975
9102,794611,79426
9103,1881,117336
9104,324942,113135
9105,23139,136337
9106,55451,49374
9107,46446,135600
9108,977251,108185
9109,514179,9344
9110,59540,28208
9111,368256,13684
9112,642046,96593
9113,690206,4558
9114,902434,62628
9115,813255,38507
9116,539505,57350
9117,315616,57104
9118,53867,131286
9119,637242,43951
9120,801291,70306
9121,880469,88604
9122,588314,131857
9123,635639,134824
9124,286090,137424
9125,110754,71940
9126,181177,70676
9127,650931,93568
9128,369528,77348
9129,190867,32302
9130,751382,39442
9131,86641,47914
9132,154545,115344
9133,879869,47662
9134,468947,3543
9135,866361,80239
9136,257782,54555
9137,39854,147503
9138,931664,12499
9139,787668,62625
9140,706622,17607
9141,630092,132317
9142,933862,25116
9143,344498,126633
9144,455333,60791
9145,588957,62488
9146,10747,57441
9147,998031,69707
9148,272377,86323
9149,102820,72456
9150,608496,134487
9151,895248,64264
9152,515274,46022
9153,998613,26148
9154,761425,66729
9155,653215,131397
9156,97622,97363
9157,413234,107767
9158,486935,52937
9159,598499,45961
9160,400929,46043
9161,763092,30415
9162,562413,38381
9163,680449,35308
9164,588475,40642
9165,282243,53558
9166,687609,22886
9167,833647,1810
9168,144300,111053
9169,523592,57774
9170,163216,23986
9171,390563,147945
9172,617068,810
9173,637992,67493
9174,657900,7038
9175,427250,146619
9176,543770,1643
9177,812192,89056
9178,35515,49748
9179,43086,16996
9180,460609,115748
9181,478824,28262
9182,564470,76343
9183,530414,149777
9184,828678,28923
9185,269329,40210
9186,623574,91227
9187,492987,33322
9188,92492,17326
9189,832123,59966
9190,677790,139712
9191,323000,65867
9192,361980,73166
9193,802934,128503
9194,814407,31242
9195,643121,122556
9196,716729,87966
9197,598051,86358
9198,581401,99533
9199,514381,126476
9200,755283,127448
9201,505206,85025
9202,627435,135758
9203,782077,14550
9204,445108,118538
9205,785852,61524
9206,937442,19985
9207,35619,76097
9208,15486,46865
9209,125094,28507
9210,133787,106211
9211,429676,86298
9212,850046,57591
9213,922807,3029
9214,566576,65398
9215,489750,90241
9216,738960,4664
9217,97156,111214
9218,710651,59870
9219,403520,30970
9220,983050,111709
9221,196020,32311
9222,805753,3350
9223,124282,103253
9224,532220,96517
9225,676678,127542
9226,631446,141834
9227,314759,18673
9228,874487,32297
9229,176109,33358
9230,724648,115892
9231,679600,124896
9232,391975,72302
9233,829662,54608
9234,331921,134191
9235,922015,70156
9236,547452,44467
9237,974172,71975
9238,190323,88320
9239,147271,148073
9240,445510,112320
9241,586157,38083
9242,863099,125421
9243,692115,92074
9244,337035,29823
9245,585224,120644
9246,87897,109983
9247,780208,110436
9248,996911,127765
9249,122228,122132
9250,971019,26438
9251,192635,128897
9252,124927,22587
9253,434337,99072
9254,864664,37313
9255,389401,12920
9256,583574,67129
9257,889550,79656
9258,691179,38757
9259,640787,102728
9260,473044,123739
9261,203329,63869
9262,981990,85357
9263,827005,54541
9264,124397,70171
9265,118493,98422
9266,78542,45886
9267,611907,131196
9268,30720,27534
9269,173135,125923
9270,319046,17943
9271,10148,112348
9272,25013,106596
9273,59688,127521
9274,627504,76161
9275,547363,29665
9276,536014,6269
9277,113211,14921
9278,371068,80794
9279,993043,39180
9280,771345,75692
9281,320247,107180
9282,864052,45971
9283,508837,19249
9284,375630,10750
9285,647005,77819
9286,121460,132701
9287,976342,110016
9288,937894,27060
9289,515867,82058
9290,25720,126079
9291,781988,143665
9292,420179,60853
9293,772918,6512
9294,186183,128325
9295,877469,25034
9296,451561,22839
9297,5953,36594
9298,742268,67081
9299,397585,39749
9300,668323,47661
9301,526669,72715
9302,64322,71629
9303,591627,104335
9304,674976,86415
9305,340872,131998
9306,87434,55656
9307,493888,16186
9308,421200,18730
9309,305550,4302
9310,771870,11188
9311,898919,62858
9312,391725,134624
9313,460018,88347
9314,56436,123830
9315,367332,132880
9316,764096,70567
9317,167913,5335
9318,451986,47005
9319,951920,11006
9320,850592,64780
9321,869627,139238
9322,749188,143058
9323,422811,46342
9324,458033,28885
9325,193276,132831
9326,18173,128810
9327,148481,10238
9328,132084,112112
9329,456218,9410
9330,950741,142333
9331,643489,60934
9332,38560,1448
9333,336926,81385
9334,676600,136861
9335,549541,83039
9336,258722,95026
9337,544839,138288
9338,103535,124009
9339,389388,80956
9340,221179,36236
9341,217329,126918
9342,492420,85544
9343,32026,44771
9344,152290,71109
9345,442976,77447
9346,836090,146650
9347,562251,55311
9348,306559,65783
9349,622109,139313
9350,846107,4530
9351,934851,101921
9352,992598,66891
9353,710908,76262
9354,601819,80669
9355,341241,18047
9356,120442,23255
9357,935145,75124
9358,695288,98919
9359,539093,109811
9360,482230,24608
9361,512536,74750
9362,807306,42916
9363,892828,4317
9364,712313,50822
9365,759431,50148
9366,349836,45020
9367,806110,9485
9368,624962,96440
9369,628279,24894
9370,875185,132726
9371,525474,83631
9372,215471,102390
9373,477165,146951
9374,207811,27571
9375,445562,147438
9376,332950,62710
9377,873243,98053
9378,435287,24955
9379,653898,45902
9380,214947,28932
9381,470235,94653
9382,388557,6499
9383,382522,19636
9384,172452,46788
9385,988102,146986
9386,979838,2974
9387,961846,42506
9388,564943,118881
9389,902728,81258
9390,93213,128849
9391,194669,72622
9392,962426,148861
9393,411654,86619
9394,764894,73216
9395,469824,59963
9396,824275,92283
9397,741562,55962
9398,696364,16993
9399,139280,22824
9400,553660,129131
9401,503293,28928
9402,96502,109233
9403,299224,44775
9404,188382,135273
9405,629283,24297
9406,761661,144062
9407,670188,120693
9408,195010,70654
9409,512140,130077
9410,631304,32727
9411,781484,12482
9412,776466,32151
9413,533979,68960
9414,330779,21417
9415,958402,26290
9416,779190,1104
9417,347117,64299
9418,25744,126005
9419,453817,114974
9420,526591,53922
9421,401462,68543
9422,797486,5448
9423,997591,139397
9424,259910,87982
9425,782638,17461
9426,473926,44672
9427,876871,87878
9428,762954,2152
9429,9194,89122
9430,8871,15474
9431,436689,26036
9432,665935,93184
9433,66334,79582
9434,702205,31740
9435,44282,85493
9436,983400,73253
9437,632215,49960
9438,598923,98706
9439,227045,91015
9440,793561,73693
9441,416511,12891
9442,533593,95783
9443,590088,113579
9444,459988,116963
9445,319840,84373
9446,229101,105600
9447,407103,15633
9448,877127,27826
9449,823136,42486
9450,308122,76277
9451,954740,27184
9452,948232,82463
9453,979999,34943
9454,534047,88524
9455,734080,17626
9456,140837,44755
9457,291062,39733
9458,338682,87270
9459,824375,413
9460,464442,25799
9461,105434,134351
9462,647733,103944
9463,593767,49182
9464,954994,21530
9465,979860,116289
9466,418311,130712
9467,122464,100689
9468,387188,75897
9469,63687,124098
9470,686822,74719
9471,146224,63661
9472,879439,93519
9473,783157,76405
9474,715142,86427
9475,4734,6050
9476,258975,2012
9477,559519,112789
9478,460607,3317
9479,265595,52566
9480,891670,4238
9481,201558,71258
9482,250561,123344
9483,61546,83292
9484,753073,99472
9485,252213,126600
9486,245698,95050
9487,175573,8397
9488,991170,37841
9489,698009,69132
9490,272801,73452
9491,813004,119456
9492,875139,119312
9493,3506,149032
9494,346517,95239
9495,862682,120099
9496,808782,93848
9497,248155,15718
9498,260240,34538
9499,130056,46435
9500,205237,117622
9501,17495,122419
9502,66580,34901
9503,636382,25453
9504,162388,55811
9505,64422,64081
9506,883875,111066
9507,920681,143373
9508,647640,144395
9509,316515,46735
9510,852388,32967
9511,878696,98224
9512,475488,40941
9513,340140,79556
9514,636282,76905
9515,386109,29325
9516,561353,63960
9517,313420,100185
9518,3282,5775
9519,923224,62717
9520,776217,92166
9521,716648,59514
9522,143615,74075
9523,531750,66203
9524,305879,103925
9525,879350,15220
9526,382952,21007
9527,702478,143641
9528,41558,114543
9529,184490,61565
9530,354420,57995
9531,564966,127094
9532,743896,27195
9533,139660,86103
9534,42501,112573
9535,624184,121584
9536,113755,141597
9537,175389,6919
9538,938100,54961
9539,152082,122920
9540,947387,72321
9541,365151,102475
9542,681475,144836
9543,742307,123184
9544,179003,127166
9545,551664,109559
9546,621305,25007
9547,229688,94712
9548,46029,139608
9549,640565,121885
9550,5125,75950
9551,1214,117931
9552,288072,82128
9553,188348,108011
9554,417418,37005
9555,629287,121339
9556,2300,62235
9557,150430,99909
9558,477129,112245
9559,485827,48516
9560,802648,140428
9561,304819,30318
9562,659366,97327
9563,526905,25048
9564,674523,4540
9565,63128,46318
9566,808658,25732
9567,135247,110905
9568,612453,52505
9569,793418,57721
9570,76621,145080
9571,291375,51291
9572,16957,86336
9573,420446,105543
9574,483356,121705
9575,274666,121160
9576,584007,33162
9577,665098,84829
9578,97242,106985
9579,124124,83145
9580,50651,33069
9581,959929,30846
9582,548201,103315
9583,473737,125939
9584,837426,115164
9585,626027,1726
9586,806290,116811
9587,330111,129823
9588,931460,66773
9589,407659,2324
9590,110176,4130
9591,129988,71497
9592,344944,134278
9593,24373,126412
9594,359863,71270
9595,919741,56385
9596,950094,88183
9597,720395,143883
9598,739594,86437
9599,270583,72366
9600,579206,90980
9601,395076,60374
9602,277032,147798
9603,659801,148862
9604,204437,16326
9605,376874,144522
9606,439023,148454
9607,566350,102319
9608,16081,105704
9609,122520,90339
9610,48909,69000
9611,735848,105312
9612,126163,78270
9613,811008,20076
9614,880982,5322
9615,533793,4652
9616,525700,146638
9617,833966,56441
9618,378900,115898
9619,155416,113178
9620,856853,122977
9621,559138,20195
9622,454,105579
9623,995822,18095
9624,633568,135594
9625,398246,138153
9626,268233,94774
9627,956268,25814
9628,619315,140772
9629,467338,36114
9630,915877,105140
9631,797104,88263
9632,104259,111537
9633,667808,119620
9634,12366,40240
9635,167824,68288
9636,632722,64224
9637,368482,108938
9638,98261,105756
9639,603004,49734
9640,433895,78255
9641,90555,129860
9642,198541,75399
9643,511634,25530
9644,808021,60604
9645,780101,145840
9646,292765,104971
9647,612266,72753
9648,698758,41266
9649,283259,132627
9650,221328,8059
9651,922644,95563
9652,254756,120581
9653,304243,15412
9654,290129,109762
9655,572476,85734
9656,663033,92133
9657,40813,50879
9658,680394,77346
9659,185276,54060
9660,888557,109512
9661,146613,122994
9662,290898,40041
9663,798512,37936
9664,498959,112604
9665,261306,25929
9666,102365,98175
9667,539595,1780
9668,526520,95268
9669,539290,98085
9670,111216,129440
9671,539138,134020
9672,186071,53113
9673,537412,148262
9674,256227,149081
9675,370286,68943
9676,97548,130270
9677,549877,44131
9678,25352,119766
9679,460896,422
9680,400582,6689
9681,124716,68614
9682,419509,71302
9683,473244,101398
9684,770970,75629
9685,75307,62464
9686,4665,110021
9687,296736,125953
9688,646647,13504
9689,658042,100542
9690,188577,13338
9691,943974,35267
9692,396478,61687
9693,344716,23893
9694,907219,51938
9695,454454,40774
9696,62462,58488
9697,507210,684
9698,182501,109195
9699,816136,45569
9700,124226,67608
9701,845638,128021
9702,558877,40223
9703,774714,61470
9704,835631,110722
9705,540839,128634
9706,725935,62273
9707,969349,78385
9708,343209,82204
9709,532035,26001
9710,705550,3229
9711,45226,114950
9712,455517,117303
9713,695024,19155
9714,110987,15709
9715,262981,82505
9716,686119,41901
9717,216427,141608
9718,189782,33673
9719,672070,23835
9720,251571,82637
9721,668396,128227
9722,965049,68966
9723,582622,46068
9724,438161,64956
9725,354720,144455
9726,280398,104290
9727,991070,86586
9728,168171,16562
9729,717820,46352
9730,427493,36210
9731,111367,148749
9732,572748,14711
9733,167373,90419
9734,935963,103840
9735,587367,66868
9736,89777,144842
9737,854555,21418
9738,452609,26710
9739,72467,11752
9740,374206,148330
9741,266716,21377
9742,170780,25822
9743,409999,7890
9744,828826,105723
9745,368399,65479
9746,118840,30555
9747,319680,79192
9748,332937,9846
9749,734613,147798
9750,642197,49720
9751,775314,35466
9752,304631,96379
9753,928195,10755
9754,733611,128141
9755,535013,44338
9756,724813,25528
9757,646804,135555
9758,407159,50895
9759,842789,69549
9760,691552,74617
9761,808997,88078
9762,978595,108522
9763,160709,53810
9764,600346,44497
9765,597384,18971
9766,960028,20594
9767,983001,90443
9768,439177,62617
9769,862276,50390
9770,825696,117392
9771,476898,16779
9772,683839,39381
9773,694755,52139
9774,582693,124071
9775,525690,26973
9776,920282,72174
9777,457550,42523
9778,72549,86068
9779,356752,15290
9780,176067,112790
9781,509558,100061
9782,906104,97568
9783,967443,56945
9784,544864,122182
9785,645329,97793
9786,203881,56665
9787,829120,43245
9788,733972,117366
9789,590832,94777
9790,855451,108391
9791,347966,131571
9792,201689,88123
9793,104807,62470
9794,790333,136285
9795,994253,26352
9796,933722,103253
9797,17313,75579
9798,666563,71219
9799,83811,143080
9800,852188,23703
9801,530762,68047
9802,725681,146046
9803,887538,73508
9804,215565,85528
9805,912614,14505
9806,600594,36082
9807,552671,112449
9808,233073,396
9809,437644,5719
9810,710566,5747
9811,84111,9990
9812,854877,116698
9813,948859,139209
9814,48174,47646
9815,739594,21460
9816,710072,125952
9817,407104,117513
9818,715331,27045
9819,213049,103934
9820,740372,89976
9821,700483,14112
9822,535622,124412
9823,451630,98672
9824,33744,103797
9825,651690,75331
9826,354383,109431
9827,518402,10753
9828,399641,78800
9829,727216,9028
9830,51835,90539
9831,551942,49986
9832,613649,115639
9833,995293,128321
9834,794865,43736
9835,943742,48184
9836,138469,138803
9837,752731,121915
9838,270251,83281
9839,901357,23127
9840,161901,134618
9841,957970,90092
9842,452168,38986
9843,141158,105918
9844,968430,8027
9845,406979,123645
9846,26930,67134
9847,63996,86195
9848,958633,72300
9849,490185,119503
9850,600261,84517
9851,156264,54068
9852,122437,105999
9853,310222,85002
9854,333470,11472
9855,993931,148191
9856,65081,25429
9857,78817,69095
9858,701707,1155
9859,298220,25168
9860,61754,117811
9861,474734,28592
9862,110353,78417
9863,333116,20191
9864,574770,53205
9865,39145,28989
9866,29637,43109
9867,325367,75339
9868,201350,147071
9869,738842,20043
9870,681228,54877
9871,216553,13185
9872,807234,109725
9873,740946,114601
9874,659213,119320
9875,839882,70409
9876,550109,51010
9877,336733,123715
9878,717122,25008
9879,525319,97368
9880,226377,81537
9881,646641,94930
9882,650259,135663
9883,775318,15008
9884,761122,111379
9885,161019,77200
9886,647247,56962
9887,36726,141100
9888,486669,119411
9889,546842,72008
9890,970439,95041
9891,460125,57979
9892,506281,63733
9893,777514,67997
9894,533319,125501
9895,440470,130847
9896,845902,125830
9897,228231,138973
9898,320221,128466
9899,601576,5589
9900,93426,66834
9901,741249,30737
9902,495916,62175
9903,391842,71678
9904,985362,137708
9905,412631,86548
9906,451600,11577
9907,378720,92963
9908,857834,97824
9909,664299,61246
9910,87084,67240
9911,396606,37602
9912,86100,58173
9913,286849,21503
9914,252967,69433
9915,67145,104437
9916,599460,64230
9917,130323,66066
9918,349317,118802
9919,403829,128069
9920,522201,38967
9921,567731,40382
9922,14789,92394
9923,492703,97601
9924,231065,94171
9925,159648,38064
9926,673804,75915
9927,217014,52584
9928,756493,109954
9929,917358,53539
9930,1062,130974
9931,449201,102448
9932,597455,146509
9933,758482,90907
9934,887889,12150
9935,555652,146236
9936,263014,6984
9937,309782,141013
9938,992986,107711
9939,135718,135624
9940,274727,134825
9941,889401,134163
9942,523593,136379
9943,643473,73715
9944,441599,107518
9945,902004,105151
9946,980400,34511
9947,623593,113237
9948,210695,71712
9949,624761,9319
9950,861962,115229
9951,175518,28008
9952,2510,144888
9953,76570,83840
9954,804929,135774
9955,344285,134763
9956,295208,73897
9957,637142,146102
9958,506700,126673
9959,599243,927
9960,454333,147390
9961,174582,81525
9962,316142,106021
9963,338522,118792
9964,648438,121717
9965,711519,59068
9966,475428,99893
9967,353878,103419
9968,697744,149573
9969,953841,41071
9970,580752,110886
9971,388842,144836
9972,840148,36954
9973,450126,92913
9974,439572,61529
9975,341034,19311
9976,58433,69303
9977,45247,99710
9978,979032,31113
9979,524608,78325
9980,623085,35603
9981,88079,41881
9982,940168,28789
9983,244451,146644
9984,491421,78330
9985,667742,136837
9986,171400,82617
9987,219874,4210
9988,906005,98123
9989,527112,92926
9990,659912,44079
9991,11349,88734
9992,850403,78430
9993,148915,63521
9994,858597,75834
9995,198107,35969
9996,584832,22220
9997,264498,9859
9998,279053,68734
9999,38547,138707
10000,54821,63138
10001,298370,99898
10002,530469,70697
10003,234096,41992
10004,382298,95941
10005,304061,100411
10006,745735,18937
10007,416515,58341
10008,431447,68064
10009,787026,53675
10010,79935,73588
10011,260899,86138
10012,177179,95530
10013,852158,22093
10014,290739,129021
10015,458195,26487
10016,622795,98319
10017,288884,134013
10018,754317,147218
10019,657038,106132
10020,855058,13717
10021,619227,9221
10022,86650,41594
10023,567650,103072
10024,341409,14101
10025,663783,20540
10026,237329,64562
10027,125233,98810
10028,134052,125584
10029,322687,19509
10030,563227,69741
10031,296070,66591
10032,558608,88888
10033,773597,50004
10034,320454,51482
10035,627701,29571
10036,806465,78396
10037,461028,63774
10038,194312,94310
10039,489097,34846
10040,388384,93543
10041,617669,138224
10042,654094,109551
10043,622984,113519
10044,871200,120080
10045,67212,128486
10046,675960,49356
10047,400782,146136
10048,676879,140154
10049,151649,138144
10050,389293,14039
10051,233493,10216
10052,433809,40990
10053,841404,148398
10054,252624,65477
10055,467674,114456
10056,379327,131116
10057,459615,36236
10058,472750,120833
10059,945749,64286
10060,959121,41010
10061,978886,14263
10062,896099,60338
10063,709892,33975
10064,893776,79923
10065,346161,22886
10066,752714,86057
10067,643372,103753
10068,342634,67281
10069,528787,12561
10070,158857,124220
10071,829923,132761
10072,157952,65176
10073,153887,84169
10074,36261,31603
10075,975117,53335
10076,12497,35460
10077,462365,30660
10078,228806,6597
10079,308199,10270
10080,281082,38378
10081,478712,33922
10082,592862,88010
10083,915747,57516
10084,54090,91208
10085,380284,44719
10086,35479,146623
10087,819520,147522
10088,543851,17839
10089,586991,47728
10090,97440,26422
10091,536149,8449
10092,534674,42363
10093,37935,42560
10094,514588,146828
10095,822604,112551
10096,690725,17373
10097,882828,36567
10098,47074,27000
10099,814887,43602
10100,992866,35625
10101,447976,31627
10102,361262,103831
10103,183620,88213
10104,241615,144917
10105,833834,108352
10106,384116,135017
10107,529402,23294
10108,213613,452
10109,185944,112626
10110,811517,86387
10111,628080,40746
10112,309325,48524
10113,915651,46494
10114,18362,4496
10115,402783,39962
10116,549114,76252
10117,374649,86082
10118,293880,93314
10119,610846,20170
10120,931253,66441
10121,112892,51129
10122,152251,105990
10123,599069,117332
10124,132633,33914
10125,742858,136330
10126,839852,50183
10127,889480,89820
10128,38108,135142
10129,975205,109163
10130,254206,88881
10131,22574,148000
10132,380164,133078
10133,663718,68093
10134,725371,74408
10135,199205,40044
10136,368842,63890
10137,419605,49532
10138,535307,94255
10139,264257,35039
10140,778679,70809
10141,864029,82518
10142,832672,41910
10143,602973,22369
10144,623022,35465
10145,20209,86213
10146,184978,48172
10147,210614,62642
10148,439944,87242
10149,822086,27824
10150,708631,124682
10151,201502,71497
10152,524703,21316
10153,198891,48901
10154,170706,61428
10155,442183,149307
10156,572230,72574
10157,524551,118240
10158,843962,114587
10159,971585,62756
10160,835897,77483
10161,20859,137550
10162,968773,87614
10163,517151,69899
10164,665057,38721
10165,222833,74819
10166,185018,15993
10167,895553,111069
10168,748327,30117
10169,336050,471
10170,245441,106076
10171,581213,57888
10172,468764,149209
10173,704603,78938
10174,823160,50036
10175,390903,106197
10176,995360,83985
10177,837641,10887
10178,244562,120784
10179,81573,86397
10180,66496,1359
10181,861586,104008
10182,598891,116208
10183,887872,67004
10184,887177,79529
10185,507431,29361
10186,729065,27170
10187,191849,108345
10188,941945,133490
10189,322447,143068
10190,668162,86550
10191,556017,86279
10192,361700,103266
10193,554504,47282
10194,123426,73526
10195,347346,149280
10196,566168,32461
10197,887667,93277
10198,381485,87449
10199,640510,147011
10200,683979,137018
10201,423736,40358
10202,779874,115854
10203,191614,11023
10204,488479,80832
10205,948116,101784
10206,565380,147849
10207,293464,9729
10208,338200,21893
10209,361757,22778
10210,310326,68106
10211,882837,147752
10212,202081,46225
10213,525283,107507
10214,262435,131529
10215,236142,63716
10216,305216,55850
10217,245633,39297
10218,998091,132357
10219,352137,2977
10220,966508,46330
10221,973000,39417
10222,924445,123574
10223,739489,124314
10224,692534,67397
10225,123744,59071
10226,196579,107845
10227,827192,118949
10228,951219,105139
10229,619314,79758
10230,933127,6226
10231,271251,95010
10232,762411,22859
10233,222674,48058
10234,55133,12967
10235,79086,60602
10236,246513,110036
10237,681435,33017
10238,771618,26189
10239,148928,73244
10240,218973,5402
10241,405945,95438
10242,64404,21338
10243,803739,147139
10244,360796,121966
10245,661172,124596
10246,293027,32041
10247,553619,77990
10248,648573,22321
10249,500155,98384
10250,792807,4902
10251,953310,107415
10252,747045,24345
10253,249832,127715
10254,167355,106483
10255,562898,11754
10256,71783,54971
10257,797183,65402
10258,32172,52314
10259,742167,8395
10260,27951,79401
10261,426158,143288
10262,707783,122003
10263,910336,92993
10264,447357,76760
10265,603946,139104
10266,200420,73559
10267,822780,13776
10268,548213,63685
10269,15525,124935
10270,219039,140778
10271,327211,98098
10272,140612,93146
10273,970684,8081
10274,816003,33217
10275,784368,22415
10276,882735,67000
10277,112777,8487
10278,406225,85798
10279,147472,36291
10280,174625,117037
10281,386620,118787
10282,663564,135390
10283,47756,103816
10284,535791,126220
10285,779195,77597
10286,955429,4751
10287,95736,11999
10288,221462,52382
10289,825213,46646
10290,205495,51499
10291,673686,110730
10292,715393,81020
10293,930811,52695
10294,99832,39423
10295,476972,75939
10296,433249,142408
10297,697512,137629
10298,858926,32550
10299,283708,40797
10300,192983,15978
10301,176305,26197
10302,657605,15750
10303,940583,145291
10304,674888,10926
10305,696170,2804
10306,817069,137652
10307,875312,56531
10308,754346,16466
10309,280786,110071
10310,332900,82518
10311,952092,50738
10312,601966,3365
10313,457505,34556
10314,78021,98779
10315,221764,100002
10316,56990,110215
10317,898694,5175
10318,594518,126650
10319,271807,110420
10320,564533,18628
10321,375120,139454
10322,941691,125875
10323,312768,43639
10324,609282,114982
10325,728145,94210
10326,950105,147189
10327,260994,67478
10328,95684,75411
10329,507300,22737
10330,214911,1713
10331,367481,84498
10332,5630,74246
10333,116005,122539
