ID,PRECIO,HOSTAL,ESTADO
273512,188748,9485,deshabilitado
273513,440614,4054,habilitado
273514,405047,11201,deshabilitado
273515,402356,10380,habilitado
273516,89727,11125,habilitado
273517,285454,12996,deshabilitado
273518,120287,14605,habilitado
273519,56731,2558,habilitado
273520,490550,5085,deshabilitado
273521,494760,1721,habilitado
273522,148897,4164,deshabilitado
273523,243804,4084,habilitado
273524,222234,15978,habilitado
273525,211185,17433,habilitado
273526,158958,17334,habilitado
273527,261113,4641,habilitado
273528,400238,5894,habilitado
273529,115060,2558,habilitado
273530,144225,4081,habilitado
273531,13575,15942,habilitado
273532,207535,7083,habilitado
273533,297520,113,deshabilitado
273534,495982,14075,habilitado
273535,112865,2412,habilitado
273536,40024,10534,habilitado
273537,43254,4973,deshabilitado
273538,76094,1149,habilitado
273539,16494,15798,deshabilitado
273540,275194,13761,deshabilitado
273541,160931,10089,habilitado
273542,494683,3373,deshabilitado
273543,45021,6603,habilitado
273544,172399,1843,habilitado
273545,56881,16178,habilitado
273546,406262,4249,habilitado
273547,197507,3365,habilitado
273548,67660,7534,deshabilitado
273549,479881,651,habilitado
273550,138242,16581,habilitado
273551,384552,5076,deshabilitado
273552,476206,9418,habilitado
273553,487503,12235,deshabilitado
273554,82401,18887,deshabilitado
273555,301743,421,deshabilitado
273556,342179,8944,habilitado
273557,149059,13850,deshabilitado
273558,413537,16011,deshabilitado
273559,207869,1286,deshabilitado
273560,107890,15180,deshabilitado
273561,332952,15116,habilitado
273562,306557,8971,habilitado
273563,138677,6888,habilitado
273564,471843,16664,deshabilitado
273565,141078,9722,habilitado
273566,351990,6107,deshabilitado
273567,160947,9835,habilitado
273568,169311,3323,deshabilitado
273569,192180,12720,deshabilitado
273570,420996,10990,deshabilitado
273571,96936,9935,habilitado
273572,285546,13485,deshabilitado
273573,252346,11317,deshabilitado
273574,319006,7786,deshabilitado
273575,239332,8373,habilitado
273576,45066,13351,deshabilitado
273577,341918,14524,deshabilitado
273578,475363,17802,deshabilitado
273579,437547,8331,deshabilitado
273580,100483,17354,habilitado
273581,472283,4908,deshabilitado
273582,23720,3787,habilitado
273583,441175,3443,habilitado
273584,465739,7418,habilitado
273585,124023,14578,habilitado
273586,390108,6214,habilitado
273587,65217,1007,deshabilitado
273588,466541,6278,habilitado
273589,193941,10020,deshabilitado
273590,86655,11938,deshabilitado
273591,90985,11558,deshabilitado
273592,174027,2895,deshabilitado
273593,19154,3227,habilitado
273594,225893,8495,habilitado
273595,363639,19777,deshabilitado
273596,5978,3710,deshabilitado
273597,252953,18507,habilitado
273598,417220,13840,habilitado
273599,394322,18604,habilitado
273600,119975,10313,habilitado
273601,245848,7939,deshabilitado
273602,1411,10549,habilitado
273603,360564,17003,habilitado
273604,343335,19915,deshabilitado
273605,403358,19163,deshabilitado
273606,298678,10875,deshabilitado
273607,483804,12962,deshabilitado
273608,27271,4286,deshabilitado
273609,409803,16248,habilitado
273610,309380,11134,habilitado
273611,459890,14558,habilitado
273612,18219,1577,deshabilitado
273613,81930,11987,habilitado
273614,32744,9000,habilitado
273615,34643,16035,habilitado
273616,143583,8473,habilitado
273617,203158,5210,deshabilitado
273618,277532,4409,deshabilitado
273619,182369,3876,deshabilitado
273620,203247,12800,deshabilitado
273621,126682,19704,habilitado
273622,204329,12521,habilitado
273623,373476,13509,deshabilitado
273624,380991,15353,deshabilitado
273625,214442,7450,deshabilitado
273626,474447,16627,deshabilitado
273627,414971,616,habilitado
273628,489064,18393,deshabilitado
273629,113654,2584,deshabilitado
273630,246911,7442,habilitado
273631,286548,10389,habilitado
273632,272367,7966,habilitado
273633,13651,7290,deshabilitado
273634,206454,10928,deshabilitado
273635,321858,2135,habilitado
273636,277116,11367,deshabilitado
273637,289475,6637,habilitado
273638,295186,6759,habilitado
273639,389246,15146,deshabilitado
273640,221197,15227,habilitado
273641,181478,4406,habilitado
273642,5149,14023,habilitado
273643,111085,13919,habilitado
273644,29819,18644,habilitado
273645,9830,8048,deshabilitado
273646,56619,15913,habilitado
273647,417683,5696,deshabilitado
273648,461535,17571,habilitado
273649,155704,8409,habilitado
273650,438719,16803,habilitado
273651,239374,6634,deshabilitado
273652,230798,4360,habilitado
273653,117721,1100,habilitado
273654,17726,12485,deshabilitado
273655,135313,1766,habilitado
273656,239948,6174,habilitado
273657,418439,670,habilitado
273658,27574,19849,habilitado
273659,367913,4530,deshabilitado
273660,383348,6711,habilitado
273661,493007,6676,habilitado
273662,54645,14558,deshabilitado
273663,158756,4838,habilitado
273664,15880,13110,deshabilitado
273665,57152,14392,habilitado
273666,344794,16525,habilitado
273667,246699,16511,habilitado
273668,336522,2776,habilitado
273669,371094,13157,deshabilitado
273670,357683,13349,habilitado
273671,243299,4368,deshabilitado
273672,486045,5778,deshabilitado
273673,66940,16018,deshabilitado
273674,486788,10815,habilitado
273675,220370,8624,deshabilitado
273676,76449,12476,habilitado
273677,276916,1935,deshabilitado
273678,409367,9534,habilitado
273679,163758,277,deshabilitado
273680,176395,4303,habilitado
273681,495855,1822,habilitado
273682,195293,15146,deshabilitado
273683,129115,4917,deshabilitado
273684,400085,11009,deshabilitado
273685,291434,992,deshabilitado
273686,349647,9323,habilitado
273687,195372,8970,deshabilitado
273688,399374,1390,habilitado
273689,72541,3865,deshabilitado
273690,16549,17136,habilitado
273691,288975,8584,deshabilitado
273692,191014,110,deshabilitado
273693,81603,8664,deshabilitado
273694,495258,6363,deshabilitado
273695,236321,7931,habilitado
273696,30722,16945,habilitado
273697,223610,612,deshabilitado
273698,147741,17919,deshabilitado
273699,98407,15102,habilitado
273700,361619,11610,deshabilitado
273701,140953,8061,habilitado
273702,168019,8693,deshabilitado
273703,489668,15191,deshabilitado
273704,45387,18822,habilitado
273705,347694,13285,habilitado
273706,239738,11901,deshabilitado
273707,383794,10693,deshabilitado
273708,42802,9871,deshabilitado
273709,217566,6247,habilitado
273710,185710,5401,habilitado
273711,13086,15227,habilitado
273712,386652,8165,habilitado
273713,131331,9415,deshabilitado
273714,479253,1770,habilitado
273715,475691,7364,deshabilitado
273716,342556,18531,deshabilitado
273717,271500,16621,deshabilitado
273718,6876,10356,deshabilitado
273719,394313,11294,deshabilitado
273720,488874,6540,deshabilitado
273721,283362,6361,deshabilitado
273722,4777,15742,deshabilitado
273723,187883,12517,habilitado
273724,56264,5888,habilitado
273725,169790,5752,deshabilitado
273726,17799,13980,habilitado
273727,218860,15119,deshabilitado
273728,44005,8424,deshabilitado
273729,229956,7879,deshabilitado
273730,430702,16044,habilitado
273731,82561,10587,deshabilitado
273732,194472,11667,deshabilitado
273733,271855,10334,deshabilitado
273734,71417,12748,habilitado
273735,70164,7602,deshabilitado
273736,467255,2302,habilitado
273737,249471,13449,habilitado
273738,96148,17920,habilitado
273739,420417,12037,habilitado
273740,6158,3820,deshabilitado
273741,66817,8688,habilitado
273742,30625,6205,deshabilitado
273743,12332,5575,deshabilitado
273744,59011,9992,habilitado
273745,359956,12993,habilitado
273746,480423,3731,habilitado
273747,400920,7771,habilitado
273748,491260,5090,habilitado
273749,69807,11227,deshabilitado
273750,141345,10059,habilitado
273751,169686,11448,deshabilitado
273752,385560,6203,habilitado
273753,73058,5566,deshabilitado
273754,281396,18317,deshabilitado
273755,43470,19881,deshabilitado
273756,114363,6847,habilitado
273757,60363,5616,deshabilitado
273758,248718,5728,habilitado
273759,337974,8599,habilitado
273760,185767,12442,habilitado
273761,186562,15407,habilitado
273762,38992,10407,deshabilitado
273763,2710,8651,habilitado
273764,281993,16803,habilitado
273765,402151,6090,deshabilitado
273766,286112,8947,deshabilitado
273767,378288,6118,habilitado
273768,182221,12112,habilitado
273769,291893,9064,deshabilitado
273770,330322,3938,habilitado
273771,410203,14329,deshabilitado
273772,333204,9854,deshabilitado
273773,225544,9754,deshabilitado
273774,210358,2594,deshabilitado
273775,55065,4150,deshabilitado
273776,337028,18051,deshabilitado
273777,373447,13235,deshabilitado
273778,304700,9011,habilitado
273779,92842,10413,habilitado
273780,127093,16480,habilitado
273781,182682,8484,habilitado
273782,343105,11247,deshabilitado
273783,110343,18965,habilitado
273784,280083,5646,deshabilitado
273785,358266,16560,habilitado
273786,16463,1471,habilitado
273787,199341,5540,habilitado
273788,336806,4754,deshabilitado
273789,164475,6094,habilitado
273790,338177,9704,habilitado
273791,41161,19234,deshabilitado
273792,72750,8427,deshabilitado
273793,58959,15353,deshabilitado
273794,205153,18241,habilitado
273795,493082,16726,habilitado
273796,262105,5570,habilitado
273797,401077,7591,deshabilitado
273798,258784,3509,habilitado
273799,467262,2367,deshabilitado
273800,254215,7741,habilitado
273801,328704,1695,deshabilitado
273802,404486,17759,deshabilitado
273803,69957,8752,deshabilitado
273804,41549,12104,deshabilitado
273805,129797,15440,deshabilitado
273806,418390,811,habilitado
273807,428955,15827,habilitado
273808,85864,17913,habilitado
273809,414815,9315,habilitado
273810,130194,10451,habilitado
273811,499326,12688,deshabilitado
273812,71543,19194,habilitado
273813,69778,11405,deshabilitado
273814,20118,10666,deshabilitado
273815,499879,11943,deshabilitado
273816,181075,17328,deshabilitado
273817,420326,8675,deshabilitado
273818,436877,7252,deshabilitado
273819,252038,5529,deshabilitado
273820,457386,501,habilitado
273821,44354,9061,habilitado
273822,41871,3585,habilitado
273823,441616,14360,habilitado
273824,394980,11,deshabilitado
273825,73886,946,habilitado
273826,152497,2125,habilitado
273827,311381,6851,habilitado
273828,96448,2731,habilitado
273829,450639,1478,deshabilitado
273830,377203,19130,habilitado
273831,269212,2358,deshabilitado
273832,474751,5533,deshabilitado
273833,58168,11597,deshabilitado
273834,159233,8503,habilitado
273835,139558,17726,habilitado
273836,431070,17719,habilitado
273837,307470,2757,deshabilitado
273838,484429,15375,deshabilitado
273839,377291,6075,deshabilitado
273840,379082,16769,deshabilitado
273841,279379,15334,habilitado
273842,313269,15298,deshabilitado
273843,109739,13036,habilitado
273844,76590,5776,deshabilitado
273845,226423,14818,deshabilitado
273846,390879,16085,deshabilitado
273847,43048,3412,habilitado
273848,363729,1752,deshabilitado
273849,146738,9911,habilitado
273850,140193,9971,deshabilitado
273851,384378,18074,deshabilitado
273852,449790,7563,deshabilitado
273853,452248,7576,deshabilitado
273854,160029,5502,deshabilitado
273855,200534,6307,habilitado
273856,182744,1846,habilitado
273857,299522,17050,habilitado
273858,458371,3449,deshabilitado
273859,373204,8642,deshabilitado
273860,380785,5258,habilitado
273861,138441,17555,habilitado
273862,470000,7380,habilitado
273863,155225,17298,habilitado
273864,427683,7182,habilitado
273865,440989,18731,deshabilitado
273866,246612,15897,deshabilitado
273867,439779,7601,habilitado
273868,245347,17624,habilitado
273869,253369,7712,habilitado
273870,251175,19993,habilitado
273871,157872,10264,habilitado
273872,3918,11647,habilitado
273873,311427,16643,deshabilitado
273874,413402,17422,habilitado
273875,370886,3782,habilitado
273876,305760,214,deshabilitado
273877,152565,1252,habilitado
273878,327154,15758,habilitado
273879,26660,17605,deshabilitado
273880,206035,15429,habilitado
273881,234341,3924,habilitado
273882,217703,18274,habilitado
273883,173524,3866,habilitado
273884,246912,8691,habilitado
273885,298099,15106,deshabilitado
273886,65095,354,deshabilitado
273887,240145,18749,deshabilitado
273888,336656,2452,deshabilitado
273889,490906,7763,deshabilitado
273890,407947,6385,deshabilitado
273891,61214,3575,habilitado
273892,381448,17648,deshabilitado
273893,211313,6251,deshabilitado
273894,363111,14787,habilitado
273895,275334,120,habilitado
273896,109360,12596,habilitado
273897,323333,13998,habilitado
273898,1016,1416,deshabilitado
273899,53916,650,habilitado
273900,388173,4678,habilitado
273901,172896,3313,deshabilitado
273902,327586,8817,deshabilitado
273903,172650,11530,habilitado
273904,262635,16972,deshabilitado
273905,496244,11183,habilitado
273906,32063,17827,habilitado
273907,90766,14862,habilitado
273908,128554,1737,deshabilitado
273909,108243,19521,habilitado
273910,439843,15892,habilitado
273911,356223,4563,habilitado
273912,444993,15207,habilitado
273913,298602,5532,deshabilitado
273914,410561,16371,deshabilitado
273915,333385,19901,habilitado
273916,52323,13581,habilitado
273917,148551,4799,deshabilitado
273918,285823,17500,habilitado
273919,303714,19494,deshabilitado
273920,445792,3902,habilitado
273921,370325,6908,habilitado
273922,276480,17239,deshabilitado
273923,434268,17798,habilitado
273924,290380,19326,deshabilitado
273925,405045,12226,habilitado
273926,208844,9283,deshabilitado
273927,411763,14810,deshabilitado
273928,351989,7752,habilitado
273929,249623,8742,habilitado
273930,326212,10087,deshabilitado
273931,324175,7448,habilitado
273932,317020,18825,habilitado
273933,87982,9793,deshabilitado
273934,449937,9926,habilitado
273935,372919,17922,habilitado
273936,23889,9867,deshabilitado
273937,174275,3991,deshabilitado
273938,404825,12310,habilitado
273939,81480,4283,deshabilitado
273940,129685,4056,deshabilitado
273941,87055,18775,deshabilitado
273942,439887,13723,habilitado
273943,191391,18662,deshabilitado
273944,487151,2361,habilitado
273945,208237,13627,deshabilitado
273946,110783,16238,habilitado
273947,181722,1475,habilitado
273948,110248,14093,habilitado
273949,271557,9083,habilitado
273950,465610,2053,deshabilitado
273951,63166,17842,deshabilitado
273952,136490,8332,habilitado
273953,358265,6356,deshabilitado
273954,258116,8931,deshabilitado
273955,123042,11910,habilitado
273956,28847,2655,habilitado
273957,438093,12214,deshabilitado
273958,40161,4073,habilitado
273959,319468,8161,habilitado
273960,50048,1138,habilitado
273961,163341,19842,deshabilitado
273962,289344,3270,deshabilitado
273963,129925,11460,habilitado
273964,120704,3018,habilitado
273965,361492,7798,habilitado
273966,457709,2669,deshabilitado
273967,162995,17238,habilitado
273968,489844,13501,habilitado
273969,53636,12361,deshabilitado
273970,270523,16759,habilitado
273971,104447,10858,deshabilitado
273972,229560,2270,habilitado
273973,481595,8360,habilitado
273974,425063,18209,habilitado
273975,98479,8234,habilitado
273976,145187,9345,deshabilitado
273977,162471,8890,deshabilitado
273978,319456,13197,habilitado
273979,298666,7807,habilitado
273980,408013,230,deshabilitado
273981,116666,16736,deshabilitado
273982,304689,15147,habilitado
273983,339067,10203,deshabilitado
273984,394077,5498,habilitado
273985,137951,4595,deshabilitado
273986,450192,19781,deshabilitado
273987,366450,16400,deshabilitado
273988,62263,17743,deshabilitado
273989,384552,11768,deshabilitado
273990,399614,7993,deshabilitado
273991,56052,16552,habilitado
273992,430031,14683,habilitado
273993,4675,3616,habilitado
273994,70666,11332,deshabilitado
273995,174628,4731,habilitado
273996,141455,9003,deshabilitado
273997,431379,12355,habilitado
273998,274338,19406,deshabilitado
273999,339931,12119,deshabilitado
274000,82991,16002,habilitado
274001,91553,511,habilitado
274002,428687,16232,habilitado
274003,140835,9779,habilitado
274004,373280,3895,habilitado
274005,350141,4363,deshabilitado
274006,234197,14809,habilitado
274007,304025,7313,habilitado
274008,58980,14232,deshabilitado
274009,142978,11699,habilitado
274010,132328,8390,habilitado
274011,147264,13110,deshabilitado
274012,471617,7300,habilitado
274013,471858,14368,deshabilitado
274014,257180,16043,deshabilitado
274015,402692,9775,deshabilitado
274016,350494,11136,deshabilitado
274017,411574,13673,deshabilitado
274018,302397,445,deshabilitado
274019,252486,17829,deshabilitado
274020,5823,19080,habilitado
274021,316356,8856,habilitado
274022,392167,19499,habilitado
274023,435949,16142,deshabilitado
274024,342441,2532,deshabilitado
274025,196868,9173,deshabilitado
274026,377423,5838,habilitado
274027,352656,16649,habilitado
274028,499042,11757,habilitado
274029,202434,14626,habilitado
274030,15413,10310,habilitado
274031,450956,15599,habilitado
274032,423057,11799,deshabilitado
274033,168639,16208,habilitado
274034,370460,576,deshabilitado
274035,327245,6733,deshabilitado
274036,340892,8756,habilitado
274037,328543,14849,deshabilitado
274038,104168,11035,habilitado
274039,183864,13328,deshabilitado
274040,438753,3145,habilitado
274041,82935,2924,habilitado
274042,173699,11377,habilitado
274043,428626,4678,habilitado
274044,411060,2616,deshabilitado
274045,164723,18552,deshabilitado
274046,39480,12884,habilitado
274047,74089,9463,habilitado
274048,219251,17255,habilitado
274049,306675,11255,deshabilitado
274050,411394,18166,habilitado
274051,206016,1727,habilitado
274052,36181,2181,habilitado
274053,73077,5183,deshabilitado
274054,286829,15055,deshabilitado
274055,46052,11360,habilitado
274056,196680,1419,habilitado
274057,228755,17391,deshabilitado
274058,115113,16656,habilitado
274059,80557,8084,habilitado
274060,42192,7871,deshabilitado
274061,88186,7334,deshabilitado
274062,419582,18608,deshabilitado
274063,51831,1778,habilitado
274064,29425,9599,habilitado
274065,277662,16014,habilitado
274066,248182,12592,habilitado
274067,24831,6662,habilitado
274068,136431,11042,habilitado
274069,263321,15292,deshabilitado
274070,456676,14446,deshabilitado
274071,440558,5767,habilitado
274072,127786,18737,habilitado
274073,133230,18740,deshabilitado
274074,440587,19165,habilitado
274075,261481,18582,habilitado
274076,38922,12125,habilitado
274077,467457,14622,deshabilitado
274078,327769,948,deshabilitado
274079,371491,13904,habilitado
274080,216908,9166,deshabilitado
274081,474396,16707,habilitado
274082,14041,10608,habilitado
274083,163167,13182,habilitado
274084,197200,1358,deshabilitado
274085,297596,18947,deshabilitado
274086,55023,82,habilitado
274087,459482,19990,habilitado
274088,354942,16194,deshabilitado
274089,259089,3810,deshabilitado
274090,356315,4845,habilitado
274091,195064,6295,habilitado
274092,391505,19016,deshabilitado
274093,47321,8558,habilitado
274094,35343,6493,habilitado
274095,16924,10792,habilitado
274096,283649,2731,habilitado
274097,185571,5064,habilitado
274098,69550,19494,deshabilitado
274099,304448,3455,habilitado
274100,374621,4263,habilitado
274101,256597,11300,habilitado
274102,392709,11758,habilitado
274103,69462,5839,deshabilitado
274104,102196,17934,habilitado
274105,110659,14461,habilitado
274106,69709,19479,habilitado
274107,423490,15391,habilitado
274108,448883,19207,deshabilitado
274109,171932,13802,deshabilitado
274110,439374,5898,deshabilitado
274111,9762,12151,habilitado
274112,57276,5065,deshabilitado
274113,183000,9618,deshabilitado
274114,356975,18362,habilitado
274115,266527,4105,deshabilitado
274116,230383,2524,habilitado
274117,484063,14833,habilitado
274118,229945,19431,habilitado
274119,391846,1298,deshabilitado
274120,229943,11986,habilitado
274121,433992,8810,habilitado
274122,425316,17367,habilitado
274123,385283,8917,deshabilitado
274124,143564,1187,deshabilitado
274125,123979,10824,habilitado
274126,484904,228,deshabilitado
274127,24419,10701,habilitado
274128,459705,10905,habilitado
274129,13257,4116,habilitado
274130,153883,4337,habilitado
274131,211741,11203,deshabilitado
274132,119570,17559,habilitado
274133,219542,2596,deshabilitado
274134,184133,11799,deshabilitado
274135,56267,11661,habilitado
274136,389477,10770,habilitado
274137,194885,8673,deshabilitado
274138,133695,17585,deshabilitado
274139,2655,18931,habilitado
274140,242393,5817,deshabilitado
274141,493104,2784,deshabilitado
274142,376903,7032,deshabilitado
274143,282805,9216,habilitado
274144,163521,13711,deshabilitado
274145,302636,19065,habilitado
274146,479657,3900,habilitado
274147,208623,19878,deshabilitado
274148,445056,3237,habilitado
274149,424694,13873,habilitado
274150,128843,6388,deshabilitado
274151,157900,15067,deshabilitado
274152,476124,8551,deshabilitado
274153,73622,12587,deshabilitado
274154,141312,9480,deshabilitado
274155,156894,3965,habilitado
274156,176246,10534,habilitado
274157,133107,11438,habilitado
274158,40977,8401,deshabilitado
274159,147853,19638,deshabilitado
274160,428823,14760,habilitado
274161,100739,7423,deshabilitado
274162,396704,9155,deshabilitado
274163,268787,13543,habilitado
274164,351027,15443,habilitado
274165,298281,13385,deshabilitado
274166,300866,13488,habilitado
274167,180202,14106,deshabilitado
274168,254937,19617,deshabilitado
274169,477554,12796,deshabilitado
274170,250382,4154,deshabilitado
274171,159318,6035,habilitado
274172,472159,15629,deshabilitado
274173,478994,17695,deshabilitado
274174,330374,9363,habilitado
274175,66136,8997,habilitado
274176,118855,1032,deshabilitado
274177,490410,10922,habilitado
274178,202898,4722,habilitado
274179,90373,12965,habilitado
274180,134802,12069,deshabilitado
274181,62912,3745,deshabilitado
274182,173868,1012,habilitado
274183,489505,19478,habilitado
274184,311800,16638,deshabilitado
274185,392875,15470,deshabilitado
274186,120330,10740,deshabilitado
274187,451327,393,deshabilitado
274188,497588,7357,deshabilitado
274189,2542,17418,deshabilitado
274190,298195,12585,deshabilitado
274191,477105,9786,deshabilitado
274192,444210,1432,habilitado
274193,56189,2682,deshabilitado
274194,474394,2268,habilitado
274195,205742,3681,deshabilitado
274196,495795,11025,habilitado
274197,425901,9349,deshabilitado
274198,243129,12877,deshabilitado
274199,431376,4084,habilitado
274200,240837,2167,deshabilitado
274201,161172,17934,habilitado
274202,147645,4463,deshabilitado
274203,471268,10182,deshabilitado
274204,165849,6178,habilitado
274205,37348,9687,deshabilitado
274206,307827,4087,habilitado
274207,422336,1689,deshabilitado
274208,409783,16402,habilitado
274209,73976,8902,habilitado
274210,246684,5347,deshabilitado
274211,498683,9464,habilitado
274212,341416,1058,habilitado
274213,338034,13775,habilitado
274214,181409,691,deshabilitado
274215,375273,10710,habilitado
274216,414602,2341,deshabilitado
274217,494675,2047,deshabilitado
274218,258566,1608,habilitado
274219,236595,3295,deshabilitado
274220,202253,3614,deshabilitado
274221,68555,5343,habilitado
274222,284082,10405,habilitado
274223,133258,8380,deshabilitado
274224,155887,6028,deshabilitado
274225,169181,14020,habilitado
274226,237326,6084,deshabilitado
274227,302230,5898,habilitado
274228,438908,11591,habilitado
274229,370038,18606,habilitado
274230,186892,6107,habilitado
274231,272981,17586,deshabilitado
274232,231991,10139,habilitado
274233,123910,14048,deshabilitado
274234,322929,9920,habilitado
274235,199771,11941,deshabilitado
274236,203760,3140,deshabilitado
274237,247337,18452,habilitado
274238,440718,15711,deshabilitado
274239,195965,1241,deshabilitado
274240,462308,5337,habilitado
274241,151555,1439,deshabilitado
274242,76613,2393,deshabilitado
274243,127455,8655,deshabilitado
274244,282876,14204,deshabilitado
274245,186637,5763,deshabilitado
274246,132414,9796,habilitado
274247,472510,16458,habilitado
274248,360235,14464,deshabilitado
274249,28563,12171,deshabilitado
274250,210300,1183,habilitado
274251,474218,11414,deshabilitado
274252,391787,848,deshabilitado
274253,291580,16572,habilitado
274254,119777,11422,deshabilitado
274255,213604,5706,deshabilitado
274256,431847,12325,habilitado
274257,157878,15325,habilitado
274258,405952,6513,deshabilitado
274259,218961,19635,deshabilitado
274260,492364,15032,habilitado
274261,179173,17384,deshabilitado
274262,44578,8469,habilitado
274263,486508,3015,deshabilitado
274264,442874,1990,habilitado
274265,136526,6245,deshabilitado
274266,228579,10597,habilitado
274267,74335,10051,deshabilitado
274268,484164,17718,deshabilitado
274269,301518,9971,habilitado
274270,423974,8325,deshabilitado
274271,396972,7527,habilitado
274272,419565,12920,habilitado
274273,14492,15382,habilitado
274274,27796,1598,deshabilitado
274275,270463,19060,deshabilitado
274276,76586,9258,habilitado
274277,293784,19174,habilitado
274278,284161,7586,habilitado
274279,57453,11477,deshabilitado
274280,294639,12248,habilitado
274281,207336,8466,deshabilitado
274282,243535,10334,habilitado
274283,60154,4485,habilitado
274284,230411,8964,habilitado
274285,1546,526,deshabilitado
274286,426940,12973,deshabilitado
274287,415264,10654,deshabilitado
274288,313962,13002,habilitado
274289,68547,12287,habilitado
274290,105927,15607,deshabilitado
274291,82491,12489,habilitado
274292,260817,5078,deshabilitado
274293,106022,5962,habilitado
274294,398617,6053,habilitado
274295,303526,14017,deshabilitado
274296,327811,2268,habilitado
274297,321523,10548,deshabilitado
274298,345660,18737,deshabilitado
274299,347389,1218,habilitado
274300,318420,10461,deshabilitado
274301,224518,15099,habilitado
274302,154002,4645,habilitado
274303,288931,1665,deshabilitado
274304,477731,16235,deshabilitado
274305,489895,11810,habilitado
274306,176220,1067,habilitado
274307,431230,6248,habilitado
274308,90325,8023,deshabilitado
274309,266441,10013,habilitado
274310,403289,4615,habilitado
274311,447723,7688,deshabilitado
274312,234844,2549,deshabilitado
274313,256955,8289,habilitado
274314,411298,9034,habilitado
274315,194381,556,habilitado
274316,192059,7115,deshabilitado
274317,24720,18011,habilitado
274318,9236,18314,habilitado
274319,235309,5000,habilitado
274320,135247,5864,deshabilitado
274321,84014,15066,deshabilitado
274322,408522,8647,habilitado
274323,256224,6812,deshabilitado
274324,227335,255,habilitado
274325,191058,8900,habilitado
274326,218148,17580,habilitado
274327,486876,4177,deshabilitado
274328,2472,6751,habilitado
274329,39970,11387,deshabilitado
274330,496630,5510,habilitado
274331,325438,6742,habilitado
274332,372736,14884,habilitado
274333,463353,13895,habilitado
274334,50414,18616,deshabilitado
274335,284356,14460,deshabilitado
274336,13149,9577,habilitado
274337,437059,14336,habilitado
274338,171054,16943,habilitado
274339,453510,10937,habilitado
274340,288118,19802,habilitado
274341,487154,4547,habilitado
274342,151335,11428,habilitado
274343,294315,15693,habilitado
274344,62258,5149,habilitado
274345,206474,2759,deshabilitado
274346,30149,15396,habilitado
274347,498318,3971,deshabilitado
274348,92399,6312,habilitado
274349,276768,13110,deshabilitado
274350,453666,14844,habilitado
274351,401290,16707,deshabilitado
274352,74542,7154,deshabilitado
274353,80855,9675,habilitado
274354,375489,19292,habilitado
274355,319233,10266,habilitado
274356,289718,375,habilitado
274357,423839,16714,habilitado
274358,491073,8795,deshabilitado
274359,99573,1240,deshabilitado
274360,125569,12325,habilitado
274361,166690,18059,habilitado
274362,376506,15111,deshabilitado
274363,391886,11787,deshabilitado
274364,67812,17727,deshabilitado
274365,108718,4152,deshabilitado
274366,163414,11065,habilitado
274367,40423,10640,habilitado
274368,488678,9200,deshabilitado
274369,181354,1379,deshabilitado
274370,39454,9664,deshabilitado
274371,202227,2417,deshabilitado
274372,187671,2900,deshabilitado
274373,154176,11915,habilitado
274374,324128,12845,deshabilitado
274375,267334,9919,deshabilitado
274376,311519,3644,habilitado
274377,349846,1152,deshabilitado
274378,467441,14287,deshabilitado
274379,50225,16149,habilitado
274380,168193,4195,habilitado
274381,71012,7925,deshabilitado
274382,97270,5961,habilitado
274383,102468,10458,deshabilitado
274384,80667,14901,deshabilitado
274385,327611,9747,deshabilitado
274386,344601,14602,deshabilitado
274387,171804,5703,habilitado
274388,459595,14209,deshabilitado
274389,348919,17795,deshabilitado
274390,431346,7579,deshabilitado
274391,193912,19743,deshabilitado
274392,217082,14781,deshabilitado
274393,342723,16771,habilitado
274394,469186,2533,habilitado
274395,428044,5241,habilitado
274396,363388,7777,habilitado
274397,145620,18838,deshabilitado
274398,403498,4069,habilitado
274399,108036,12253,deshabilitado
274400,480874,2069,deshabilitado
274401,276448,14624,deshabilitado
274402,406404,475,deshabilitado
274403,307804,5756,habilitado
274404,275377,3484,habilitado
274405,187821,18668,habilitado
274406,139214,10160,deshabilitado
274407,309294,17842,habilitado
274408,249356,11315,habilitado
274409,341725,5533,habilitado
274410,295042,9077,habilitado
274411,291882,7852,habilitado
274412,414620,7390,deshabilitado
274413,265824,7781,habilitado
274414,138592,17256,deshabilitado
274415,255221,2075,habilitado
274416,385739,10987,habilitado
274417,72884,19423,habilitado
274418,238772,13652,deshabilitado
274419,384265,13461,deshabilitado
274420,227270,17216,deshabilitado
274421,139730,4609,habilitado
274422,255995,14101,habilitado
274423,342982,5289,habilitado
274424,326439,5391,habilitado
274425,474066,11701,deshabilitado
274426,443306,9449,habilitado
274427,321877,18048,deshabilitado
274428,101478,693,deshabilitado
274429,121353,18769,habilitado
274430,380316,4146,habilitado
274431,152078,8239,deshabilitado
274432,224399,19127,habilitado
274433,416268,19272,habilitado
274434,300988,10775,habilitado
274435,90590,4602,deshabilitado
274436,459905,4021,habilitado
274437,111956,18492,habilitado
274438,88767,8272,habilitado
274439,7371,119,deshabilitado
274440,464129,16170,deshabilitado
274441,7014,6463,deshabilitado
274442,448685,17202,deshabilitado
274443,251236,16843,habilitado
274444,128988,19924,deshabilitado
274445,191574,13938,habilitado
274446,201167,17116,deshabilitado
274447,230271,10697,habilitado
274448,85343,1394,deshabilitado
