ID,NUM_HABITACIONES,DIRECCION,MENSAJE,PRECIO,EVENTO
419023,29,Tigca Park,null,4392046,21296
419024,20,Tuvujo Park,null,644143,9950
419025,18,Icivo Manor,null,1975172,38797
419026,25,Feffiw Ridge,null,9295610,883
419027,18,Mirzew Center,null,4851273,38708
419028,16,Lusfep Heights,null,2554062,30468
419029,25,Tazo Grove,null,8339580,26417
419030,18,Figij Pass,null,3545675,95
419031,15,Fais Center,null,5258399,48992
419032,15,Geaku Terrace,null,9701976,16838
419033,25,Bapuja Plaza,null,5265315,32608
419034,29,Puuk Path,null,1054629,2876
419035,20,Nuka Drive,null,5490855,28373
419036,15,Zujus Boulevard,null,5401235,14604
419037,30,Ifal Plaza,null,6621972,6967
419038,30,Eliciv Path,null,6378524,356
419039,30,Ijaipo Plaza,null,380956,16264
419040,25,Otila View,null,4536004,40346
419041,16,Urso Loop,null,7514498,25642
419042,25,Isdu Street,null,946693,20037
419043,19,Pazi Trail,null,7602376,9189
419044,20,Abudak Trail,null,43834,11622
419045,19,Dogfi Court,null,8942445,669
419046,25,Bumuz Ridge,null,7709292,36667
419047,20,Sumel Trail,null,9790965,25844
419048,25,Wemiku Junction,null,2539929,32526
419049,16,Danil Manor,null,4923221,6607
419050,29,Jidep Parkway,null,7668231,38504
419051,16,Siwuj View,null,8161559,30123
419052,30,Udehu Drive,null,9369693,47568
419053,18,Murluw Way,null,9017916,43596
419054,30,Fevfo Mill,null,8454548,17291
419055,18,Tukig Center,null,1046607,24867
419056,29,Puan Pike,null,6561672,24425
419057,30,Gore Grove,null,5421506,14786
419058,15,Gites Square,null,266158,41583
419059,15,Pewwe Pike,null,4045383,39716
419060,30,Korbub Point,null,9886070,41936
419061,29,Zeoca Center,null,4805605,45880
419062,16,Jaiwi Loop,null,698177,10769
419063,17,Fohbu Parkway,null,4218229,23826
419064,29,Uwiat Park,null,9600229,32662
419065,30,Keri Heights,null,4305630,43283
419066,30,Mumzu Drive,null,486218,40458
419067,20,Arfu Road,null,7234461,34985
419068,16,Todoz Pike,null,7245177,48675
419069,18,Semtam Key,null,1239705,10704
419070,25,Sein Highway,null,673711,49989
419071,25,Deubu Street,null,7055453,5339
419072,30,Seka Parkway,null,2895895,26699
419073,19,Detiji Pike,null,5007877,21156
419074,17,Letha Manor,null,5458691,15962
419075,30,Natij Point,null,7787895,25898
419076,16,Tege Pass,null,9827570,37484
419077,30,Leti Extension,null,4903091,7068
419078,25,Hiwej Way,null,1819023,10891
419079,18,Wamti Mill,null,7826062,23572
419080,29,Pamgid Terrace,null,5925882,15578
419081,17,Igaolu Road,null,9590716,26166
419082,15,Rujpog Trail,null,362208,19925
419083,20,Lesju Grove,null,8437926,27639
419084,29,Hecgec Place,null,9919593,27018
419085,19,Hufa Turnpike,null,3708749,29873
419086,25,Ujlac Park,null,5103817,25311
419087,25,Nensuv Mill,null,3787734,27233
419088,16,Gesa Point,null,4425838,19916
419089,15,Ribew Pass,null,1414867,19044
419090,20,Wujjuc Path,null,9575299,30267
419091,19,Noketu Boulevard,null,7207344,15949
419092,29,Jizoke Lane,null,4398529,36171
419093,30,Bednu Point,null,5686147,22263
419094,15,Teruzo Grove,null,9919531,23358
419095,19,Ohubi Manor,null,7461598,38442
419096,17,Hukbi Way,null,8175675,28215
419097,25,Cicu Grove,null,6056868,38614
419098,17,Poziz Path,null,6444412,1402
419099,30,Gokzuj Ridge,null,9257518,11002
419100,15,Jupaf Drive,null,2973696,38158
419101,30,Mecon Road,null,6150336,13486
419102,15,Iwipa Glen,null,1010134,44474
419103,16,Reaza Ridge,null,9402590,37008
419104,25,Pice Manor,null,30653,8172
419105,20,Hannab Glen,null,3973915,30452
419106,18,Bilok Grove,null,447448,34177
419107,20,Zoeje Street,null,3990079,663
419108,29,Ehiat Manor,null,7934081,21197
419109,30,Zokcol Circle,null,4135622,41120
419110,16,Kugit Square,null,8518215,5638
419111,16,Joki Ridge,null,4920563,36515
419112,15,Vavma Way,null,1569431,15405
419113,16,Vujah Parkway,null,3813687,35527
419114,16,Lubow Plaza,null,8625340,20374
419115,30,Vebwas River,null,4314018,23619
419116,18,Wudaw Center,null,4189507,11290
419117,29,Cafhu Path,null,3901789,37341
419118,16,Zajuk Ridge,null,3276810,1076
419119,17,Golvu View,null,9008346,27306
419120,15,Evso Trail,null,7312309,24967
419121,19,Areto Loop,null,6765422,22754
419122,18,Upget Court,null,294420,32614
419123,19,Kerrol Mill,null,9659615,28268
419124,16,Ajkiw Heights,null,8406983,13798
419125,20,Gasu Point,null,1343426,13641
419126,30,Sowim Street,null,7055223,9005
419127,16,Zuso Lane,null,3096257,1241
419128,20,Juica Parkway,null,8682846,28985
419129,20,Noztil Circle,null,6548327,23160
419130,16,Situh Road,null,9745401,31015
419131,16,Pane Ridge,null,5047075,10412
419132,17,Cadver River,null,4604283,34020
419133,19,Ceta Path,null,5094885,40501
419134,16,Vasdu Circle,null,5283218,28369
419135,18,Ezewow Court,null,1049980,16455
419136,30,Powem Way,null,7082817,36072
419137,15,Dutkan Lane,null,5435610,39174
419138,17,Govret Drive,null,3194154,5823
419139,19,Ahra Street,null,890745,16838
419140,19,Luode Pike,null,5637437,39054
419141,25,Ojne Place,null,9788421,44841
419142,29,Mubob Point,null,3336647,40640
419143,18,Iski Court,null,8147448,26411
419144,15,Kawo Junction,null,759810,18979
419145,15,Tokun Court,null,7645981,35858
419146,15,Solta Road,null,875971,36302
419147,25,Vinmir Manor,null,4879100,33377
419148,25,Isalus Turnpike,null,8852431,27968
419149,18,Wuluk Key,null,3521352,11214
419150,19,Mucu Heights,null,7638550,18800
419151,15,Zelpo Place,null,4977627,42943
419152,29,Pehka Plaza,null,6020321,33930
419153,16,Bolwo River,null,8288968,16180
419154,29,Uzaw Glen,null,1772557,48465
419155,18,Weriw Path,null,3751043,38200
419156,17,Jonno Point,null,867554,40737
419157,25,Ukegu Path,null,6315096,18027
419158,15,Dulzuf Court,null,6583018,49240
419159,20,Guje Mill,null,4832366,40590
419160,18,Sudum Boulevard,null,9300555,8516
419161,20,Sojfu Way,null,2836989,47960
419162,29,Kokuw Street,null,2348549,5772
419163,15,Jegal Court,null,1747560,9963
419164,30,Heguco Junction,null,3146270,16788
419165,25,Datig Terrace,null,2990758,12357
419166,18,Ginvu Court,null,278787,44284
419167,30,Daneg Center,null,8749600,37018
419168,15,Vajac Extension,null,1982718,12036
419169,19,Mabut Junction,null,7056294,12887
419170,16,Mudoha Place,null,1737612,31924
419171,15,Rilel Road,null,6165441,17584
419172,17,Vuziw Ridge,null,5995724,36837
419173,20,Zigilo Street,null,8039812,33440
419174,20,Hovmec Pike,null,4293411,21806
419175,30,Udmo Mill,null,1458247,48196
419176,25,Legruk Way,null,7514358,18698
419177,19,Mueco Avenue,null,9056121,40062
419178,29,Sasiha Drive,null,725379,14499
419179,17,Wuha Lane,null,1172962,45574
419180,25,Hehi Extension,null,7266558,4581
419181,20,Roki View,null,9118988,30620
419182,17,Ucoba Extension,null,8248150,40037
419183,15,Titlib Trail,null,7425785,23890
419184,17,Hado Lane,null,2634199,8131
419185,15,Wisnon Center,null,1498289,34629
419186,18,Ivaza Grove,null,3725900,34528
419187,30,Wuheh Turnpike,null,3485929,16084
419188,20,Vasopi Center,null,5325641,9665
419189,29,Hago Ridge,null,5730207,22008
419190,18,Seuwe Glen,null,8388739,20213
419191,20,Luni Heights,null,2577832,8578
419192,19,Febu Lane,null,6828838,1914
419193,29,Paego Center,null,4136053,47505
419194,15,Eguweh Circle,null,5765202,47999
419195,16,Luobi Pike,null,9834743,27074
419196,18,Ojegi Path,null,2672172,7168
419197,29,Abpe Terrace,null,982944,41441
419198,25,Ilke Road,null,5606643,6534
419199,16,Rikpaf Highway,null,1395751,4384
419200,19,Bufla Pass,null,2397550,1610
419201,19,Romdo River,null,2414856,48864
419202,29,Zazvuh Square,null,4750697,5810
419203,16,Gafozi Circle,null,8823959,39679
419204,25,Lensu Street,null,9107891,15420
419205,18,Aknoj Way,null,748621,35990
419206,17,Daehu Highway,null,9432014,17026
419207,17,Nogoso Court,null,4060930,18645
419208,17,Uvabu Park,null,3753656,38164
419209,17,Fedna Heights,null,5503099,32587
419210,18,Zazik Drive,null,2888729,14334
419211,20,Gumon Drive,null,4805621,12511
419212,20,Duga Pass,null,8886305,19099
419213,19,Tenak Junction,null,2373886,20238
419214,18,Mehki Park,null,1969206,38473
419215,25,Teak Point,null,7661673,41566
419216,29,Agtu Highway,null,3305521,10350
419217,15,Zafjec Park,null,6593348,1463
419218,30,Akian Boulevard,null,9542803,12630
419219,16,Canuh Park,null,5846654,22678
419220,29,Peni Lane,null,4468853,44042
419221,30,Kacu Center,null,8917273,20065
419222,29,Sebav Grove,null,1712266,39570
419223,25,Gebis Square,null,2638772,3743
419224,15,Etok Court,null,1739266,2496
419225,18,Eronuc Square,null,2459513,27537
419226,19,Jova Drive,null,9148321,22052
419227,25,Hoglih Way,null,1242435,31124
419228,20,Wuha Plaza,null,5549035,14018
419229,17,Gigad Way,null,7499442,30839
419230,19,Gejol Boulevard,null,5815494,6433
419231,20,Upudow Way,null,7725489,11878
419232,16,Kivne Drive,null,8609972,36634
419233,20,Mimez Plaza,null,8097019,28618
419234,16,Lerut Drive,null,4515699,3442
419235,16,Bana Park,null,4569386,1119
419236,17,Eninuw Park,null,3479174,25081
419237,18,Tipeg Loop,null,974394,28652
419238,25,Hefob Loop,null,411137,13043
419239,29,Cidimo Turnpike,null,3237104,36257
419240,29,Fulor Mill,null,5330259,21604
419241,20,Ezwog Terrace,null,7477219,6305
419242,15,Ehew Avenue,null,9785663,21710
419243,29,Pifola Court,null,2035808,17666
419244,17,Bolit Ridge,null,4006816,31159
419245,19,Savop Lane,null,1231906,23276
419246,17,Hevko Junction,null,1779784,31259
419247,15,Fakje Circle,null,2866913,13688
419248,25,Gitjun Path,null,3938768,36385
419249,16,Beuf Ridge,null,6364744,12596
419250,18,Jorod River,null,2542713,20579
419251,25,Jako Terrace,null,6718399,38150
419252,30,Nunnow Turnpike,null,595480,7279
419253,15,Zipe Plaza,null,1320893,48493
419254,29,Suhar Key,null,4850780,9391
419255,17,Igoge Manor,null,7468961,36284
419256,30,Jife Ridge,null,512352,48391
419257,17,Udiwus View,null,8180126,24700
419258,16,Larul Manor,null,1209925,10830
419259,16,Zobu Key,null,6019475,27461
419260,18,Sehvom Manor,null,322290,4631
419261,29,Nurjo Point,null,8212402,33630
419262,15,Nosdoz Manor,null,6296706,10307
419263,25,Feas Pass,null,6362938,19945
419264,25,Ebar Parkway,null,52934,30265
419265,16,Dotufu Loop,null,5735086,45998
419266,17,Urjal Avenue,null,4037813,42026
419267,19,Bicec Loop,null,2641270,13255
419268,18,Rigud Way,null,1024717,33121
419269,18,Pihok Manor,null,769826,30110
419270,20,Netas Heights,null,4487365,7619
419271,29,Ohsat Glen,null,295125,19464
419272,25,Apowuk Place,null,1599619,11345
419273,15,Wuwef Heights,null,2434080,37619
419274,16,Osoomi Road,null,5446937,22137
419275,15,Fozoh Drive,null,8542658,30996
419276,30,Afmo Loop,null,2434084,42262
419277,15,Cica Avenue,null,3923257,3864
419278,16,Uvun Manor,null,2021186,49589
419279,18,Ofhu Point,null,9149787,18384
419280,29,Lerhed Heights,null,3707978,47556
419281,20,Gopub Pass,null,2588505,10212
419282,17,Liphis View,null,7074440,49355
419283,18,Zeciv Junction,null,2721449,10527
419284,17,Bipej Street,null,4494744,24640
419285,19,Wavoru Plaza,null,4306534,45593
419286,18,Jefvo Glen,null,4875120,9154
419287,25,Zajge Plaza,null,2925502,30130
419288,18,Oguzu Path,null,6409978,20072
419289,30,Vorwot River,null,3004885,8575
419290,16,Gako Parkway,null,4264810,21086
419291,29,Vabsi Pike,null,3630430,29067
419292,25,Wiwit Key,null,2102543,37337
419293,30,Vizak Grove,null,8939869,33453
419294,30,Iseik Court,null,5839777,48683
419295,25,Didoj Highway,null,6989993,21218
419296,17,Bikfa Drive,null,965405,12080
419297,19,Olfe Place,null,7827909,35082
419298,20,Kozmof View,null,7641339,26015
419299,20,Rosu View,null,1287061,41303
419300,30,Lemju Street,null,4461134,34247
419301,16,Nenur Junction,null,1787145,40778
419302,30,Hikho Plaza,null,9680218,39282
419303,17,Felna Circle,null,5062398,28430
419304,19,Hucez View,null,8226732,36432
419305,16,Wulin Terrace,null,9842261,33309
419306,15,Bozle Path,null,5839437,36013
419307,25,Nacta Parkway,null,7606872,25557
419308,17,Feer Way,null,9914250,2879
419309,17,Selid Grove,null,1069329,2093
419310,19,Abido Extension,null,253714,5205
419311,25,Udwic Junction,null,359841,27010
419312,30,Wisah Ridge,null,3231113,20740
419313,20,Fosfir Mill,null,9305265,14017
419314,16,Gikuv Circle,null,3878312,10423
419315,17,Heber Trail,null,174334,27110
419316,15,Jukro Parkway,null,1669766,39733
419317,17,Arho Lane,null,8995520,3998
419318,20,Biwmef Center,null,3475789,21572
419319,17,Hipuh Path,null,1504179,33053
419320,15,Heweg Way,null,2617670,13241
419321,30,Joos Key,null,535501,17672
419322,16,Haev Turnpike,null,1352333,48363
419323,17,Ifonu River,null,9549502,24459
419324,15,Juckaz Key,null,8640927,29157
419325,29,Suza Circle,null,6485662,10032
419326,30,Sevkel Trail,null,8130553,1615
419327,20,Moctu Manor,null,7600657,40997
419328,19,Efukiw Lane,null,4367672,6661
419329,30,Relro Street,null,9517130,17970
419330,30,Nuiju Grove,null,5614619,37358
419331,16,Febpo Ridge,null,2277224,18429
419332,18,Wuna Terrace,null,8652974,23286
419333,19,Jizi Trail,null,9245124,39314
419334,16,Websi Heights,null,817664,33340
419335,30,Wecfu Circle,null,3399476,4787
419336,17,Lojo Road,null,2716585,19198
419337,29,Niipa Glen,null,7410668,2298
419338,17,Opgu Place,null,5466664,26759
419339,17,Nituf Turnpike,null,5277403,26900
419340,18,Gogfem Street,null,8411563,6954
419341,25,Bate Street,null,4692960,33174
419342,20,Viepu Terrace,null,708560,40761
419343,18,Vuza Extension,null,7514408,21643
419344,19,Beshoh Mill,null,5584685,11604
419345,18,Somu Avenue,null,5906032,12364
419346,20,Kico Center,null,2892125,11013
419347,18,Logo Turnpike,null,2010082,11527
419348,17,Nobba Key,null,6813701,24666
419349,25,Jegmam Terrace,null,4459064,34087
419350,19,Lunwuv Pass,null,5385738,292
419351,17,Kizve Place,null,3867405,11720
419352,25,Dunka Junction,null,2482549,27087
419353,19,Fodse Place,null,2757083,24600
419354,18,Pote Path,null,4264783,47825
419355,25,Poiw Terrace,null,5788610,38574
419356,15,Uvehe Junction,null,8298309,37405
419357,18,Woswov Manor,null,3429938,24698
419358,15,Vawdi Parkway,null,4877897,8254
419359,30,Rewa Turnpike,null,3680482,18968
419360,15,Izoja Pike,null,4831074,2445
419361,20,Lutka Mill,null,9541290,22259
419362,20,Oldi Drive,null,6486217,14134
419363,25,Nonla Center,null,1861611,30342
419364,16,Edufob Avenue,null,1963832,28906
419365,29,Ejna Grove,null,7112294,36361
419366,16,Niktob Point,null,4007536,28640
419367,30,Zaeha Avenue,null,9293317,41758
419368,15,Hazi Pass,null,4425390,18496
419369,17,Judun Court,null,6232327,37597
419370,20,Awase Square,null,946879,33636
419371,19,Nunap Manor,null,6752883,35915
419372,29,Jiwo Path,null,1056849,4450
419373,29,Puzjo Pike,null,5084113,24173
419374,17,Mejiw Manor,null,7780051,11944
419375,20,Molos Highway,null,1466936,17250
419376,20,Kaewi Place,null,6578727,31733
419377,18,Oleli Road,null,9303114,23922
419378,30,Nongep Manor,null,2142370,23469
419379,29,Alno Court,null,9011744,36378
419380,30,Apehow Glen,null,1905661,40013
419381,25,Toana River,null,2476769,17679
419382,18,Vasos Junction,null,7763704,29539
419383,30,Mezig Street,null,1169408,10260
419384,29,Babha Avenue,null,8290846,28686
419385,25,Juwog Center,null,5693039,13263
419386,29,Gogopa View,null,7710148,49344
419387,30,Iwef Way,null,9143765,29770
419388,29,Meta Way,null,9963762,21834
419389,15,Kesej Pass,null,3340752,18960
419390,17,Jorkaj Key,null,5838527,26529
419391,25,Wavkum Square,null,9104821,18288
419392,18,Teozu Avenue,null,8752301,30492
419393,25,Merka Terrace,null,7474319,12244
419394,19,Kabzat Path,null,1750642,21167
419395,17,Vibun Street,null,1087982,38815
419396,25,Jinu View,null,9584025,48840
419397,17,Madjo Park,null,3358425,3120
419398,25,Ifovu View,null,7388733,11383
419399,30,Usico Avenue,null,5031118,14053
419400,17,Upose Avenue,null,5766105,27161
419401,19,Zulpe Drive,null,9350094,35412
419402,30,Ozehur Point,null,8782774,33540
419403,16,Igisi Loop,null,4038821,3586
419404,19,Lifi Circle,null,206670,30635
419405,20,Jitzak Grove,null,3874122,25743
419406,18,Vokon Pass,null,2218657,1114
419407,19,Fajil Highway,null,8720059,4560
419408,30,Deise Plaza,null,8615124,22458
419409,30,Neepe Way,null,597475,2616
419410,30,Cujel Loop,null,5509112,36731
419411,25,Duan Drive,null,1561995,22494
419412,16,Uwupi Avenue,null,4039252,39243
419413,29,Cesnul Avenue,null,269582,1005
419414,19,Pocnen Park,null,2354929,1526
419415,29,Wugsur Pike,null,8952373,10239
419416,17,Lonaj Circle,null,2779081,7558
419417,19,Sicah Pass,null,4845643,20653
419418,29,Wukif Parkway,null,7115791,24418
419419,25,Kuze Drive,null,3568393,21713
419420,29,Vorded Drive,null,3379503,28656
419421,17,Ococuj Turnpike,null,7233153,37927
419422,16,Adco Drive,null,9783755,37484
419423,20,Eluho Manor,null,5838630,24874
419424,19,Cucsak Loop,null,6459056,4473
419425,25,Amcu Street,null,1533593,27277
419426,20,Raboz Circle,null,3342750,27038
419427,20,Vehen Boulevard,null,6564276,18630
419428,17,Pefso Path,null,5306304,18480
419429,17,Tisfuh Parkway,null,7284335,16290
419430,17,Niphit Point,null,6596602,10164
419431,20,Tiri Trail,null,348497,32195
419432,29,Mewu Drive,null,8022028,40002
419433,16,Jaru Turnpike,null,725243,25056
419434,18,Nodpet Trail,null,3621032,43965
419435,16,Nigge Highway,null,3909145,9459
419436,30,Tidfas Square,null,4966516,19664
419437,30,Huhuv Glen,null,5917289,789
419438,17,Dacu Boulevard,null,1748026,41359
419439,17,Zawrev Grove,null,9844615,5609
419440,19,Nejom Highway,null,7528841,15250
419441,29,Reoro Heights,null,9671645,22370
419442,18,Zuro Key,null,8734827,19594
419443,19,Zoluj Road,null,8451083,12371
419444,16,Azjo Square,null,7008159,5777
419445,15,Wegrim Court,null,1105717,20628
419446,15,Baada Boulevard,null,5550419,32997
419447,30,Laoru River,null,6906604,15195
419448,25,Lefci Extension,null,183352,7711
419449,19,Amdi Grove,null,9528676,24632
419450,18,Hoome Road,null,4328022,42666
419451,15,Hitom Center,null,4552697,23398
419452,25,Erme Lane,null,1227891,38706
419453,17,Ciutu Road,null,7526841,40187
419454,30,Tofhab Key,null,9961049,10735
419455,17,Jemiw Turnpike,null,5422730,31933
419456,15,Ecobeh Loop,null,2782123,11701
419457,19,Sipal Trail,null,3960493,28298
419458,16,Hoza Way,null,8475109,10831
419459,20,Occek Heights,null,8768600,42122
419460,25,Navej View,null,153824,23890
419461,25,Desu Center,null,2721265,27783
419462,25,Kognec Circle,null,7470520,4829
419463,19,Ipuec Ridge,null,6390938,45139
419464,19,Ezlaw Place,null,2937434,35248
419465,25,Serit Avenue,null,3836859,7231
419466,19,Nefik Path,null,5605020,6711
419467,30,Mumkih Plaza,null,7394637,45461
419468,16,Etiam Plaza,null,3945729,28706
419469,19,Tihgaz Manor,null,150445,39930
419470,18,Dahwu Boulevard,null,4503740,11718
419471,20,Zusef Highway,null,2746448,17896
419472,30,Kacri Lane,null,6730307,15533
419473,15,Ojli Parkway,null,528168,21282
419474,25,Jafoh Plaza,null,2644292,37011
419475,19,Cevu Parkway,null,1047430,11629
419476,29,Lued Circle,null,8834074,6748
419477,16,Tane View,null,2122641,38944
419478,16,Cotes Turnpike,null,3569910,43327
419479,29,Zukus Way,null,3537202,5872
419480,30,Saza Road,null,3392183,17277
419481,25,Vofvij Circle,null,2666470,20645
419482,15,Divwe Junction,null,9760686,12919
419483,16,Dofos Road,null,1127013,9980
419484,30,Iflej Turnpike,null,6982571,28217
419485,16,Ijaeva Grove,null,8700673,24978
419486,20,Ovozu Pike,null,2842078,3253
419487,25,Perew Parkway,null,6756446,30928
419488,19,Jouj Manor,null,2930951,24471
419489,25,Koonu Square,null,7217528,6334
419490,25,Liko Heights,null,1064730,20461
419491,30,Arla Court,null,7346349,3781
419492,17,Cecce Pass,null,1634672,9526
419493,16,Wavo Path,null,1624081,29822
419494,17,Mivnuc Turnpike,null,6165496,24631
419495,17,Guncov Way,null,8988519,12284
419496,29,Mipja Park,null,429855,23610
419497,25,Mohik Square,null,1924934,26331
419498,15,Huvuhu Square,null,6512303,37865
419499,29,Nidsu Parkway,null,5138132,25486
419500,25,Igiz Glen,null,3259752,189
419501,19,Roob Road,null,5065200,7871
419502,29,Biki Turnpike,null,8169016,34766
419503,30,Meafa Drive,null,3049647,15934
419504,30,Avga Turnpike,null,249340,33280
419505,29,Uwuofi Center,null,730803,38648
419506,16,Bewoh Trail,null,5701624,7245
419507,16,Hiru Center,null,6279754,94
419508,17,Kuuc Highway,null,1331708,42928
419509,19,Routa Turnpike,null,8496151,34588
419510,18,Adfic Path,null,3851246,3521
419511,20,Rulum Pass,null,8018761,4575
419512,25,Puib Mill,null,967501,19498
419513,15,Cogav Glen,null,3476945,934
419514,15,Ikigig Point,null,5837545,47625
419515,20,Reril Ridge,null,876453,24292
419516,19,Vuttan Parkway,null,4797769,46686
419517,25,Kuof Parkway,null,4930161,32485
419518,15,Imna Road,null,445237,31679
419519,17,Bajpef Junction,null,8749034,44649
419520,20,Ukafe Drive,null,289765,32637
419521,18,Fiwvo Loop,null,9182017,29629
419522,15,Fees Terrace,null,8253435,47553
419523,20,Gifi Trail,null,7570607,27541
419524,19,Tino Path,null,5588174,1205
419525,29,Zivat Court,null,3234917,1998
419526,16,Huwiko Circle,null,6838010,47449
419527,19,Zonruj Mill,null,9466340,17579
419528,16,Rarbad Heights,null,309918,15547
419529,19,Adati Avenue,null,4919278,24365
419530,16,Kamap Terrace,null,7409250,36819
419531,20,Ipzec Pike,null,6361520,42543
419532,19,Hagci Plaza,null,6218179,11977
419533,30,Jogo Road,null,2441826,46911
419534,25,Rewo Turnpike,null,8631208,34809
419535,18,Ozsi Drive,null,7098335,43690
419536,16,Uguen Trail,null,6782464,3296
419537,17,Bumam Center,null,6274589,16218
419538,16,Inihe Place,null,9438420,33693
419539,19,Ijerud Circle,null,5372977,46074
419540,25,Zitun Path,null,8465598,38605
419541,25,Wadveb Drive,null,2785477,39795
419542,25,Mopef Lane,null,8139843,46633
419543,17,Bevu Place,null,3540133,1383
419544,17,Dolgul Way,null,4441529,47325
419545,29,Ribo Square,null,8445486,27684
419546,18,Rucrum Ridge,null,3479274,39643
419547,15,Ulareb Center,null,608238,35799
419548,29,Worito Point,null,4141245,48829
419549,25,Tufep Square,null,7310993,40000
419550,29,Urevak Plaza,null,5667712,8949
419551,30,Zefu Parkway,null,8080144,10931
419552,19,Tizra Pike,null,6163020,20856
419553,19,Nipsu Circle,null,4262091,11994
419554,25,Fotu Key,null,6414691,40260
419555,25,Ladhe Way,null,4092043,5928
419556,30,Ruclun Glen,null,4348620,26575
419557,25,Rezcu Circle,null,1401900,25969
419558,25,Mikfa Way,null,3240965,14406
419559,18,Wadij View,null,7378545,7320
419560,16,Reedu Avenue,null,5461903,3881
419561,18,Cejug Way,null,1836921,44780
419562,15,Giupu Park,null,5562432,41097
419563,30,Tegzu View,null,8950297,43415
419564,19,Ajigu Manor,null,5608387,47107
419565,15,Buzob Pike,null,3486950,41492
419566,15,Zaper Street,null,844798,8981
419567,19,Gisob Lane,null,1602216,17793
419568,15,Kule Pass,null,9493952,38994
419569,19,Niodo Pike,null,2874984,38837
419570,19,Opahe Court,null,5965828,27075
419571,15,Capal Junction,null,6295646,5762
419572,20,Hamlu Avenue,null,5777419,17271
419573,25,Juhpe Junction,null,191770,20051
419574,19,Loltag River,null,9856904,37270
419575,20,Tozor Mill,null,452784,40711
419576,15,Kesab Drive,null,6540587,29052
419577,15,Nugud Center,null,5800382,32824
419578,20,Muzcib Road,null,8615609,17554
419579,16,Culi Manor,null,4656284,37715
419580,20,Muhup Manor,null,1503735,11552
419581,15,Juka Trail,null,5749434,42657
419582,20,Rutzom Highway,null,3319811,9077
419583,20,Duwse Terrace,null,1163178,43546
419584,17,Fitvov Glen,null,9235927,21734
419585,29,Gudol Grove,null,114912,27041
419586,19,Jete Place,null,7005415,24258
419587,17,Samcu Way,null,5270168,14294
419588,29,Pafmu Park,null,4954674,25546
419589,15,Sojeb Place,null,1093125,17440
419590,15,Wewma Glen,null,3426110,24432
419591,16,Fioro Extension,null,7586968,46754
419592,18,Kuhfoz Center,null,1309383,39475
419593,20,Jobfaj Heights,null,4474409,48160
419594,20,Mesfap Mill,null,275914,1432
419595,16,Dedoc Terrace,null,37615,38460
419596,15,Zakti Grove,null,4762640,33326
419597,25,Segaf Path,null,270479,33027
419598,18,Sedpaw Loop,null,6065925,38771
419599,20,Lohu Lane,null,4673098,25402
419600,16,Setif Mill,null,4231698,15881
419601,20,Vesogu Way,null,4590711,26535
419602,16,Kocag Grove,null,2245803,30994
419603,20,Ucgo View,null,4723982,26003
419604,30,Ciziku Manor,null,2876370,12043
419605,30,Univ View,null,2183298,9758
419606,15,Hakfa Boulevard,null,2611224,684
419607,20,Heffo Road,null,7036240,9882
419608,15,Soki Terrace,null,2171557,40499
419609,17,Weduz Park,null,5660394,17552
419610,18,Bune Drive,null,9972667,45178
419611,18,Zavi Junction,null,6467110,34011
419612,20,Hize Loop,null,5094313,41983
419613,29,Cezaf Heights,null,6707393,40005
419614,18,Egipa Turnpike,null,4745804,12548
419615,30,Sikri Key,null,5584832,15087
419616,20,Sima Key,null,6998115,31917
419617,18,Mejti Manor,null,7131489,17839
419618,17,Ufvin Key,null,7993619,237
419619,15,Fupgom Terrace,null,2902448,46894
419620,18,Ipluh Drive,null,2266280,48898
419621,19,Osmi Boulevard,null,5337877,49440
419622,15,Cebpe Drive,null,2157335,46390
419623,19,Iviara Pass,null,9704030,31766
419624,19,Dolig Pass,null,6935925,31875
419625,16,Ciaf Drive,null,582597,30861
419626,25,Catkif Loop,null,4447018,44715
419627,16,Cafa Plaza,null,8444733,10414
419628,15,Ruzuh View,null,7036534,15201
419629,19,Bous View,null,779996,10168
419630,17,Cifer Pike,null,107942,22904
419631,29,Seki Pike,null,8101513,46286
419632,25,Degsit Heights,null,1433895,27787
419633,16,Acduc Pass,null,6190108,44210
419634,18,Umet Point,null,5620670,33719
419635,29,Fefic Center,null,8210380,12536
419636,18,Cekne View,null,1320901,33584
419637,16,Hirnim Manor,null,6584884,33999
419638,29,Tozbef Grove,null,8550392,10314
419639,20,Vene Street,null,6904513,7294
419640,25,Ekzif Mill,null,3209067,13209
419641,29,Tidhen Plaza,null,633965,40342
419642,25,Rideh Key,null,780742,38668
419643,15,Fafen Court,null,8154352,33185
419644,16,Leharu Manor,null,318673,17365
419645,17,Vumibu Highway,null,5397752,45978
419646,20,Wada Key,null,21417,30518
419647,25,Ukafon Mill,null,9216199,8666
419648,20,Ejog Lane,null,5769305,4718
419649,20,Ulri Court,null,4715103,24516
419650,20,Niina Street,null,4835165,35515
419651,25,Hazal Street,null,3602932,45417
419652,19,Joke Parkway,null,6424395,45671
419653,30,Gejsu Ridge,null,6673862,44042
419654,16,Rukve Park,null,9923313,46910
419655,19,Nuuc Park,null,9720183,30118
419656,19,Ruzol Way,null,5643419,19036
419657,15,Nabiv Pike,null,7136063,46708
419658,16,Keji Pike,null,6040384,17180
419659,16,Joid Lane,null,7522322,31583
419660,29,Seum Path,null,6563743,15172
