ID,PRECIO,HOTEL,TIPO_HABITACION,ESTADO
195686,272995,14434,semisuite,deshabilitado
195687,393471,4357,suite,deshabilitado
195688,111912,17677,suite,habilitado
195689,794252,8064,suite,deshabilitado
195690,102220,14532,estandar,deshabilitado
195691,978892,10959,suite,deshabilitado
195692,635763,10369,semisuite,deshabilitado
195693,901957,15034,suite,deshabilitado
195694,497612,9413,estandar,deshabilitado
195695,321612,17435,suite,habilitado
195696,710262,19060,semisuite,habilitado
195697,870889,12719,semisuite,habilitado
195698,191273,4549,estandar,habilitado
195699,886117,636,estandar,habilitado
195700,164871,7674,estandar,habilitado
195701,365145,3918,estandar,deshabilitado
195702,835222,15024,suite,deshabilitado
195703,513676,16664,semisuite,habilitado
195704,503775,10908,estandar,habilitado
195705,985220,12958,semisuite,habilitado
195706,48857,15714,suite,habilitado
195707,311349,14499,suite,deshabilitado
195708,466494,9335,semisuite,habilitado
195709,303850,12940,semisuite,habilitado
195710,66790,10123,semisuite,deshabilitado
195711,134268,9139,suite,habilitado
195712,215684,18005,semisuite,deshabilitado
195713,693556,10680,semisuite,habilitado
195714,213520,16202,suite,habilitado
195715,277171,19117,estandar,deshabilitado
195716,42174,17655,estandar,deshabilitado
195717,615474,9506,estandar,deshabilitado
195718,560419,13138,estandar,habilitado
195719,497066,17279,suite,habilitado
195720,257307,11318,estandar,deshabilitado
195721,672239,11768,suite,deshabilitado
195722,206969,18030,estandar,deshabilitado
195723,335756,13192,suite,deshabilitado
195724,839152,1396,semisuite,habilitado
195725,318195,16327,estandar,deshabilitado
195726,251493,12352,estandar,deshabilitado
195727,448613,2750,semisuite,deshabilitado
195728,681285,1708,estandar,deshabilitado
195729,112439,14760,semisuite,habilitado
195730,414137,12554,suite,deshabilitado
195731,860124,957,semisuite,deshabilitado
195732,894503,9881,semisuite,deshabilitado
195733,660085,5854,estandar,habilitado
195734,959200,9700,semisuite,deshabilitado
195735,142984,6549,suite,habilitado
195736,578897,16176,suite,deshabilitado
195737,732752,5344,semisuite,habilitado
195738,912572,9716,suite,deshabilitado
195739,167171,14441,estandar,habilitado
195740,964508,13997,suite,deshabilitado
195741,955422,9460,estandar,deshabilitado
195742,6200,12421,suite,habilitado
195743,22492,19903,semisuite,deshabilitado
195744,292095,14626,semisuite,deshabilitado
195745,768814,10752,estandar,habilitado
195746,541101,13490,suite,habilitado
195747,322298,2120,semisuite,habilitado
195748,374941,2924,estandar,deshabilitado
195749,398390,11336,suite,deshabilitado
195750,562526,17147,suite,deshabilitado
195751,105056,252,estandar,habilitado
195752,782965,4100,suite,deshabilitado
195753,349972,6717,estandar,deshabilitado
195754,693647,13725,semisuite,deshabilitado
195755,138387,1092,estandar,habilitado
195756,267390,6249,semisuite,habilitado
195757,585593,15920,suite,deshabilitado
195758,246221,7633,semisuite,habilitado
195759,996227,6042,estandar,deshabilitado
195760,352403,5562,estandar,deshabilitado
195761,492380,8750,suite,deshabilitado
195762,771604,17165,semisuite,habilitado
195763,725792,3410,semisuite,habilitado
195764,328671,10107,estandar,deshabilitado
195765,720955,16706,estandar,habilitado
195766,674726,520,estandar,deshabilitado
195767,641986,2228,suite,habilitado
195768,714206,18543,semisuite,habilitado
195769,304382,8473,semisuite,deshabilitado
195770,512833,559,semisuite,deshabilitado
195771,57425,9692,suite,deshabilitado
195772,107301,8529,semisuite,deshabilitado
195773,635004,8513,semisuite,deshabilitado
195774,553373,14585,suite,habilitado
195775,261926,18868,suite,deshabilitado
195776,398555,5798,estandar,habilitado
195777,154527,9116,estandar,habilitado
195778,814653,13521,estandar,habilitado
195779,851759,12616,estandar,deshabilitado
195780,933664,18577,estandar,habilitado
195781,397060,10757,estandar,deshabilitado
195782,459419,5957,semisuite,deshabilitado
195783,85243,1433,semisuite,deshabilitado
195784,318800,690,estandar,habilitado
195785,761985,2624,estandar,deshabilitado
195786,513909,7322,semisuite,habilitado
195787,934121,6118,estandar,deshabilitado
195788,974326,15971,estandar,deshabilitado
195789,154522,1459,semisuite,habilitado
195790,254276,11659,suite,habilitado
195791,571275,4431,estandar,deshabilitado
195792,243094,17056,semisuite,deshabilitado
195793,493915,6491,suite,habilitado
195794,121937,9697,semisuite,deshabilitado
195795,35439,233,semisuite,deshabilitado
195796,995867,2438,suite,habilitado
195797,693346,8019,suite,deshabilitado
195798,653464,125,estandar,deshabilitado
195799,738851,13867,suite,deshabilitado
195800,504428,15645,suite,deshabilitado
195801,337939,2802,suite,deshabilitado
195802,592371,3320,estandar,deshabilitado
195803,854343,1466,suite,habilitado
195804,635926,6648,suite,habilitado
195805,524339,7339,suite,deshabilitado
195806,43903,2246,semisuite,habilitado
195807,562309,13865,suite,deshabilitado
195808,230820,660,estandar,deshabilitado
195809,399820,3975,suite,habilitado
195810,217785,1477,suite,deshabilitado
195811,379904,11197,estandar,habilitado
195812,74598,1788,semisuite,deshabilitado
195813,718792,998,suite,habilitado
195814,294500,6791,estandar,habilitado
195815,154005,10723,estandar,habilitado
195816,320117,2268,suite,habilitado
195817,540201,2400,semisuite,deshabilitado
195818,183402,16575,suite,habilitado
195819,607505,18534,semisuite,deshabilitado
195820,295721,69,estandar,habilitado
195821,549492,2801,estandar,deshabilitado
195822,789061,16056,estandar,deshabilitado
195823,567042,16144,semisuite,habilitado
195824,100786,122,semisuite,habilitado
195825,84536,15020,semisuite,deshabilitado
195826,751477,9684,estandar,habilitado
195827,839027,5355,suite,deshabilitado
195828,434240,12151,estandar,deshabilitado
195829,862648,8835,estandar,habilitado
195830,388173,6980,estandar,deshabilitado
195831,336572,14043,suite,habilitado
195832,621038,17680,estandar,habilitado
195833,519573,13585,semisuite,habilitado
195834,386329,17443,estandar,deshabilitado
195835,450035,19170,estandar,habilitado
195836,126209,18252,semisuite,habilitado
195837,11830,19357,suite,deshabilitado
195838,595217,5278,estandar,habilitado
195839,57467,7520,suite,deshabilitado
195840,32899,2059,estandar,habilitado
195841,917614,15046,semisuite,habilitado
195842,626651,35,semisuite,habilitado
195843,486304,2595,estandar,deshabilitado
195844,154197,7793,semisuite,deshabilitado
195845,568664,11980,estandar,deshabilitado
195846,531148,9712,estandar,habilitado
195847,880186,10350,suite,habilitado
195848,421180,16998,semisuite,deshabilitado
195849,943201,4918,semisuite,habilitado
195850,124448,2203,semisuite,deshabilitado
195851,301949,893,semisuite,habilitado
195852,828640,12843,estandar,deshabilitado
195853,498278,4372,semisuite,deshabilitado
195854,929702,9201,semisuite,deshabilitado
195855,532959,17961,suite,habilitado
195856,13194,12926,suite,deshabilitado
195857,414442,15326,suite,deshabilitado
195858,252927,11303,estandar,deshabilitado
195859,800394,12992,estandar,deshabilitado
195860,834308,7860,semisuite,habilitado
195861,865892,18131,semisuite,deshabilitado
195862,300241,5429,suite,deshabilitado
195863,712729,6655,suite,deshabilitado
195864,573097,5685,semisuite,deshabilitado
195865,183041,12048,semisuite,habilitado
195866,574900,10346,estandar,deshabilitado
195867,253715,17554,suite,deshabilitado
195868,501144,5861,suite,deshabilitado
195869,387372,7150,suite,deshabilitado
195870,926278,16973,suite,habilitado
195871,426472,8145,estandar,deshabilitado
195872,276060,7942,estandar,habilitado
195873,136915,16496,suite,habilitado
195874,501937,14455,semisuite,deshabilitado
195875,491301,17944,semisuite,deshabilitado
195876,7294,2929,semisuite,habilitado
195877,590521,12330,semisuite,habilitado
195878,274410,13812,semisuite,deshabilitado
195879,461283,7535,suite,deshabilitado
195880,978539,14447,estandar,habilitado
195881,494449,15356,suite,habilitado
195882,832514,18437,estandar,habilitado
195883,140147,17050,estandar,habilitado
195884,822853,5351,semisuite,deshabilitado
195885,498551,10899,estandar,deshabilitado
195886,456444,6852,semisuite,habilitado
195887,803853,15648,estandar,deshabilitado
195888,972785,3478,semisuite,habilitado
195889,247705,336,suite,deshabilitado
195890,616801,11360,semisuite,deshabilitado
195891,359696,334,semisuite,deshabilitado
195892,985770,19612,semisuite,habilitado
195893,314259,615,suite,habilitado
195894,545574,9882,suite,deshabilitado
195895,506032,1114,estandar,habilitado
195896,570868,15397,suite,habilitado
195897,487066,574,estandar,habilitado
195898,110343,19002,semisuite,habilitado
195899,944751,13665,estandar,deshabilitado
195900,358751,17473,suite,habilitado
195901,303322,1569,estandar,deshabilitado
195902,983036,6456,suite,deshabilitado
195903,571395,3845,suite,deshabilitado
195904,233560,5615,estandar,deshabilitado
195905,840980,8048,suite,deshabilitado
195906,342162,18619,semisuite,deshabilitado
195907,742514,6700,semisuite,habilitado
195908,830837,12316,semisuite,habilitado
195909,950460,18986,semisuite,habilitado
195910,205688,18041,semisuite,habilitado
195911,659077,14071,semisuite,deshabilitado
195912,787565,11343,estandar,habilitado
195913,69869,8977,estandar,habilitado
195914,925156,13583,semisuite,deshabilitado
195915,633892,13534,suite,habilitado
195916,311886,118,semisuite,habilitado
195917,855691,13087,suite,habilitado
195918,175994,6114,semisuite,deshabilitado
195919,784727,1052,suite,habilitado
195920,742313,10466,semisuite,habilitado
195921,788953,2394,semisuite,habilitado
195922,365971,13191,semisuite,habilitado
195923,711047,11142,suite,deshabilitado
195924,207656,6103,semisuite,deshabilitado
195925,80478,7147,estandar,deshabilitado
195926,273783,7498,estandar,deshabilitado
195927,547732,3309,semisuite,habilitado
195928,583413,1842,estandar,habilitado
195929,1969,17298,estandar,habilitado
195930,382639,7531,semisuite,habilitado
195931,832141,1833,suite,habilitado
195932,361624,16746,suite,habilitado
195933,827008,14446,semisuite,deshabilitado
195934,768528,2401,estandar,habilitado
195935,186365,17233,semisuite,habilitado
195936,376719,5256,suite,habilitado
195937,135004,7217,estandar,deshabilitado
195938,287498,14239,suite,habilitado
195939,375420,4303,estandar,habilitado
195940,941361,3439,estandar,deshabilitado
195941,810363,7110,suite,habilitado
195942,139057,1428,suite,habilitado
195943,271933,19978,estandar,deshabilitado
195944,219238,12163,semisuite,habilitado
195945,187091,12372,estandar,habilitado
195946,62669,5126,suite,habilitado
195947,367101,8069,semisuite,deshabilitado
195948,917457,6819,suite,deshabilitado
195949,85365,5776,suite,habilitado
195950,673655,7506,estandar,habilitado
195951,978278,17125,estandar,habilitado
195952,335397,19004,semisuite,deshabilitado
195953,383023,5651,estandar,deshabilitado
195954,748071,4003,estandar,habilitado
195955,779781,11113,semisuite,habilitado
195956,499107,938,estandar,deshabilitado
195957,160127,14549,estandar,deshabilitado
195958,320468,7302,estandar,habilitado
195959,878066,1075,suite,habilitado
195960,730253,5224,suite,habilitado
195961,598478,2306,suite,deshabilitado
195962,56044,10504,estandar,habilitado
195963,367619,1253,estandar,deshabilitado
195964,410125,18693,suite,habilitado
195965,344877,12436,semisuite,deshabilitado
195966,225539,569,estandar,habilitado
195967,191509,9120,suite,habilitado
195968,907306,10820,estandar,habilitado
195969,370971,734,semisuite,deshabilitado
195970,625214,16846,estandar,habilitado
195971,53953,11770,semisuite,habilitado
195972,615175,19832,estandar,deshabilitado
195973,149331,18786,semisuite,deshabilitado
195974,826104,9455,suite,habilitado
195975,56803,8464,suite,deshabilitado
195976,537336,14704,semisuite,habilitado
195977,435793,4509,estandar,deshabilitado
195978,612055,18476,semisuite,deshabilitado
195979,240931,16531,estandar,habilitado
195980,620565,7517,semisuite,deshabilitado
195981,296905,6635,suite,deshabilitado
195982,378975,11606,semisuite,deshabilitado
195983,713601,19549,suite,habilitado
195984,585905,15523,semisuite,deshabilitado
195985,284230,380,suite,habilitado
195986,112811,4489,estandar,deshabilitado
195987,915997,17446,suite,habilitado
195988,724756,12725,suite,habilitado
195989,253265,8255,suite,deshabilitado
195990,922217,13313,suite,habilitado
195991,918770,10543,estandar,habilitado
195992,854018,12830,estandar,deshabilitado
195993,190501,14909,suite,habilitado
195994,712928,6030,suite,habilitado
195995,319592,1822,suite,habilitado
195996,39269,15748,semisuite,habilitado
195997,934118,15905,estandar,deshabilitado
195998,372839,9146,semisuite,deshabilitado
195999,201532,18398,estandar,deshabilitado
196000,451802,7876,estandar,habilitado
196001,393449,9184,semisuite,deshabilitado
196002,417938,12583,suite,habilitado
196003,151292,3485,semisuite,deshabilitado
196004,463464,15755,suite,habilitado
196005,742448,1503,estandar,habilitado
196006,559883,5343,estandar,deshabilitado
196007,755593,7469,estandar,habilitado
196008,356481,11713,semisuite,habilitado
196009,887510,19552,estandar,deshabilitado
196010,984710,7942,estandar,deshabilitado
196011,41784,13523,suite,deshabilitado
196012,78560,6204,suite,habilitado
196013,442964,15015,semisuite,habilitado
196014,809656,14079,suite,deshabilitado
196015,733266,19688,suite,deshabilitado
196016,464065,16889,suite,deshabilitado
196017,199378,9732,semisuite,habilitado
196018,325530,1064,semisuite,habilitado
196019,63873,7269,suite,habilitado
196020,939517,1520,estandar,habilitado
196021,865657,7098,suite,deshabilitado
196022,263350,6263,suite,deshabilitado
196023,521487,8619,semisuite,habilitado
196024,147192,13619,estandar,habilitado
196025,80860,1393,semisuite,deshabilitado
196026,363648,10797,estandar,deshabilitado
196027,959763,15466,semisuite,deshabilitado
196028,612049,6825,semisuite,deshabilitado
196029,6115,4237,suite,deshabilitado
196030,400021,4375,suite,habilitado
196031,34860,17232,estandar,habilitado
196032,16667,5562,estandar,deshabilitado
196033,111555,2990,estandar,deshabilitado
196034,83987,17656,estandar,deshabilitado
196035,995606,16065,semisuite,deshabilitado
196036,630832,2653,semisuite,deshabilitado
196037,354308,7302,suite,deshabilitado
196038,989012,10006,estandar,deshabilitado
196039,94857,19305,semisuite,habilitado
196040,205709,7594,suite,deshabilitado
196041,986020,7228,semisuite,habilitado
196042,444842,12610,estandar,habilitado
196043,700857,16592,estandar,habilitado
196044,166653,5535,semisuite,deshabilitado
196045,454743,8317,suite,habilitado
196046,224944,8574,estandar,habilitado
196047,284591,17552,suite,habilitado
196048,981651,8290,semisuite,habilitado
196049,39437,7608,suite,deshabilitado
196050,48209,7102,semisuite,habilitado
196051,333327,3039,semisuite,deshabilitado
196052,320510,3341,suite,habilitado
196053,122783,8671,estandar,habilitado
196054,257127,10518,suite,habilitado
196055,106132,15187,suite,deshabilitado
196056,942421,17,estandar,habilitado
196057,645226,8576,estandar,habilitado
196058,618842,8890,semisuite,deshabilitado
196059,804829,9110,estandar,habilitado
196060,42275,2784,semisuite,deshabilitado
196061,547284,19940,semisuite,deshabilitado
196062,942717,13792,semisuite,habilitado
196063,353252,12507,suite,deshabilitado
196064,494788,16837,suite,habilitado
196065,885234,5672,semisuite,habilitado
196066,530395,17443,semisuite,deshabilitado
196067,894418,1746,semisuite,deshabilitado
196068,761441,8117,semisuite,deshabilitado
196069,276765,4825,suite,deshabilitado
196070,909183,12286,suite,deshabilitado
196071,836687,9397,semisuite,deshabilitado
196072,794959,12508,semisuite,deshabilitado
196073,661432,4261,estandar,deshabilitado
196074,723763,3550,semisuite,deshabilitado
196075,312988,1055,semisuite,deshabilitado
196076,74034,7664,estandar,deshabilitado
196077,565716,13371,suite,habilitado
196078,447716,14098,estandar,habilitado
196079,244153,2933,estandar,habilitado
196080,664397,19810,suite,habilitado
196081,981646,19943,suite,deshabilitado
196082,372992,16216,estandar,deshabilitado
196083,917607,12323,estandar,deshabilitado
196084,22249,17415,estandar,deshabilitado
196085,977492,11885,semisuite,habilitado
196086,657014,2761,suite,deshabilitado
196087,413839,11669,semisuite,deshabilitado
196088,847571,2615,suite,deshabilitado
196089,807909,3137,semisuite,habilitado
196090,891797,15806,estandar,deshabilitado
196091,498985,2793,suite,deshabilitado
196092,181963,18307,semisuite,habilitado
196093,151993,13100,estandar,habilitado
196094,108295,8730,estandar,habilitado
196095,83140,10838,suite,deshabilitado
196096,430184,11209,estandar,deshabilitado
196097,841935,10633,estandar,deshabilitado
196098,968456,6893,suite,deshabilitado
196099,661116,6109,estandar,deshabilitado
196100,920049,13401,estandar,deshabilitado
196101,597661,6929,estandar,deshabilitado
196102,554250,1523,suite,deshabilitado
196103,907732,13106,semisuite,habilitado
196104,296302,15460,suite,deshabilitado
196105,602471,11838,estandar,habilitado
196106,970733,18721,estandar,deshabilitado
196107,252406,4540,estandar,habilitado
196108,274724,3002,semisuite,deshabilitado
196109,363492,15246,estandar,deshabilitado
196110,649479,14856,estandar,deshabilitado
196111,125604,11638,semisuite,deshabilitado
196112,51720,19603,suite,deshabilitado
196113,363964,1524,suite,deshabilitado
196114,245164,4235,estandar,habilitado
196115,730778,9483,suite,habilitado
196116,872601,6848,suite,habilitado
196117,900570,7911,estandar,deshabilitado
196118,190944,16629,semisuite,habilitado
196119,834211,2101,suite,deshabilitado
196120,749040,1424,semisuite,habilitado
196121,927402,18972,semisuite,habilitado
196122,658663,13303,estandar,habilitado
196123,621795,862,estandar,habilitado
196124,238509,2341,estandar,deshabilitado
196125,662618,6139,semisuite,deshabilitado
196126,252676,12159,semisuite,deshabilitado
196127,351377,11440,semisuite,deshabilitado
196128,458603,1189,suite,deshabilitado
196129,288502,11234,suite,deshabilitado
196130,631206,10225,estandar,habilitado
196131,687890,3019,estandar,habilitado
196132,401561,6947,semisuite,habilitado
196133,823840,345,semisuite,habilitado
196134,486449,11692,estandar,habilitado
196135,562609,16544,estandar,deshabilitado
196136,528106,7858,estandar,habilitado
196137,661256,15836,semisuite,habilitado
196138,854735,17630,semisuite,deshabilitado
196139,435556,16894,suite,deshabilitado
196140,432303,18892,semisuite,habilitado
196141,193811,2511,semisuite,habilitado
196142,610747,10814,estandar,deshabilitado
196143,975880,207,estandar,deshabilitado
196144,839000,4632,semisuite,deshabilitado
196145,832163,4021,semisuite,deshabilitado
196146,160515,15224,semisuite,habilitado
196147,427197,19993,estandar,deshabilitado
196148,191892,10268,semisuite,deshabilitado
196149,400535,4002,estandar,deshabilitado
196150,826688,3325,suite,deshabilitado
196151,790235,18345,estandar,deshabilitado
196152,439408,13805,semisuite,habilitado
196153,875244,18161,suite,habilitado
196154,666901,15715,suite,habilitado
196155,931795,2774,suite,habilitado
196156,821541,9398,estandar,habilitado
196157,454328,2306,suite,deshabilitado
196158,550887,1328,semisuite,habilitado
196159,710170,18760,semisuite,deshabilitado
196160,881528,1553,estandar,habilitado
196161,622025,176,estandar,habilitado
196162,154633,7159,semisuite,deshabilitado
196163,825913,8270,estandar,habilitado
196164,548324,6698,suite,deshabilitado
196165,881736,13388,suite,habilitado
196166,827982,1330,semisuite,deshabilitado
196167,617306,16132,suite,habilitado
196168,483340,16206,semisuite,habilitado
196169,932335,13301,estandar,deshabilitado
196170,543821,10004,estandar,deshabilitado
196171,220294,9741,suite,deshabilitado
196172,51960,7353,suite,deshabilitado
196173,321331,11258,suite,deshabilitado
196174,225078,5747,suite,habilitado
196175,607981,18745,semisuite,deshabilitado
196176,574578,12726,semisuite,deshabilitado
196177,425844,7059,semisuite,deshabilitado
196178,702818,3852,suite,habilitado
196179,185102,12061,semisuite,deshabilitado
196180,888350,16588,suite,habilitado
196181,102193,11817,semisuite,habilitado
196182,55229,749,suite,habilitado
196183,621173,4669,suite,habilitado
196184,989280,10742,estandar,habilitado
196185,166838,10612,suite,deshabilitado
196186,715065,1395,suite,deshabilitado
196187,894461,9075,semisuite,habilitado
196188,146406,10684,estandar,deshabilitado
196189,908415,407,semisuite,deshabilitado
196190,14306,18367,semisuite,habilitado
196191,234483,11192,semisuite,deshabilitado
196192,28234,19164,semisuite,habilitado
196193,828111,1770,suite,deshabilitado
196194,738694,18261,estandar,habilitado
196195,815603,5999,suite,deshabilitado
196196,243396,8105,semisuite,habilitado
196197,298807,2873,suite,habilitado
196198,641613,4764,semisuite,deshabilitado
196199,881851,19441,suite,deshabilitado
196200,466117,8447,estandar,deshabilitado
196201,952251,13962,semisuite,habilitado
196202,102640,12320,suite,deshabilitado
196203,344736,13099,semisuite,habilitado
196204,834204,8425,semisuite,deshabilitado
196205,340368,810,suite,deshabilitado
196206,18305,466,suite,habilitado
196207,214174,16484,semisuite,deshabilitado
196208,346664,14957,estandar,habilitado
196209,277803,5066,semisuite,habilitado
196210,578141,2507,semisuite,deshabilitado
196211,481826,12956,estandar,habilitado
196212,10569,7192,estandar,deshabilitado
196213,627689,12455,estandar,deshabilitado
196214,849943,14556,suite,habilitado
196215,700935,12202,suite,habilitado
196216,608117,15170,suite,habilitado
196217,34334,9361,semisuite,deshabilitado
196218,504312,17804,semisuite,habilitado
196219,643743,5445,estandar,deshabilitado
196220,455777,14945,suite,habilitado
196221,132334,7596,estandar,deshabilitado
196222,611872,5747,semisuite,deshabilitado
196223,965148,13836,estandar,deshabilitado
196224,790775,16301,semisuite,habilitado
196225,341435,7505,suite,habilitado
196226,399016,16556,semisuite,deshabilitado
196227,41258,19747,suite,deshabilitado
196228,490625,7551,suite,deshabilitado
196229,895482,16237,semisuite,deshabilitado
196230,703122,14207,estandar,habilitado
196231,282597,10501,estandar,deshabilitado
196232,526780,18869,suite,habilitado
196233,912180,3858,semisuite,habilitado
196234,4452,591,estandar,habilitado
196235,936718,1524,estandar,deshabilitado
196236,724984,995,semisuite,deshabilitado
196237,464052,14111,semisuite,deshabilitado
196238,737267,8872,suite,deshabilitado
196239,15789,18758,suite,deshabilitado
196240,24018,417,semisuite,habilitado
196241,142124,3072,estandar,habilitado
196242,279324,15540,suite,habilitado
196243,362314,7471,estandar,habilitado
196244,508894,12744,suite,deshabilitado
196245,747855,12240,suite,deshabilitado
196246,906470,2503,estandar,deshabilitado
196247,409301,17946,semisuite,deshabilitado
196248,999274,6977,suite,habilitado
196249,234949,14913,estandar,deshabilitado
196250,154985,10350,semisuite,habilitado
196251,792925,19069,estandar,deshabilitado
196252,897117,4176,suite,deshabilitado
196253,194121,4385,semisuite,habilitado
196254,200199,9791,estandar,deshabilitado
196255,605432,3555,estandar,deshabilitado
196256,317131,15727,suite,deshabilitado
196257,378377,4933,suite,deshabilitado
196258,404275,12642,semisuite,deshabilitado
196259,12368,1680,suite,deshabilitado
196260,572963,9974,semisuite,deshabilitado
196261,867718,8938,suite,deshabilitado
196262,542859,4712,estandar,habilitado
196263,484198,15113,estandar,habilitado
196264,67133,11295,estandar,deshabilitado
196265,604020,9666,semisuite,deshabilitado
196266,466287,14574,semisuite,habilitado
196267,36221,2579,semisuite,habilitado
196268,427339,3884,semisuite,deshabilitado
196269,758579,16014,semisuite,deshabilitado
196270,954001,17137,estandar,habilitado
196271,254587,5270,estandar,deshabilitado
196272,445745,17434,suite,habilitado
196273,224304,14837,estandar,deshabilitado
196274,582368,1753,semisuite,deshabilitado
196275,181954,12389,semisuite,deshabilitado
196276,470683,17071,semisuite,deshabilitado
196277,501631,14801,semisuite,habilitado
196278,964280,1012,estandar,habilitado
196279,575104,18877,suite,habilitado
196280,913957,19817,semisuite,deshabilitado
196281,51434,10609,estandar,deshabilitado
196282,114244,3576,semisuite,deshabilitado
196283,81830,14003,semisuite,habilitado
196284,138915,9645,semisuite,deshabilitado
196285,326475,1963,suite,habilitado
196286,775518,6546,estandar,habilitado
196287,374846,118,semisuite,habilitado
196288,970866,18255,semisuite,habilitado
196289,863802,1552,estandar,habilitado
196290,469576,6860,estandar,deshabilitado
196291,261707,17167,estandar,habilitado
196292,808265,887,suite,deshabilitado
196293,212034,9951,suite,habilitado
196294,356316,16508,suite,deshabilitado
196295,287201,16415,suite,deshabilitado
196296,700106,4254,semisuite,habilitado
196297,95363,11607,semisuite,habilitado
196298,348195,1330,estandar,habilitado
196299,28246,19106,estandar,habilitado
196300,142637,3808,suite,deshabilitado
196301,101525,16264,estandar,habilitado
196302,726936,18715,semisuite,deshabilitado
196303,26455,15278,suite,deshabilitado
196304,897282,13412,semisuite,habilitado
196305,965308,16940,semisuite,habilitado
196306,408665,10318,estandar,deshabilitado
196307,693532,14089,estandar,habilitado
196308,367101,3807,estandar,habilitado
196309,199694,17540,semisuite,deshabilitado
196310,728970,1539,estandar,habilitado
196311,738168,15843,semisuite,deshabilitado
196312,808402,11552,suite,habilitado
196313,362934,18776,estandar,habilitado
196314,347710,14765,estandar,habilitado
196315,878917,8601,estandar,deshabilitado
196316,172157,11527,estandar,habilitado
196317,455347,9671,suite,deshabilitado
196318,892790,9622,suite,deshabilitado
196319,385951,10199,estandar,deshabilitado
196320,176552,17680,suite,deshabilitado
196321,766732,12725,estandar,habilitado
196322,583047,3105,estandar,deshabilitado
196323,550009,370,semisuite,deshabilitado
196324,609187,6925,estandar,habilitado
196325,505612,18723,suite,habilitado
196326,696926,154,suite,habilitado
196327,504005,19809,semisuite,habilitado
196328,568348,17408,suite,habilitado
196329,534508,1762,estandar,habilitado
196330,667794,2431,estandar,deshabilitado
196331,145593,12849,suite,deshabilitado
196332,516301,7563,suite,deshabilitado
196333,768916,5644,estandar,habilitado
196334,149109,11792,semisuite,habilitado
196335,612262,8128,suite,deshabilitado
196336,10973,14136,semisuite,habilitado
196337,524466,1243,semisuite,habilitado
196338,727966,18471,suite,habilitado
196339,587941,14073,suite,habilitado
196340,796639,6249,suite,deshabilitado
196341,272992,12428,suite,habilitado
196342,806111,16748,estandar,deshabilitado
196343,284896,12768,suite,deshabilitado
196344,684316,19736,semisuite,deshabilitado
196345,403024,6072,estandar,deshabilitado
196346,242829,1645,estandar,habilitado
196347,698134,10675,estandar,habilitado
196348,284175,6668,estandar,habilitado
196349,303883,11397,semisuite,deshabilitado
196350,875805,1861,estandar,habilitado
196351,15620,2009,semisuite,habilitado
196352,844527,2385,semisuite,deshabilitado
196353,642840,2237,estandar,deshabilitado
196354,882597,11754,estandar,habilitado
196355,893704,11434,semisuite,habilitado
196356,683698,4950,estandar,deshabilitado
196357,778959,17041,estandar,habilitado
196358,804282,17218,estandar,deshabilitado
196359,44346,1508,estandar,deshabilitado
196360,867769,8008,semisuite,habilitado
196361,711192,3524,estandar,deshabilitado
196362,161604,13646,semisuite,deshabilitado
196363,567354,2454,semisuite,deshabilitado
196364,872468,19128,suite,habilitado
196365,866942,8934,estandar,deshabilitado
196366,142898,15517,semisuite,habilitado
196367,973094,3489,suite,habilitado
196368,312078,18312,estandar,deshabilitado
196369,775636,10215,suite,habilitado
196370,707290,2673,estandar,habilitado
196371,951174,5318,estandar,deshabilitado
196372,728190,9966,suite,habilitado
196373,949772,1760,suite,deshabilitado
196374,684713,15988,suite,deshabilitado
196375,14197,11720,suite,deshabilitado
196376,809043,11672,suite,deshabilitado
196377,776050,6030,estandar,habilitado
196378,222284,15304,estandar,habilitado
196379,244705,5958,suite,habilitado
196380,640284,15634,suite,deshabilitado
196381,862655,16619,estandar,deshabilitado
196382,841339,8093,suite,habilitado
196383,548317,2403,suite,habilitado
196384,825949,13886,suite,habilitado
196385,251107,6214,semisuite,habilitado
196386,121039,5761,semisuite,deshabilitado
196387,606400,3783,semisuite,deshabilitado
196388,250084,2056,suite,deshabilitado
196389,449242,552,semisuite,habilitado
196390,352274,9673,suite,habilitado
196391,423777,5912,estandar,deshabilitado
196392,108647,6460,semisuite,habilitado
196393,21106,5415,suite,habilitado
196394,690763,9387,estandar,habilitado
196395,532088,17272,estandar,deshabilitado
196396,279811,15768,estandar,deshabilitado
196397,799487,4590,semisuite,habilitado
196398,700094,14932,suite,deshabilitado
196399,27085,19482,estandar,deshabilitado
196400,65145,11105,estandar,deshabilitado
196401,132439,4577,suite,habilitado
196402,556529,8761,semisuite,habilitado
196403,900673,16224,estandar,deshabilitado
196404,37896,6257,estandar,habilitado
196405,686297,11995,estandar,habilitado
196406,491217,3675,suite,habilitado
196407,936063,2909,suite,habilitado
196408,919430,466,suite,deshabilitado
196409,617417,979,suite,deshabilitado
196410,117821,3566,semisuite,deshabilitado
196411,504093,15597,suite,deshabilitado
196412,895103,983,semisuite,habilitado
196413,782557,16048,estandar,habilitado
196414,588825,10172,semisuite,habilitado
196415,37659,7961,suite,habilitado
196416,481372,12597,suite,habilitado
196417,190602,18143,semisuite,deshabilitado
196418,289738,16842,estandar,deshabilitado
196419,371655,2866,suite,habilitado
196420,232738,5857,semisuite,deshabilitado
