ID,COSTO,INTERNET_TV,ADMINISTRACION,PERSONA
119807,129924,0,1,53910
119808,587784,1,1,132787
119809,248923,1,1,8251
119810,996447,1,1,116656
119811,186076,0,0,17106
119812,761822,0,0,128052
119813,76717,1,0,72214
119814,665160,0,0,69969
119815,427009,0,0,123106
119816,315868,0,0,18674
119817,460939,0,0,110772
119818,245841,1,1,44381
119819,940282,0,0,135599
119820,477430,1,1,81375
119821,812668,0,1,46026
119822,169147,1,1,148039
119823,267524,1,0,94676
119824,346968,1,1,138492
119825,928529,1,1,132900
119826,313947,1,1,149538
119827,353847,0,0,130687
119828,164911,0,1,97561
119829,491617,1,1,56450
119830,790220,0,0,49118
119831,972444,0,0,89450
119832,389824,1,0,53023
119833,649330,1,0,139144
119834,704174,0,0,121362
119835,972223,0,1,73149
119836,97532,1,1,66472
119837,1281,1,1,105566
119838,558368,1,0,94677
119839,791919,0,0,80265
119840,936759,1,0,107768
119841,57741,0,0,125392
119842,40444,0,0,81026
119843,827456,1,0,122897
119844,544731,1,1,58808
119845,921214,1,0,64033
119846,656964,1,0,132499
119847,589320,1,0,90952
119848,893338,1,1,118071
119849,258426,1,0,5675
119850,311504,0,0,111959
119851,704234,0,1,1483
119852,726718,0,0,15118
119853,255392,0,0,39472
119854,697235,0,0,138812
119855,38086,1,0,123402
119856,521971,1,0,15964
119857,367732,0,1,26502
119858,367262,1,1,26816
119859,82080,0,1,94723
119860,628233,1,1,89686
119861,701928,0,0,93668
119862,641929,0,0,68892
119863,776778,0,1,118093
119864,643084,1,0,126839
119865,98579,1,0,47778
119866,269067,0,1,50555
119867,157648,0,0,125145
119868,227012,1,0,44576
119869,599353,1,1,4373
119870,839819,1,1,141654
119871,522508,1,0,141651
119872,529638,0,1,57944
119873,191217,1,1,17669
119874,708044,0,1,24290
119875,882891,0,1,27760
119876,667354,1,0,122909
119877,698743,0,1,108662
119878,789064,0,0,12062
119879,735942,0,0,58517
119880,111491,1,0,145556
119881,369961,1,1,107116
119882,968661,0,1,106266
119883,907041,1,1,61282
119884,754402,0,0,127576
119885,187306,1,1,80513
119886,410345,0,1,133682
119887,180768,0,1,90484
119888,726105,0,1,130901
119889,321852,1,1,71704
119890,763079,0,0,77607
119891,128630,0,1,123436
119892,732230,1,0,85187
119893,773953,0,1,144697
119894,14786,0,0,132598
119895,116656,0,1,113281
119896,130423,1,0,90254
119897,778615,0,1,33916
119898,838927,0,1,34281
119899,5922,0,1,126337
119900,109792,1,0,116337
119901,706626,0,1,138160
119902,805256,1,1,45603
119903,179197,1,0,3972
119904,414947,1,1,17290
119905,40474,1,1,23786
119906,62704,1,0,5777
119907,159654,1,0,35111
119908,188025,1,0,149191
119909,544352,0,1,52658
119910,696575,0,1,21972
119911,186966,1,0,84290
119912,607380,1,1,13691
119913,694275,0,1,146946
119914,191344,1,1,126464
119915,395776,1,1,49687
119916,332207,0,1,116610
119917,60300,0,0,50770
119918,218065,0,0,106263
119919,547161,0,1,77365
119920,957930,0,1,96899
119921,389566,1,0,122722
119922,302472,0,0,144808
119923,218791,1,1,89594
119924,938176,0,1,123248
119925,959159,1,1,107371
119926,193690,1,0,33626
119927,936253,1,0,45338
119928,236788,0,0,135333
119929,22505,1,0,50038
119930,836951,0,1,6177
119931,219432,0,0,64328
119932,729157,1,1,68601
119933,380766,0,0,142744
119934,246617,1,1,56308
119935,30350,0,0,28319
119936,753997,1,1,111495
119937,380608,0,1,89308
119938,537550,1,1,118711
119939,400788,1,1,50268
119940,180939,0,0,28941
119941,569201,0,1,18540
119942,783421,1,0,128578
119943,795998,0,0,25227
119944,679709,0,0,61870
119945,898322,1,1,147661
119946,248434,1,1,22269
119947,720033,1,0,128479
119948,686810,1,1,40430
119949,587137,1,1,146868
119950,902786,0,1,841
119951,575294,1,1,93045
119952,134594,0,1,57040
119953,334959,1,0,88562
119954,876320,0,0,73607
119955,513520,0,1,84708
119956,565316,1,1,5843
119957,362163,0,0,88237
119958,36666,1,1,15071
119959,13987,0,0,149578
119960,736359,1,1,82361
119961,395661,0,0,60310
119962,76912,0,0,19692
119963,422880,0,0,66268
119964,460251,1,1,111847
119965,338949,0,0,124372
119966,632212,0,0,6117
119967,637848,0,1,114520
119968,69026,0,1,118354
119969,254609,1,0,60815
119970,140906,0,1,131022
119971,887058,1,0,116068
119972,103929,1,0,141572
119973,640244,1,0,10200
119974,522270,1,1,102237
119975,797812,1,1,133231
119976,625230,1,1,147498
119977,347999,1,0,24922
119978,846294,0,1,82200
119979,717315,1,1,115990
119980,994026,1,1,38054
119981,524757,1,0,37830
119982,140251,1,1,37456
119983,115037,0,0,62004
119984,610817,1,1,149892
119985,573142,1,1,86446
119986,492096,1,1,46168
119987,321998,0,1,99820
119988,304599,0,1,113742
119989,270186,1,1,24652
119990,241729,1,1,79988
119991,86311,1,1,39217
119992,448883,1,0,41877
119993,526295,0,1,2336
119994,167551,0,1,98345
119995,776657,0,1,72091
119996,32341,1,1,67841
119997,559309,1,1,107407
119998,30219,0,1,133610
119999,24667,1,0,124105
120000,938235,0,0,69695
120001,465096,1,1,142497
120002,50129,1,0,53848
120003,669864,1,0,65901
120004,292602,0,1,54760
120005,635465,1,0,64489
120006,450253,0,1,124448
120007,567960,0,0,107597
120008,843416,1,1,100453
120009,335439,0,1,8470
120010,199656,0,0,17034
120011,885235,1,1,328
120012,30621,1,1,104671
120013,630895,1,0,57286
120014,788771,0,0,34721
120015,840677,0,0,131718
120016,403434,0,0,15060
120017,718184,0,0,139820
120018,344567,0,1,71167
120019,764210,0,1,30880
120020,788208,0,0,43740
120021,64273,0,0,135103
120022,498898,0,0,104423
120023,620150,0,1,94528
120024,818466,0,0,8282
120025,687472,1,1,112818
120026,939348,0,1,91055
120027,265527,0,1,32180
120028,514946,1,1,4364
120029,554594,1,1,100791
120030,465009,0,1,148879
120031,301912,1,1,149549
120032,2823,0,0,18586
120033,723321,0,0,109028
120034,505674,1,1,76046
120035,82311,0,0,68955
120036,533527,1,0,36050
120037,415163,0,0,18333
120038,404995,0,0,75600
120039,595945,0,0,107915
120040,139973,0,1,923
120041,358472,1,1,83037
120042,231062,0,0,853
120043,545914,0,1,115295
120044,754061,0,0,74311
120045,773938,0,1,66446
120046,674114,0,1,31307
120047,817894,1,0,97185
120048,559578,1,0,103898
120049,412867,0,0,142337
120050,326985,0,1,40107
120051,20965,1,1,53839
120052,680795,0,0,126716
120053,484932,1,0,109802
120054,818967,0,0,137837
120055,209689,0,0,52482
120056,657719,1,1,120712
120057,674388,1,1,78947
120058,389612,0,1,131296
120059,912233,1,1,44289
120060,817184,1,1,99499
120061,546339,0,1,16971
120062,351512,0,1,126133
120063,367536,0,1,24277
120064,789178,0,1,113271
120065,972718,0,0,63818
120066,189021,1,1,35347
120067,811541,1,0,44028
120068,568051,1,1,36848
120069,250721,0,0,4003
120070,596388,1,0,111707
120071,500888,0,0,66771
120072,788990,0,1,11818
120073,554750,1,0,94636
120074,921846,1,1,43637
120075,363287,1,1,58144
120076,7600,0,1,127578
120077,97569,1,1,50509
120078,190895,1,0,67068
120079,481150,0,1,129004
120080,190230,0,1,62529
120081,940138,0,0,26490
120082,792748,1,0,83634
120083,534297,0,1,78528
120084,329654,1,0,72095
120085,80067,1,1,28462
120086,562709,0,1,43234
120087,119740,1,1,145677
120088,895218,0,0,26380
120089,634510,0,0,139819
120090,556495,1,1,15941
120091,882833,1,0,68214
120092,57431,0,1,112607
120093,199370,0,1,49842
120094,788266,0,1,137498
120095,568856,1,0,110984
120096,71825,0,0,61055
120097,648194,1,1,62164
120098,569530,0,0,26652
120099,250172,0,0,100882
120100,723002,1,1,70887
120101,206520,1,0,106965
120102,433422,0,0,143481
120103,951948,1,0,35724
120104,486451,1,1,1344
120105,354463,1,1,82577
120106,755103,0,1,80658
120107,679581,0,1,46011
120108,935028,1,1,45157
120109,165368,0,0,49156
120110,526385,0,0,87937
120111,721916,1,0,102563
120112,168976,0,0,52705
120113,908410,1,0,117402
120114,21253,0,0,34268
120115,725440,1,0,120379
120116,77186,1,1,137803
120117,78450,0,1,24842
120118,440790,0,0,11044
120119,165122,1,0,27380
120120,955831,0,1,123633
120121,530278,0,0,117827
120122,755514,1,0,136660
120123,422978,1,1,123364
120124,534776,1,1,114911
120125,87703,0,0,26977
120126,81202,1,1,92645
120127,906976,1,0,34476
120128,732288,0,1,79237
120129,400398,0,1,23783
120130,75199,0,1,63162
120131,217392,0,1,98903
120132,973529,0,1,23109
120133,646415,0,0,121053
120134,272981,0,0,137084
120135,828692,0,1,140975
120136,173073,1,1,44442
120137,538495,0,1,103558
120138,41117,1,1,1604
120139,33280,1,0,136867
120140,931891,0,0,14719
120141,763144,1,0,141388
120142,418220,0,0,319
120143,166475,0,0,107797
120144,8068,1,0,103763
120145,209066,1,1,99135
120146,870473,1,0,108296
120147,263737,1,0,65892
120148,298988,0,1,57812
120149,392059,0,1,126569
120150,713936,1,0,61516
120151,467344,0,1,44400
120152,215344,1,0,82807
120153,233822,1,0,121723
120154,751716,0,0,109182
120155,90430,0,1,75310
120156,955406,0,0,5896
120157,898711,1,1,100545
120158,286413,1,0,125809
120159,296162,0,1,102360
120160,661439,1,0,59253
120161,427149,1,0,146771
120162,882321,1,1,126718
120163,158241,0,0,100024
120164,309200,0,0,95843
120165,988346,1,1,46006
120166,656262,0,1,9115
120167,269334,1,0,14314
120168,486280,1,1,78566
120169,282345,0,1,10065
120170,86327,0,1,86816
120171,944378,1,1,114587
120172,160472,1,1,87919
120173,686774,0,0,62149
120174,737660,0,1,90211
120175,693558,1,1,103780
120176,278756,1,1,3011
120177,37005,0,0,66656
120178,178086,0,1,118156
120179,44984,0,1,130534
120180,522330,0,0,99367
120181,217387,1,1,37129
120182,508722,1,0,15691
120183,978318,1,0,11803
120184,452423,0,1,18850
120185,439064,1,1,97257
120186,782002,1,0,75443
120187,399852,1,0,94259
120188,23370,0,0,38233
120189,939567,0,0,41496
120190,295543,1,1,12135
120191,70430,0,1,25761
120192,355763,1,1,117089
120193,479805,0,0,68503
120194,169444,1,0,79513
120195,33244,0,0,149142
120196,753743,0,1,32321
120197,900943,1,1,17022
120198,138315,1,1,72680
120199,830833,1,0,136963
120200,795821,1,1,140074
120201,973985,1,0,76774
120202,303522,1,0,145428
120203,505862,0,1,67422
120204,225729,1,1,6497
120205,747487,0,1,21698
120206,142265,0,1,625
120207,188150,0,0,99746
120208,729788,0,0,106551
120209,63096,1,0,115481
120210,815090,1,0,24614
120211,631878,1,0,143698
120212,824103,0,0,53180
120213,905412,0,1,40173
120214,603540,0,1,110060
120215,1186,1,0,3751
120216,437596,1,0,138997
120217,514195,0,1,133444
120218,39088,1,0,83223
120219,797584,0,1,43839
120220,926903,1,0,112095
120221,682982,1,0,40613
120222,535579,0,1,129468
120223,526920,0,1,28066
120224,383048,1,1,148741
120225,938518,1,1,12171
120226,322496,0,0,21652
120227,128493,1,0,40734
120228,853878,1,0,43174
120229,362305,1,1,117174
120230,49463,0,0,45631
120231,312667,1,0,49326
120232,219798,0,0,74680
120233,38708,1,0,48122
120234,974575,0,1,112265
120235,305755,1,1,122453
120236,4936,1,1,145968
120237,776039,0,0,117784
120238,845896,1,1,10582
120239,364382,1,1,124163
120240,848397,0,0,106765
120241,636032,0,0,64744
120242,765885,0,1,54461
120243,783889,1,1,146147
120244,310223,1,0,117106
120245,608104,1,1,10850
120246,622576,0,0,42951
120247,326530,1,1,8841
120248,863237,1,1,97556
120249,177659,1,1,112196
120250,448501,0,1,86651
120251,678664,1,0,51691
120252,5196,1,0,138434
120253,887056,1,0,108784
120254,577091,1,0,58479
120255,203458,1,1,53328
120256,329256,0,0,117291
120257,353323,1,1,108636
120258,454029,1,0,125241
120259,943064,0,1,28256
120260,841954,1,0,11760
120261,194727,1,1,85685
120262,874113,0,0,127122
120263,184127,1,1,116156
120264,380639,0,1,37138
120265,678882,1,1,32525
120266,256344,0,0,7617
120267,833952,1,0,153
120268,91719,1,0,101472
120269,830024,1,0,54855
120270,726113,1,0,7058
120271,84157,0,0,124185
120272,751562,1,0,127239
120273,868484,0,0,56478
120274,900370,1,1,86582
120275,751180,0,0,71473
120276,78017,1,0,5466
120277,428968,0,1,60813
120278,440479,0,1,111245
120279,1231,1,1,147820
120280,11343,1,0,77941
120281,267502,0,0,72399
120282,959646,1,1,96586
120283,81032,0,0,8227
120284,398614,0,0,53637
120285,744167,1,1,134053
120286,738555,1,1,35936
120287,311779,0,1,115937
120288,223680,1,1,114156
120289,744660,1,0,56299
120290,598011,1,0,81856
120291,997739,1,1,73638
120292,406516,0,1,104574
120293,88682,1,1,82630
120294,652679,1,0,109256
120295,310676,0,1,103924
120296,557528,1,0,21152
120297,853872,1,0,79492
120298,224103,0,1,76937
120299,819240,0,0,137318
120300,666721,1,0,107328
120301,741022,1,0,133364
120302,138908,1,1,133617
120303,142411,1,0,25232
120304,980316,0,0,89050
120305,184196,1,1,140696
120306,243560,1,0,23909
120307,677236,1,1,137484
120308,204556,1,1,9274
120309,252366,1,1,108992
120310,726542,1,0,126900
120311,81263,1,1,70843
120312,124605,1,1,133666
120313,739013,0,0,139961
120314,260105,0,1,122713
120315,478097,1,1,78496
120316,8989,0,1,93137
120317,488327,0,1,114748
120318,938842,0,0,109593
120319,810544,0,0,132809
120320,554498,1,1,104588
120321,630444,1,0,23496
120322,125294,0,1,413
120323,466605,0,1,33585
120324,245680,0,0,139727
120325,598218,1,0,34167
120326,789526,1,0,92807
120327,466782,1,0,42290
120328,99955,1,0,39458
120329,365871,1,1,87667
120330,152541,0,1,121405
120331,631207,0,1,32942
120332,551490,0,1,118406
120333,207660,0,1,80221
120334,258061,1,1,92572
120335,203158,1,1,30894
120336,190905,0,0,784
120337,616132,1,0,33812
120338,23846,1,1,69920
120339,985501,1,1,45670
120340,219941,1,1,75673
120341,910199,1,1,4797
120342,218713,0,0,45584
120343,142098,0,1,60301
120344,362404,0,1,141695
120345,308005,1,0,142548
120346,268185,1,1,127752
120347,397073,0,0,136656
120348,159705,0,0,8003
120349,236610,1,0,6075
120350,600718,0,0,52246
120351,853131,1,0,137496
120352,934289,0,0,105853
120353,246790,1,0,146452
120354,690511,1,0,70418
120355,194000,0,0,10947
120356,460257,1,1,25271
120357,651552,1,1,131140
120358,335101,0,0,34494
120359,822455,0,0,69862
120360,724703,1,0,69186
120361,528476,0,1,65478
120362,254762,0,0,10056
120363,310310,1,1,98741
120364,597097,0,1,143310
120365,680514,1,0,108828
120366,687027,0,1,90746
120367,161717,1,0,103299
120368,900445,0,1,145857
120369,914055,1,1,69145
120370,630833,0,1,140822
120371,622169,1,1,123631
120372,459073,1,1,27898
120373,97811,1,0,15919
120374,459807,1,0,114501
120375,596890,0,1,94534
120376,789297,0,0,31987
120377,500603,1,0,96144
120378,811599,1,0,66780
120379,339859,1,1,93976
120380,848277,1,0,119957
120381,81527,1,0,141860
120382,890730,0,1,54475
120383,171320,0,0,88886
120384,783991,0,1,2171
120385,239883,1,1,26299
120386,290136,0,0,22752
120387,449595,0,0,123044
120388,903889,1,1,103462
120389,445058,0,0,31162
120390,629697,0,1,146568
120391,46826,0,0,140760
120392,409995,1,0,51837
120393,118342,1,0,40820
120394,405008,0,1,56567
120395,77727,0,0,6307
120396,157581,1,1,81799
120397,924192,0,0,131849
120398,444149,0,0,18169
120399,358810,1,0,17587
120400,42015,1,0,27923
120401,444879,0,1,125858
120402,351688,0,0,149425
120403,214032,0,0,138290
120404,930445,1,0,45795
120405,442991,0,0,137590
120406,538382,0,0,121246
120407,548213,1,1,61344
120408,493305,0,1,135153
120409,237527,0,0,101962
120410,206586,1,0,44612
120411,937431,1,1,69361
120412,498950,0,0,112181
120413,890133,1,0,60371
120414,794004,0,1,134436
120415,191931,1,1,87461
120416,639417,1,0,102193
120417,579628,1,0,138772
120418,570546,1,0,94544
120419,268020,1,1,103857
120420,633288,1,0,21245
120421,314992,0,0,29718
120422,391166,1,1,83484
120423,628013,1,0,108021
120424,142718,1,1,37389
120425,762239,1,0,10422
120426,856404,1,0,17933
120427,324605,0,0,77608
120428,269187,0,0,9486
120429,895218,1,1,30833
120430,244638,0,0,131115
120431,917223,0,0,61377
120432,677650,1,0,63695
120433,9939,1,1,43742
120434,987480,0,1,32114
120435,97473,0,1,88308
120436,199036,1,1,63165
120437,972323,1,0,145656
120438,22300,1,0,68042
120439,851806,0,0,118208
120440,277171,1,0,25322
120441,391220,1,0,6428
120442,357524,0,0,68426
120443,519733,1,0,105152
120444,180370,0,1,20186
120445,730862,0,0,138478
120446,911627,1,0,3112
120447,137275,1,0,91073
120448,761821,1,0,2266
120449,573564,1,0,134553
120450,103813,1,1,82560
120451,760894,0,0,117762
120452,804012,0,1,128604
120453,792424,0,1,53061
120454,759766,1,1,71259
120455,65388,1,0,69662
120456,987106,0,1,127308
120457,898398,1,0,74461
120458,662567,1,1,19333
120459,671115,1,1,5889
120460,978011,0,0,138202
120461,936840,1,1,109288
120462,205123,1,0,80005
120463,44597,0,0,15078
120464,999194,0,0,127865
120465,402633,1,1,149164
120466,266861,1,1,78666
120467,969189,1,0,39054
120468,982248,0,1,6594
120469,518451,0,1,82838
120470,186850,0,0,12163
120471,663537,0,1,118354
120472,391592,0,1,120926
120473,155673,0,0,92151
120474,194199,1,1,106699
120475,266998,0,0,6007
120476,70367,0,1,19293
120477,356338,0,0,51198
120478,275934,1,1,50422
120479,996745,1,0,20103
120480,151444,0,0,123506
120481,338530,1,0,126136
120482,512480,0,1,133083
120483,326562,1,0,41620
120484,801637,0,0,53710
120485,71951,0,1,84890
120486,665230,0,1,2187
120487,810086,0,1,143810
120488,329980,1,0,84097
120489,653972,0,1,18252
120490,321855,0,0,103206
120491,854835,0,1,18229
120492,640140,0,0,76531
120493,873224,0,1,112392
120494,695931,1,0,70341
120495,82361,0,0,91018
120496,160072,1,0,8901
120497,164626,0,0,72951
120498,951111,0,1,76693
120499,914979,0,1,72413
120500,216680,1,0,58070
120501,567424,0,1,77291
120502,678933,0,0,30443
120503,172105,0,0,21085
120504,229108,1,1,146688
120505,852392,1,0,117715
120506,129316,1,1,23135
120507,610705,1,0,135346
120508,984775,0,0,137083
120509,85085,0,0,85349
120510,752463,1,1,25247
120511,78805,1,1,125022
120512,634464,1,0,135163
120513,616145,0,1,21385
120514,72702,0,0,43913
120515,175327,1,0,14307
120516,327550,0,1,125230
120517,908089,1,1,34897
120518,921836,0,1,144960
120519,752745,1,1,72846
120520,899092,1,1,62702
120521,226453,1,0,23031
120522,36443,1,0,130969
120523,537743,0,0,25731
120524,273071,0,1,23653
120525,275182,1,0,6439
120526,166998,0,1,72905
120527,522287,1,1,117854
120528,877585,1,0,104877
120529,54800,0,1,66744
120530,136430,0,0,110556
120531,295780,0,1,116623
120532,129643,0,0,84130
120533,975053,0,1,46567
120534,82804,1,0,139677
120535,685581,0,1,59184
120536,535383,0,1,7184
120537,189758,0,1,77255
120538,87634,1,0,92150
120539,84189,1,0,34439
120540,427893,1,1,67599
120541,760889,0,0,110449
120542,430916,0,1,28871
120543,935824,1,1,85825
120544,660763,1,0,65103
120545,465166,0,1,96065
120546,413756,0,1,97758
120547,88615,1,1,140940
120548,798347,1,0,50500
120549,119727,0,1,6826
120550,167038,0,1,103717
120551,435346,1,1,26683
120552,560819,0,1,99232
120553,954062,1,0,98509
120554,375340,0,0,147952
120555,333658,1,1,26180
120556,500016,1,0,98487
120557,982467,0,0,103100
120558,562361,0,1,92595
120559,886159,1,0,107363
120560,495037,1,1,102326
120561,753643,1,0,124618
120562,123271,0,1,126205
120563,710426,1,0,135446
120564,479104,1,1,89935
120565,720401,0,1,21735
120566,69637,0,0,25246
120567,997007,0,1,102874
120568,573412,1,1,103937
120569,273989,1,0,113751
120570,559094,0,1,57416
120571,444235,0,1,118994
120572,53533,0,1,65421
120573,96538,0,1,55060
120574,524106,0,0,83176
120575,457938,0,0,59804
120576,224886,0,1,104
120577,649851,1,1,22313
120578,486373,0,1,121115
120579,775886,1,0,143737
120580,383136,0,1,68105
120581,897464,1,1,89866
120582,41570,1,0,35766
120583,850565,0,1,91784
120584,523461,0,1,39208
120585,307512,0,1,118556
120586,538491,1,1,80860
120587,544672,0,1,87981
120588,128968,0,0,131606
120589,539284,1,1,141054
120590,38352,1,1,103421
120591,729077,1,0,2969
120592,996141,0,0,92311
120593,743926,1,1,129145
120594,550118,0,0,65628
120595,127582,1,0,45379
120596,455244,0,0,122294
120597,743241,0,0,39087
120598,659078,0,1,125633
120599,114585,1,1,34100
120600,258447,1,1,57776
120601,688524,1,0,42779
120602,810218,1,0,145890
120603,167306,0,0,29512
120604,910845,0,0,132652
120605,307230,0,1,87491
120606,590627,1,0,60670
120607,362119,0,0,62734
120608,604701,1,0,82798
120609,843263,0,1,56852
120610,674340,1,1,135688
120611,65551,0,1,43954
120612,129345,0,1,83302
120613,465425,1,1,91823
120614,106008,0,0,72818
120615,495830,0,1,68950
120616,968989,0,1,22961
120617,957385,1,0,15930
120618,305072,1,0,119772
120619,986185,1,1,85756
120620,711,1,1,143892
120621,111430,1,0,74192
120622,901847,1,1,14232
120623,56857,1,1,117488
120624,923408,1,0,135671
120625,204119,0,0,84220
120626,429596,1,1,102555
120627,859235,0,1,62886
120628,519839,0,1,60440
120629,116509,1,0,112404
120630,406735,0,0,146542
120631,711216,1,1,145762
120632,207134,0,0,133263
120633,977100,0,0,121504
120634,512786,0,1,66488
120635,640271,0,0,72836
120636,284450,0,0,44098
120637,997919,1,0,11854
120638,842949,0,0,403
120639,185376,1,1,103236
120640,394833,0,1,49361
120641,801061,1,0,3498
120642,8431,1,0,116392
120643,483806,1,0,120104
120644,326474,0,0,101445
120645,26298,0,1,97327
120646,854506,0,1,128838
120647,457938,0,0,96832
120648,771937,0,1,55987
120649,65166,0,0,135982
120650,763088,0,1,98572
120651,314267,1,0,61217
120652,309118,0,1,99696
120653,945822,0,1,52579
120654,548838,0,0,6167
120655,689203,1,1,57615
120656,700129,0,1,16347
120657,856412,1,0,108784
120658,818502,0,1,512
120659,605973,0,1,21178
120660,24760,1,1,34971
120661,207874,1,1,16015
120662,854578,0,0,125387
120663,309245,1,0,33960
120664,62676,1,0,12691
120665,812290,1,0,47152
120666,574750,0,1,93349
120667,293474,0,1,107116
120668,149240,1,1,48593
120669,211132,1,0,138357
120670,445026,1,0,148796
120671,444108,1,0,30914
120672,80556,1,1,75841
120673,902356,0,0,99998
120674,48124,1,0,127124
120675,398201,1,1,27544
120676,423748,0,1,18731
120677,899623,1,1,26352
120678,488774,0,0,87241
120679,404589,0,0,92080
120680,246436,0,0,102768
120681,835453,0,0,60684
120682,179001,1,0,134347
120683,288601,1,1,43438
120684,586840,0,1,73366
120685,628261,1,0,97566
120686,692112,1,1,137691
120687,823998,1,1,102124
120688,116925,0,1,81126
120689,684276,0,1,43093
120690,838044,1,0,73002
120691,557062,0,0,116990
120692,208631,0,0,15627
120693,980392,0,1,93372
120694,911237,0,0,139967
120695,290617,1,1,43099
120696,209976,1,0,149481
120697,753997,0,1,139967
120698,685974,0,1,9735
120699,716344,1,0,146486
120700,372311,0,1,94986
120701,308459,1,0,89237
120702,18014,1,0,51120
120703,157162,0,1,130645
120704,302497,1,0,54442
120705,79796,1,0,74409
120706,952813,0,1,43101
120707,769751,1,0,86679
120708,743402,0,0,106683
120709,830652,0,0,3751
120710,315165,1,0,135351
120711,242005,0,1,83015
120712,388546,1,1,136844
120713,856087,0,1,127023
120714,688493,1,1,73891
120715,804008,1,1,9826
120716,479322,1,0,32068
120717,241363,1,1,67991
120718,554989,1,0,69601
120719,678407,1,1,72420
120720,525608,0,1,68425
120721,622452,1,0,87201
120722,853760,0,0,80026
120723,581051,1,0,100776
120724,654442,1,0,53100
120725,792782,1,1,117011
120726,699122,1,1,85193
120727,395307,0,1,77470
120728,333942,1,1,20765
120729,49641,0,0,21811
120730,968706,0,0,4487
120731,283803,1,1,43453
120732,618183,0,0,42650
120733,648636,1,0,99094
120734,601838,0,1,3267
120735,167568,0,0,95898
120736,257290,0,0,134254
120737,777445,0,0,100990
120738,562054,0,0,47901
120739,531717,0,0,40773
120740,523815,1,0,130529
120741,683515,1,0,13929
120742,673725,1,0,91821
120743,376622,1,0,78229
120744,719406,0,1,51712
120745,140400,0,1,87868
120746,240609,1,1,42267
120747,735511,0,1,46257
120748,837686,0,1,104852
120749,182975,0,1,42183
120750,908853,0,0,56095
120751,253586,0,1,9788
120752,837599,0,1,2844
120753,344932,0,0,77379
120754,732831,1,1,812
120755,280005,0,1,123477
120756,346894,1,1,107595
120757,685966,1,1,99313
120758,267166,1,0,60477
120759,943840,0,0,79404
120760,112658,1,1,107832
120761,192513,1,1,44645
120762,326935,1,1,61141
120763,135597,0,1,83877
120764,588301,1,0,14888
120765,964074,1,0,103911
120766,712792,1,0,118761
120767,705641,0,1,75831
120768,903967,0,0,111660
120769,678971,1,1,32882
120770,33042,0,0,78176
120771,339725,0,0,114900
120772,701907,1,0,17218
120773,319459,1,0,16694
120774,342305,1,1,31594
120775,137967,1,1,26574
120776,331601,1,0,123599
120777,886136,0,0,124703
120778,890914,0,1,53347
120779,684019,1,0,25866
120780,757356,1,1,41029
120781,981064,0,0,33190
120782,355732,0,0,45209
120783,57890,1,0,42395
120784,938406,0,1,112851
120785,305567,0,0,137291
120786,574886,0,0,110818
120787,545309,0,0,48128
120788,684373,0,0,52065
120789,714938,1,1,136041
120790,399624,1,0,124816
120791,994082,0,0,55538
120792,217522,1,0,87313
120793,267053,1,1,27242
120794,629462,0,0,14201
120795,533043,1,0,121398
120796,335861,0,1,98298
120797,181278,1,0,40652
120798,691154,1,1,29257
120799,152701,1,1,32960
120800,782610,1,1,67716
120801,650119,0,0,1184
120802,761590,0,1,135422
120803,90491,1,1,54551
120804,778451,0,1,115469
120805,873947,0,0,30913
120806,951948,1,0,3159
120807,790432,0,0,44424
120808,983788,0,0,12223
120809,573688,0,1,13741
120810,779021,1,1,97345
120811,538556,1,0,136355
120812,58552,1,0,128351
120813,864445,1,0,137240
120814,367080,0,0,71218
120815,346589,1,1,106743
120816,364308,1,0,25344
120817,850774,0,0,61486
120818,569814,0,1,67485
120819,834163,1,0,146225
120820,201168,0,1,117201
120821,687207,0,1,126693
120822,771120,0,1,132533
120823,502698,0,0,144098
120824,683382,0,0,39111
120825,24729,1,1,60254
120826,374672,0,0,1984
120827,64986,0,0,64808
120828,420944,1,0,97503
120829,869190,1,0,128556
120830,165964,1,0,109450
120831,368934,0,1,79303
120832,597456,0,0,70710
120833,188345,1,1,43797
120834,566471,1,0,103517
120835,489954,1,1,110430
120836,593757,0,1,87038
120837,689311,0,0,116373
120838,108423,1,0,11057
120839,894372,0,1,53007
120840,748415,0,1,76789
120841,594732,1,0,11876
120842,542582,1,0,100109
120843,50879,0,0,143516
120844,622705,0,1,125928
120845,764975,0,0,66674
120846,401145,0,1,74085
120847,305564,0,1,84858
120848,515928,0,0,127136
120849,878288,1,1,95824
120850,529650,1,1,48417
120851,530486,1,1,84150
120852,527769,0,1,87375
120853,341859,1,0,138700
120854,702577,1,0,108388
120855,308660,0,1,42779
120856,378097,1,1,107214
120857,480290,1,1,11421
120858,422312,0,1,58019
120859,403686,0,1,3944
120860,494885,0,1,144207
120861,448828,0,1,29478
120862,825237,0,1,130910
120863,805535,1,0,76519
120864,921768,1,0,681
120865,979917,1,0,102732
120866,34442,1,0,63024
120867,847110,1,1,43571
120868,807664,0,1,100204
120869,597497,1,1,87533
120870,168172,0,1,102717
120871,239026,1,0,36679
120872,756134,1,0,52090
120873,97998,1,1,127792
120874,486349,1,0,89382
120875,346704,1,1,142117
120876,895501,1,0,21989
120877,787969,0,0,37366
120878,8549,0,0,49726
120879,897044,1,1,116486
120880,831282,0,0,101050
120881,857145,1,0,139864
